"POSTE_ID","ind","average_week_day","average_week_end"
2011,"00",0.197674418604651,0.338164251207729
2011,"01",0.062015503875969,0.164251207729469
2011,"02",0.0232558139534884,0.0483091787439614
2011,"03",0.00775193798449612,0.0483091787439614
2011,"04",0.0348837209302326,0.00966183574879227
2011,"05",0.313953488372093,0.241545893719807
2011,"06",2.41085271317829,0.444444444444444
2011,"07",13.1201550387597,0.51207729468599
2011,"08",23.7015503875969,2.55072463768116
2011,"09",6.94961240310078,4.68599033816425
2011,"10",3.1937984496124,7.71014492753623
2011,"11",3.8953488372093,9.22705314009662
2011,"12",5.14728682170543,10.0772946859903
2011,"13",5.65891472868217,8.40579710144928
2011,"14",5.38372093023256,11.3623188405797
2011,"15",6.06976744186047,10.8309178743961
2011,"16",10,11.4685990338164
2011,"17",17.7635658914729,11.8550724637681
2011,"18",18.4457364341085,7.11111111111111
2011,"19",9.77131782945736,4.57971014492754
2011,"20",5.2093023255814,2.28985507246377
2011,"21",3.60077519379845,1.70048309178744
2011,"22",1.55426356589147,0.463768115942029
2011,"23",0.445736434108527,0.154589371980676
2012,"00",0,0.0102040816326531
2012,"01",0.00440528634361234,0.0204081632653061
2012,"02",0,0.0102040816326531
2012,"03",0,0
2012,"04",0,0
2012,"05",0.0440528634361234,0
2012,"06",0.0572687224669604,0
2012,"07",0.277533039647577,0.173469387755102
2012,"08",0.537444933920705,0.244897959183673
2012,"09",0.52863436123348,1.30612244897959
2012,"10",0.828193832599119,2.06122448979592
2012,"11",0.801762114537445,2.76530612244898
2012,"12",0.982378854625551,2.45918367346939
2012,"13",0.973568281938326,1.81632653061224
2012,"14",1.02643171806167,2.1530612244898
2012,"15",1.33039647577093,3.92857142857143
2012,"16",1.29515418502203,3.3265306122449
2012,"17",1.52422907488987,2.88775510204082
2012,"18",1.41409691629956,1.69387755102041
2012,"19",1.17180616740088,0.846938775510204
2012,"20",0.607929515418502,0.346938775510204
2012,"21",0.18942731277533,0.0918367346938776
2012,"22",0.039647577092511,0.0102040816326531
2012,"23",0.0220264317180617,0
2013,"00",0.00386847195357834,0.0205128205128205
2013,"01",0.00773694390715667,0
2013,"02",0,0
2013,"03",0.00386847195357834,0.0102564102564103
2013,"04",0,0.0102564102564103
2013,"05",0.0270793036750484,0.0307692307692308
2013,"06",0.235976789168279,0.0512820512820513
2013,"07",1.76015473887814,0.235897435897436
2013,"08",3.34235976789168,0.625641025641026
2013,"09",1.66731141199226,1.23076923076923
2013,"10",1.29980657640232,1.79487179487179
2013,"11",1.0174081237911,1.55897435897436
2013,"12",1.20309477756286,1.84615384615385
2013,"13",1.28046421663443,1.4974358974359
2013,"14",1.08704061895551,1.29230769230769
2013,"15",1.12959381044487,1.55897435897436
2013,"16",1.0715667311412,1.65128205128205
2013,"17",1.40425531914894,1.25128205128205
2013,"18",1.75628626692456,1.02564102564103
2013,"19",0.920696324951644,0.38974358974359
2013,"20",0.475822050290135,0.153846153846154
2013,"21",0.224371373307544,0.102564102564103
2013,"22",0.04642166344294,0.0512820512820513
2013,"23",0.04642166344294,0.0102564102564103
2021,"00",0.0337552742616034,0.06282722513089
2021,"01",0.0210970464135021,0.0209424083769634
2021,"02",0,0
2021,"03",0,0.0104712041884817
2021,"04",0,0.0104712041884817
2021,"05",0.789029535864979,0.0732984293193717
2021,"06",4.78902953586498,0.335078534031414
2021,"07",11.0210970464135,1.13089005235602
2021,"08",15.8016877637131,2.68062827225131
2021,"09",7.51476793248945,9.16230366492147
2021,"10",5.38818565400844,14.7225130890052
2021,"11",5.74683544303798,17.3298429319372
2021,"12",8.53164556962025,18.3246073298429
2021,"13",9.66666666666667,14.6806282722513
2021,"14",9.75105485232067,16.3769633507853
2021,"15",7.46413502109705,18.4188481675393
2021,"16",11.5316455696203,17.7486910994764
2021,"17",18.1097046413502,15.7696335078534
2021,"18",18.9451476793249,11.4764397905759
2021,"19",11.2911392405063,5.67539267015707
2021,"20",6.0337552742616,2.9738219895288
2021,"21",2.30379746835443,1.28795811518325
2021,"22",0.39662447257384,0.219895287958115
2021,"23",0.164556962025316,0.115183246073298
2022,"00",0.0154440154440154,0.00980392156862745
2022,"01",0,0
2022,"02",0,0
2022,"03",0,0
2022,"04",0.0115830115830116,0
2022,"05",0.185328185328185,0.0196078431372549
2022,"06",2.86100386100386,0.176470588235294
2022,"07",3.81467181467181,0.558823529411765
2022,"08",2.55212355212355,2.66666666666667
2022,"09",2.51737451737452,8.95098039215686
2022,"10",4.57528957528958,14.6862745098039
2022,"11",4.65637065637066,17.6764705882353
