"POSTE_ID","ind","average_week_day","average_week_end"
2011,"00",0.114942528735632,0.282926829268293
2011,"01",0.0459770114942529,0.136585365853659
2011,"02",0.00383141762452107,0.0878048780487805
2011,"03",0.00383141762452107,0.0390243902439024
2011,"04",0.0114942528735632,0.0390243902439024
2011,"05",0.183908045977011,0.214634146341463
2011,"06",2.52107279693487,0.351219512195122
2011,"07",15.1264367816092,0.673170731707317
2011,"08",24.6781609195402,2.02926829268293
2011,"09",7.54406130268199,5.2
2011,"10",3.42911877394636,10.3121951219512
2011,"11",4.47509578544061,11.4634146341463
2011,"12",5.57088122605364,10.5365853658537
2011,"13",5.87739463601533,9.46341463414634
2011,"14",5.94252873563218,11.2975609756098
2011,"15",6.29885057471264,12.1170731707317
2011,"16",10.5862068965517,11.1512195121951
2011,"17",19.1877394636015,10.4682926829268
2011,"18",21.2222222222222,8.8390243902439
2011,"19",9.7816091954023,4.92682926829268
2011,"20",5.18390804597701,2.4780487804878
2011,"21",3.08812260536398,1.85365853658537
2011,"22",1.69731800766284,0.712195121951219
2011,"23",0.379310344827586,0.517073170731707
2012,"00",0.0167014613778706,0.00995024875621891
2012,"01",0,0
2012,"02",0,0.0199004975124378
2012,"03",0,0
2012,"04",0,0
2012,"05",0.0167014613778706,0.0199004975124378
2012,"06",0.267223382045929,0.00995024875621891
2012,"07",0.217118997912317,0.119402985074627
2012,"08",0.396659707724426,0.507462686567164
2012,"09",0.463465553235908,1.56218905472637
2012,"10",0.739039665970772,2.64676616915423
2012,"11",0.90187891440501,3.51243781094527
2012,"12",0.789144050104384,2.75621890547264
2012,"13",0.676409185803758,2.07960199004975
2012,"14",0.839248434237996,2.49751243781095
2012,"15",1.26931106471816,3.86069651741294
2012,"16",1.31524008350731,3.54228855721393
2012,"17",1.38622129436326,2.59701492537313
2012,"18",1.18162839248434,1.75124378109453
2012,"19",1.2901878914405,1.04477611940298
2012,"20",0.588726513569937,0.348258706467662
2012,"21",0.162839248434238,0.0696517412935323
2012,"22",0.0918580375782881,0.0298507462686567
2012,"23",0.0668058455114822,0.0298507462686567
2013,"00",0.00770712909441233,0.03
2013,"01",0.00385356454720617,0.04
