"POSTE_ID","date","average_values"
2011,2018-01-01,6
2011,2018-01-02,52
2011,2018-01-03,24
2011,2018-01-04,35
2011,2018-01-05,53
2011,2018-01-06,39
2011,2018-01-07,41
2011,2018-01-08,101
2011,2018-01-09,106
2011,2018-01-10,111
2011,2018-01-11,108
2011,2018-01-12,99
2011,2018-01-13,43
2011,2018-01-14,129
2011,2018-01-15,71
2011,2018-01-16,50
2011,2018-01-17,60
2011,2018-01-18,54
2011,2018-01-19,72
2011,2018-01-20,18
2011,2018-01-21,49
2011,2018-01-22,78
2011,2018-01-23,92
2011,2018-01-24,89
2011,2018-01-25,41
2011,2018-01-26,83
2011,2018-01-27,53
2011,2018-01-28,47
2011,2018-01-29,81
2011,2018-01-30,84
2011,2018-01-31,43
2011,2018-02-01,62
2011,2018-02-02,66
2011,2018-02-03,41
2011,2018-02-04,15
2011,2018-02-05,36
2011,2018-02-06,27
2011,2018-02-07,31
2011,2018-02-08,46
2011,2018-02-09,45
2011,2018-02-10,23
2011,2018-02-11,8
2011,2018-02-12,43
2011,2018-02-13,71
2011,2018-02-14,53
2011,2018-02-15,36
2011,2018-02-16,60
2011,2018-02-17,29
2011,2018-02-18,32
2011,2018-02-19,75
2011,2018-02-20,95
2011,2018-02-21,98
2011,2018-02-22,100
2011,2018-02-23,85
2011,2018-02-24,52
2011,2018-02-25,47
2011,2018-02-26,64
2011,2018-02-27,37
2011,2018-02-28,47
2011,2018-03-01,44
2011,2018-03-02,37
2011,2018-03-03,15
2011,2018-03-04,37
2011,2018-03-05,101
2011,2018-03-06,117
2011,2018-03-07,74
2011,2018-03-08,70
2011,2018-03-09,63
2011,2018-03-10,42
2011,2018-03-11,52
2011,2018-03-12,109
2011,2018-03-13,79
2011,2018-03-14,144
2011,2018-03-15,106
2011,2018-03-16,94
2011,2018-03-17,33
2011,2018-03-18,19
2011,2018-03-19,79
2011,2018-03-20,101
2011,2018-03-21,105
2011,2018-03-22,78
2011,2018-03-23,97
2011,2018-03-24,105
2011,2018-03-26,110
2011,2018-03-27,87
2011,2018-03-28,48
2011,2018-03-29,83
2011,2018-03-30,44
2011,2018-03-31,85
2011,2018-04-01,10
2011,2018-04-02,84
2011,2018-04-03,86
2011,2018-04-04,73
2011,2018-04-05,75
2011,2018-04-06,118
2011,2018-04-07,175
2011,2018-04-08,259
2011,2018-04-09,187
2011,2018-04-10,147
2011,2018-04-11,200
2011,2018-04-12,189
2011,2018-04-13,174
2011,2018-04-14,110
2011,2018-04-15,184
2011,2018-04-16,254
2011,2018-04-17,291
2011,2018-04-18,335
2011,2018-04-19,341
2011,2018-04-20,319
2011,2018-04-21,191
2011,2018-04-22,291
2011,2018-04-23,263
2011,2018-04-24,298
2011,2018-04-25,217
2011,2018-04-26,232
2011,2018-04-27,228
2011,2018-04-28,106
2011,2018-04-29,102
2011,2018-04-30,66
2011,2018-05-01,175
2011,2018-05-02,250
2011,2018-05-03,244
2011,2018-05-04,265
2011,2018-05-05,246
2011,2018-05-06,318
2011,2018-05-07,297
2011,2018-05-08,300
2011,2018-05-09,251
2011,2018-05-10,131
2011,2018-05-11,195
2011,2018-05-12,286
2011,2018-05-13,38
2011,2018-05-14,126
2011,2018-05-15,361
2011,2018-05-16,205
2011,2018-05-17,289
2011,2018-05-18,262
2011,2018-05-19,175
2011,2018-05-20,98
2011,2018-05-21,268
2011,2018-05-22,197
2011,2018-05-23,157
2011,2018-05-24,148
2011,2018-05-25,219
2011,2018-05-26,197
2011,2018-05-27,146
2011,2018-05-28,270
2011,2018-05-29,203
2011,2018-05-30,316
2011,2018-05-31,281
2011,2018-06-01,89
2011,2018-06-02,154
2011,2018-06-03,377
2011,2018-06-04,353
2011,2018-06-05,372
2011,2018-06-06,352
2011,2018-06-07,164
2011,2018-06-08,245
2011,2018-06-09,154
2011,2018-06-10,179
2011,2018-06-11,188
2011,2018-06-12,174
2011,2018-06-13,340
2011,2018-06-14,262
2011,2018-06-15,236
2011,2018-06-16,200
2011,2018-06-17,226
2011,2018-06-18,291
2011,2018-06-19,287
2011,2018-06-20,377
2011,2018-06-21,346
2011,2018-06-22,259
2011,2018-06-23,207
2011,2018-06-24,224
2011,2018-06-25,275
2011,2018-06-26,373
2011,2018-06-27,338
2011,2018-06-28,340
2011,2018-06-29,287
2011,2018-06-30,155
2011,2018-07-01,246
2011,2018-07-02,340
2011,2018-07-03,398
2011,2018-07-04,293
2011,2018-07-05,162
2011,2018-07-06,240
2011,2018-07-07,180
2011,2018-07-08,236
2011,2018-07-09,317
2011,2018-07-10,292
2011,2018-07-11,333
2011,2018-07-12,337
2011,2018-07-13,250
2011,2018-07-14,113
2011,2018-07-15,293
2011,2018-07-16,273
2011,2018-07-17,335
2011,2018-07-18,330
2011,2018-07-19,304
2011,2018-07-20,198
2011,2018-07-21,184
2011,2018-07-22,230
2011,2018-07-23,291
2011,2018-07-24,279
2011,2018-07-25,252
2011,2018-07-26,252
2011,2018-07-27,188
2011,2018-07-28,142
2011,2018-07-29,234
2011,2018-07-30,302
2011,2018-07-31,256
2011,2018-08-01,236
2011,2018-08-02,277
2011,2018-08-03,193
2011,2018-08-04,107
2011,2018-08-05,155
