"POSTE_ID","date","average_values"
2012,2020-12-15,1
2012,2020-12-16,8
2012,2020-12-17,4.5
2012,2020-12-18,6
2012,2020-12-19,27
2012,2020-12-20,21
2012,2020-12-21,3
2012,2020-12-22,3.5
2012,2020-12-23,1
2012,2020-12-24,4.5
2012,2020-12-25,11
2012,2020-12-26,14.5
2012,2020-12-27,4.5
2012,2020-12-28,3.5
2012,2020-12-29,10
2012,2020-12-30,5
2012,2020-12-31,1
2013,2020-01-01,2
2013,2020-01-02,10.5
2013,2020-01-03,6.5
2013,2020-01-04,6
2013,2020-01-05,11
2013,2020-01-06,16
2013,2020-01-07,11
2013,2020-01-08,14
2013,2020-01-09,17
2013,2020-01-10,16.5
2013,2020-01-11,10.5
2013,2020-01-12,7
2013,2020-01-13,9
2013,2020-01-14,11
2013,2020-01-15,14
2013,2020-01-16,18
2013,2020-01-17,10.5
2013,2020-01-18,10
2013,2020-01-19,6
2013,2020-01-20,17.5
2013,2020-01-21,18.5
2013,2020-01-22,15.5
2013,2020-01-23,12.5
2013,2020-01-24,9
2013,2020-01-25,5.5
2013,2020-01-26,8
2013,2020-01-27,8.5
2013,2020-01-28,8
2013,2020-01-29,11
2013,2020-01-30,10.5
2013,2020-01-31,8.5
2013,2020-02-01,5
2013,2020-02-02,4
2013,2020-02-03,11
2013,2020-02-04,9.5
2013,2020-02-05,19.5
2013,2020-02-06,17
2013,2020-02-07,16
2013,2020-02-08,10
2013,2020-02-09,2.5
2013,2020-02-10,8
2013,2020-02-11,10.5
2013,2020-02-12,5.5
2013,2020-02-13,6.5
2013,2020-02-14,8.5
2013,2020-02-15,15.5
2013,2020-02-16,10.5
2013,2020-02-17,15.5
2013,2020-02-18,11.5
2013,2020-02-19,19.5
2013,2020-02-20,9
2013,2020-02-21,13
2013,2020-02-22,9
2013,2020-02-23,3
2013,2020-02-24,10
2013,2020-02-25,10.5
2013,2020-02-26,6
2013,2020-02-27,9
2013,2020-02-28,4.5
2013,2020-02-29,3
2013,2020-03-01,11.5
2013,2020-03-02,14
2013,2020-03-03,19
2013,2020-03-04,10
2013,2020-03-05,6
2013,2020-03-06,4.5
2013,2020-03-07,11.5
2013,2020-03-08,16
2013,2020-03-09,12.5
2013,2020-03-10,9
2013,2020-03-11,7
2013,2020-03-12,6.5
2013,2020-03-13,10
2013,2020-03-14,16.5
2013,2020-03-15,36
2013,2020-03-16,22
2013,2020-03-17,24.5
2013,2020-03-18,18.5
2013,2020-03-19,27.5
2013,2020-03-20,29
2013,2020-03-21,7
2013,2020-03-22,25
2013,2020-03-23,17.5
2013,2020-03-24,23
2013,2020-03-25,14
2013,2020-03-26,13.5
2013,2020-03-27,21
2013,2020-03-28,63
2013,2020-03-30,17.5
2013,2020-03-31,23.5
2013,2020-04-01,29
2013,2020-04-02,25.5
2013,2020-04-03,16.5
2013,2020-04-04,52
2013,2020-04-05,74.5
2013,2020-04-06,35.5
2013,2020-04-07,46.5
2013,2020-04-08,45
2013,2020-04-09,42.5
2013,2020-04-10,63
2013,2020-04-11,85
2013,2020-04-12,85
2013,2020-04-13,55
2013,2020-04-16,54
2013,2020-04-17,51.5
2013,2020-04-18,46.5
2013,2020-04-19,76
2013,2020-04-20,34.5
2013,2020-04-21,25
2013,2020-04-22,45
2013,2020-04-23,45
2013,2020-04-24,53.5
2013,2020-04-25,76.5
2013,2020-04-26,112
2013,2020-04-27,39.5
2013,2020-04-28,25
2013,2020-04-29,28
