"POSTE_ID","ind","average_week_day","average_week_end"
2011,"00",0.275862068965517,0.637254901960784
2011,"01",0.0689655172413793,0.245098039215686
2011,"02",0.0498084291187739,0.235294117647059
2011,"03",0.0191570881226054,0.284313725490196
2011,"04",0.0153256704980843,0.0588235294117647
2011,"05",0.176245210727969,0.156862745098039
2011,"06",2.70114942528736,0.156862745098039
2011,"07",18.1149425287356,0.843137254901961
2011,"08",30.9616858237548,2.27450980392157
2011,"09",9.99616858237548,5.94117647058824
2011,"10",3.98084291187739,8.68627450980392
2011,"11",5.46743295019157,11.2843137254902
2011,"12",7.84291187739464,10.8627450980392
2011,"13",7.4176245210728,8.54901960784314
2011,"14",8.22222222222222,12.4411764705882
2011,"15",7.52873563218391,11.5588235294118
2011,"16",12.6704980842912,13.1372549019608
2011,"17",25.6245210727969,12.0686274509804
2011,"18",27.3180076628352,8.13725490196078
2011,"19",12.1264367816092,5.62745098039216
2011,"20",6.05747126436782,3.73529411764706
2011,"21",3.16475095785441,2.53921568627451
2011,"22",1.86206896551724,0.705882352941177
2011,"23",0.693486590038314,0.686274509803922
2012,"00",0.0336134453781513,0.0696517412935323
2012,"01",0.0294117647058824,0
2012,"02",0,0.00995024875621891
2012,"03",0.00840336134453781,0
2012,"04",0,0
2012,"05",0.00420168067226891,0
2012,"06",0.117647058823529,0.0298507462686567
2012,"07",0.348739495798319,0.149253731343284
2012,"08",0.46218487394958,0.597014925373134
2012,"09",0.579831932773109,1.62189054726368
2012,"10",0.735294117647059,3.17412935323383
2012,"11",0.991596638655462,2.75621890547264
2012,"12",0.949579831932773,2.08955223880597
2012,"13",0.827731092436975,2.2089552238806
2012,"14",0.903361344537815,2.18905472636816
2012,"15",1.14285714285714,3.55223880597015
2012,"16",1.46638655462185,2.87562189054726
2012,"17",1.32352941176471,2.43781094527363
2012,"18",1.32773109243697,1.52238805970149
2012,"19",0.983193277310924,0.666666666666667
2012,"20",0.626050420168067,0.199004975124378
2012,"21",0.222689075630252,0.159203980099502
2012,"22",0.0798319327731092,0.119402985074627
2012,"23",0.0798319327731092,0.0796019900497512
2013,"00",0.0115830115830116,0.0603015075376884
2013,"01",0.0154440154440154,0
2013,"02",0,0.0201005025125628
2013,"03",0,0
2013,"04",0.0115830115830116,0
2013,"05",0.0733590733590734,0.0100502512562814
2013,"06",1.40540540540541,0.050251256281407
2013,"07",3.66409266409266,0.331658291457286
2013,"08",3.91505791505792,0.773869346733668
2013,"09",2.50965250965251,1.98994974874372
2013,"10",2.8030888030888,3.06532663316583
2013,"11",1.77606177606178,2.95477386934673
2013,"12",1.9034749034749,2.49246231155779
2013,"13",2.00772200772201,2.57286432160804
2013,"14",2.03861003861004,2.5929648241206
2013,"15",1.63706563706564,2.67336683417085
2013,"16",2.62934362934363,2.32160804020101
2013,"17",3.83783783783784,2.15075376884422
2013,"18",3.30888030888031,1.24623115577889
2013,"19",1.81853281853282,0.864321608040201
2013,"20",1.22393822393822,0.291457286432161
2013,"21",0.38996138996139,0.0804020100502513
2013,"22",0.0849420849420849,0.0402010050251256
2013,"23",0.0463320463320463,0.0402010050251256
2021,"00",0.0576923076923077,0.176470588235294
2021,"01",0.0230769230769231,0.196078431372549
2021,"02",0.0192307692307692,0.0882352941176471
2021,"03",0,0.0294117647058824
2021,"04",0.165384615384615,0.0588235294117647
2021,"05",0.6,0.0588235294117647
2021,"06",7.11538461538461,0.372549019607843
2021,"07",15.7038461538462,1.03921568627451
2021,"08",20.5384615384615,3.43137254901961
2021,"09",9.38461538461539,10.8235294117647
2021,"10",6.89615384615385,16.9509803921569
2021,"11",6.85769230769231,19.8921568627451
2021,"12",10.9384615384615,17.9509803921569
2021,"13",10.6538461538462,16.2254901960784
2021,"14",9.58461538461538,17.7254901960784
2021,"15",11.2538461538462,19.9313725490196
2021,"16",17.0423076923077,19.6764705882353
2021,"17",24.3730769230769,16.9607843137255
2021,"18",21.9076923076923,11.7156862745098
2021,"19",11.4192307692308,6.19607843137255
2021,"20",6.08846153846154,3.3921568627451
2021,"21",2.35384615384615,1.19607843137255
2021,"22",0.526923076923077,0.519607843137255
2021,"23",0.169230769230769,0.254901960784314
2022,"00",0.0191938579654511,0.0492610837438424
2022,"01",0.0499040307101727,0.0197044334975369
2022,"02",0.00383877159309021,0.0492610837438424
2022,"03",0.0115163147792706,0.00985221674876847
2022,"04",0.0230326295585413,0.0394088669950739
2022,"05",0.71785028790787,0.0295566502463054
2022,"06",4.15355086372361,0.167487684729064
2022,"07",5.9616122840691,0.955665024630542
2022,"08",3.53166986564299,2.64039408866995
2022,"09",3.63147792706334,6.66009852216749
2022,"10",4.7063339731286,16.8866995073892
2022,"11",6.12667946257198,18.6108374384236
2022,"12",6.44913627639155,15.6059113300493
2022,"13",6.40690978886756,12.4039408866995
2022,"14",7.61996161228407,15.5467980295566
2022,"15",9.49328214971209,16.4137931034483
2022,"16",10.8675623800384,15.320197044335
2022,"17",12.6948176583493,11.9310344827586
2022,"18",9.82341650671785,9.13300492610837
2022,"19",6.3531669865643,4.52216748768473
2022,"20",2.76775431861804,1.82266009852217
2022,"21",0.932821497120921,0.857142857142857
2022,"22",0.203454894433781,0.157635467980296
2022,"23",0.0460652591170825,0.0394088669950739
2031,"00",0.0383795309168444,0.0421052631578947
2031,"01",0.0127931769722814,0.147368421052632
2031,"02",0,0.0105263157894737
2031,"03",0,0.0105263157894737
2031,"04",0.0170575692963753,0
2031,"05",0.0597014925373134,0.0315789473684211
2031,"06",0.916844349680171,0.126315789473684
2031,"07",0.729211087420043,0.8
2031,"08",2.03411513859275,3.78947368421053
2031,"09",6.53731343283582,11.4210526315789
2031,"10",11.1172707889126,20.5157894736842
2031,"11",11.7782515991471,22.6842105263158
2031,"12",9.82515991471215,20.8842105263158
2031,"13",9.84648187633262,17.8736842105263
2031,"14",13.8592750533049,21.9684210526316
2031,"15",18.3496801705757,24.2842105263158
2031,"16",14.6780383795309,18.9473684210526
2031,"17",10.6268656716418,14.4421052631579
2031,"18",8.1407249466951,8.91578947368421
2031,"19",5.32196162046908,4.88421052631579
2031,"20",2.68230277185501,2.36842105263158
2031,"21",1.0362473347548,0.894736842105263
2031,"22",0.208955223880597,0.473684210526316
2031,"23",0.0383795309168444,0.231578947368421
2032,"00",0.0571428571428571,0.0963855421686747
2032,"01",0.00952380952380952,0.0843373493975904
2032,"02",0.0142857142857143,0.0963855421686747
2032,"03",0,0.0240963855421687
2032,"04",0.00476190476190476,0.0240963855421687
2032,"05",0.1,0.036144578313253
2032,"06",0.266666666666667,0.0240963855421687
2032,"07",1.26190476190476,0.674698795180723
2032,"08",2.13333333333333,2.72289156626506
2032,"09",5.1952380952381,9.62650602409639
2032,"10",12.3857142857143,20.2168674698795
2032,"11",16.9809523809524,24.0963855421687
2032,"12",17.2952380952381,27.3734939759036
2032,"13",17.847619047619,26.8313253012048
2032,"14",21.1809523809524,33.6385542168675
2032,"15",23.0857142857143,33.1807228915663
2032,"16",17.2714285714286,24.3373493975904
2032,"17",12.2,15.0120481927711
2032,"18",7.39047619047619,8.68674698795181
2032,"19",4.35714285714286,4.42168674698795
2032,"20",2.11904761904762,2.32530120481928
2032,"21",0.942857142857143,0.819277108433735
2032,"22",0.328571428571429,0.55421686746988
2032,"23",0.233333333333333,0.433734939759036
2051,"00",0.0219298245614035,0.0327868852459016
2051,"01",0.0087719298245614,0.0109289617486339
2051,"02",0.0087719298245614,0
2051,"03",0,0
2051,"04",0.0043859649122807,0
2051,"05",0.109649122807018,0
2051,"06",0.315789473684211,0.0327868852459016
2051,"07",0.25,0.153005464480874
2051,"08",0.719298245614035,0.87431693989071
2051,"09",1.73245614035088,3.37704918032787
2051,"10",3.30701754385965,5.68306010928962
2051,"11",3.38157894736842,7.2896174863388
2051,"12",2.51754385964912,5.61748633879781
2051,"13",2.71052631578947,4.65573770491803
2051,"14",4.17105263157895,5.94535519125683
2051,"15",4.81578947368421,7.08196721311475
2051,"16",4.30701754385965,6.49180327868852
2051,"17",3.75438596491228,4.05464480874317
2051,"18",3.18859649122807,2.78688524590164
2051,"19",1.96491228070175,1.30054644808743
2051,"20",1.03947368421053,0.896174863387978
2051,"21",0.491228070175439,0.284153005464481
2051,"22",0.12280701754386,0.0546448087431694
2051,"23",0.0526315789473684,0
2061,"00",0.36046511627907,0.413793103448276
2061,"01",0.0426356589147287,0.0492610837438424
2061,"02",0.0155038759689922,0.12807881773399
2061,"03",0.00775193798449612,0.295566502463054
2061,"04",0.0503875968992248,0.0985221674876847
2061,"05",0.581395348837209,0.364532019704433
2061,"06",1.51937984496124,0.118226600985222
2061,"07",2.43410852713178,0.96551724137931
2061,"08",2.47286821705426,2.41379310344828
2061,"09",3.45348837209302,5.91133004926108
2061,"10",3.96124031007752,8.69950738916256
2061,"11",4.20542635658915,9.04433497536946
2061,"12",2.98062015503876,6.50246305418719
2061,"13",3.81782945736434,5.11330049261084
2061,"14",5.85658914728682,7.14285714285714
2061,"15",7.5077519379845,9.83251231527094
2061,"16",7.32558139534884,7.93103448275862
2061,"17",6.86434108527132,5.6256157635468
2061,"18",5.33720930232558,3.80295566502463
2061,"19",3.18992248062015,2.44334975369458
2061,"20",2.13565891472868,1.44827586206897
2061,"21",0.883720930232558,0.827586206896552
2061,"22",0.418604651162791,0.354679802955665
2061,"23",0.104651162790698,0.177339901477833
2071,"00",0.0647058823529412,0.0454545454545455
2071,"01",0.00588235294117647,0
2071,"02",0,0.0151515151515152
2071,"03",0.00588235294117647,0
2071,"04",0.0176470588235294,0
2071,"05",0.0647058823529412,0.0303030303030303
2071,"06",0.182352941176471,0.121212121212121
2071,"07",0.564705882352941,0.363636363636364
2071,"08",0.964705882352941,1.66666666666667
