Year,Ligne,Localité Map,Montee_Weekday_vac,Descente_Weekday_vac
2021,16,Luxembourg,2231.89521,2198.137725
2021,16,Mersch,437.375,443.3706897
2021,16,Niederkorn,74.70700637,104.4426752
2021,16,Noertzange,78.63173653,122.1197605
2021,16,Oberkorn,88.9044586,87.22611465
2021,16,Pétange,232.0688623,286.7275449
2021,16,Pfaffenthal-Kirchberg,415.2327586,633.1939655
2021,16,Rodange,152.7169811,193.0471698
2021,16,Schifflange,352.6407186,345.9101796
2021,16,Troisvierges,214.3491379,178.2586207
2021,16,Walferdange,95.99137931,124.8577586
2021,16,Wilwerwiltz,50.59051724,58.6637931
2021,30,Betzdorf,28.08493151,52.30684932
2021,30,Cents-Hamm,50.7887931,67.88362069
2021,30,Igel,47.98082192,78.25205479
2021,30,Konz,96.28493151,139.8630137
2021,30,Luxembourg,1163.416438,990.4958904
2021,30,Manternach,54.8,52.86027397
2021,30,Mertert,47.27671233,55.21369863
2021,30,Munsbach,97.36712329,109.4246575
2021,30,Oetrange,86.24931507,108.5753425
2021,30,Roodt-sur-Syre,102.6520548,110.0383562
2021,30,Contern,230.509589,384.5890411
2021,30,Trier,354.7835616,254.9013699
2021,30,Trier,132.430137,150.2328767
2021,30,Wasserbillig,401.5452055,390.9534247
2021,30,Wecker,97.30136986,128.5561644
2021,50,Arlon,1267.786301,1016.213699
2021,50,Bertrange,191.6356164,199.5671233
2021,50,Capellen,130.0219178,123.9616438
2021,50,Kleinbettingen,295.6356164,303.8054795
2021,50,Luxembourg,1994.578082,2184.578082
2021,50,Mamer,211.1506849,203.4191781
2021,50,Mamer,169.7260274,160.139726
2021,60,Audun-le-Tiche,349,300.860274
2021,60,Belval,78.56986301,52.88219178
2021,60,Belval,51.78630137,64.93424658
2021,60,Belval,872.6520548,844.3835616
2021,60,Belvaux,41.96438356,52.46027397
2021,60,Berchem,134.1917808,131.5561644
2021,60,Bettembourg,1705.249315,2001.386301
2021,60,Differdange,697.2849315,831.6794521
2021,60,Dudelange,162.2438356,155.4246575
2021,60,Dudelange,254.0849315,217.4849315
2021,60,Dudelange,125.0328767,144.7041096
2021,60,Dudelange,495.939726,405.7479452
2021,60,Esch-sur-Alzette,2232.106849,2361.038356
2021,60,Howald,121.8465753,238.3479452
2021,60,Kayl,4.021917808,5.446575342
2021,60,Lamadelaine,26.85479452,87.52328767
2021,60,Luxembourg,3532.512329,2832.512329
2021,60,Niederkorn,94.35068493,141.5753425
2021,60,Noertzange,125.7123288,148.6520548
2021,60,Oberkorn,100.709589,131.690411
2021,60,Pétange,441.1643836,540.6136986
2021,60,Rodange,95.62465753,146.8
2021,60,Rumelange,9.734246575,12.09863014
2021,60,Schifflange,524.0684932,568.5589041
2021,60,Tétange,2.608219178,5.619178082
2021,60,Volmerange-les-Mines,104.8328767,99.81369863
2021,70,Athus,421.6273973,518.3863014
2021,70,Bascharage,562.8383562,651.8410959
2021,70,Dippach,209.8438356,297.5506849
2021,70,Hollerich,280.3671233,423.8164384
2021,70,Lamadelaine,280.7479452,278.6657534
2021,70,Leudelange,73.33150685,122.9342466
2021,70,Longwy,333.1780822,250.909589
2021,70,Luxembourg,3278.487671,2856.364384
2021,70,Pétange,1070.791781,1177.887671
2021,70,Rodange,1233.950685,1220.224658
2021,70,Schouweiler,57.07671233,67.28493151
2021,90,Bettembourg,1311.6,1443.632877
2021,90,Hettange-Grande,365.6958904,603.8520548
2021,90,Howald,146.7041096,249.739726
2021,90,Luxembourg,4704.038356,4520.427397
2021,90,Thionville,4430.536986,4174.238356
2022,10,Clervaux,309.4849315,348.2356164
2022,10,Colmar-Berg,180.6082192,153.2849315
2022,10,Cruchten,82.5260274,82.3369863
2022,10,Diekirch,872.4164384,584.1589041
2022,10,Dommeldange,354.7643836,452.6657534
2022,10,Drauffelt,53.40789474,54.05263158
2022,10,Ettelbruck,1913.142466,2186.172603
2022,10,Goebelsmühle,4.821917808,9.671232877
2022,10,Gouvy,79.20821918,61.83287671
2022,10,Heisdorf,148.030137,162.1835616
2022,10,Kautenbach,622.9315068,627.4328767
2022,10,Lintgen,301.9178082,297.4328767
2022,10,Lorentzweiler,241.6767123,244.8767123
2022,10,Luxembourg,4082.726027,3448.545205
2022,10,Merkholtz,0.619178082,21.65479452
2022,10,Mersch,1696.424658,1674.484932
2022,10,Michelau,35.01369863,58.51506849
2022,10,Wiltz,0.405479452,14.79178082
2022,10,Pfaffenthal-Kirchberg,1174.679452,1524.923288
2022,10,Schieren,167.2821918,168.9780822
2022,10,Troisvierges,299.5424658,217.1232877
2022,10,Walferdange,304.9863014,328.8547945
2022,10,Wiltz,418.6,391.4520548
2022,10,Wilwerwiltz,53.77302632,77.01644737
2022,16,Belval,90.7369863,117.4246575
2022,16,Belval,43.41369863,52.21643836
2022,16,Belval,979.1013699,1005.753425
2022,16,Belvaux,39.16712329,50.4
2022,16,Berchem,129.1643836,119.9671233
2022,16,Bettembourg,1121.646575,1079.493151
2022,16,Clervaux,249.8884298,247.8181818
2022,16,Differdange,721.3589041,735.9424658
2022,16,Dommeldange,339.0179641,260.4431138
2022,16,Drauffelt,55.61570248,63.40082645
2022,16,Esch-sur-Alzette,1942.227397,1914.054795
2022,16,Ettelbruck,903.5868263,769.8712575
2022,16,Goebelsmühle,61.07185629,78.50898204
2022,16,Howald,186.6273973,220.9945205
2022,16,Kautenbach,390.5958084,295.742515
2022,16,Lamadelaine,147.5081967,106.8442623
2022,16,Luxembourg,3380.016438,3227.408219
2022,16,Mersch,559.7035928,548.5149701
2022,16,Michelau,73.08910891,37.46534653
2022,16,Niederkorn,93.30136986,144.5479452
2022,16,Noertzange,138.1369863,207.6739726
2022,16,Oberkorn,112.1917808,124.6465753
2022,16,Pétange,403.2164384,534.4246575
2022,16,Pfaffenthal-Kirchberg,525.8802395,783.1407186
2022,16,Rodange,216.2991803,263.8893443
2022,16,Schifflange,536.6054795,499.3342466
2022,16,Troisvierges,233.7231405,179.1983471
2022,16,Walferdange,134.3952096,181.8323353
2022,16,Wilwerwiltz,56.83057851,56.30991736
2022,30,Betzdorf,65.68493151,89.49315068
2022,30,Cents-Hamm,77.29041096,95.62191781
2022,30,Igel,234.6465753,229.9287671
2022,30,Konz,120.3205479,153.6931507
2022,30,Luxembourg,1983.271233,2014.827397
2022,30,Manternach,84.55342466,73.87671233
2022,30,Mertert,79.62465753,84.52054795
2022,30,Munsbach,198.4356164,169.4986301
2022,30,Oetrange,161.5726027,194.5616438
2022,30,Roodt-sur-Syre,147.3890411,165.3068493
2022,30,Contern,429.0027397,496.5726027
2022,30,Trier,545.3205479,322.0273973
2022,30,Trier,166.8465753,175.4109589
2022,30,Wasserbillig,574.5753425,561.5424658
2022,30,Wecker,169.9863014,196.830137
2022,50,Arlon,2267.821918,2085.994521
2022,50,Athus,19.2,0
2022,50,Bascharage,7.4,0
2022,50,Bertrange,296.1890411,428.9643836
2022,50,Capellen,153.8821918,168.0328767
2022,50,Dippach,1.6,0
2022,50,Hollerich,0.8,18.4
2022,50,Kleinbettingen,375.0958904,480.8575342
2022,50,Lamadelaine,22.4,8
2022,50,Leudelange,0,0
2022,50,Luxembourg,3420.745205,3254.139726
2022,50,Mamer,255.3890411,277.9671233
2022,50,Mamer,192.460274,261.3643836
2022,50,Pétange,23.8,22.4
2022,50,Rodange,14.8,0
2022,50,Schouweiler,2,0
2022,60,Audun-le-Tiche,425.8109589,422.1890411
2022,60,Belval,70.14794521,72.86849315
2022,60,Belval,45.13150685,58.62739726
2022,60,Belval,1070.134247,1177.372603
2022,60,Belvaux,41.6,58.76986301
2022,60,Berchem,154.8356164,162.7890411
2022,60,Bettembourg,2197.219178,2584.383562
2022,60,Differdange,827.8027397,888.0931507
2022,60,Dudelange,220.9041096,261.2
2022,60,Dudelange,365.4794521,282.3506849
2022,60,Dudelange,150.2849315,143.1945205
2022,60,Dudelange,564.1068493,504.8547945
2022,60,Esch-sur-Alzette,2558.643836,2669.328767
2022,60,Howald,178.4465753,216.9369863
2022,60,Kayl,8.167123288,13.52328767
2022,60,Lamadelaine,30.96164384,97.12328767
2022,60,Luxembourg,4225.934247,3313.580822
2022,60,Niederkorn,95.59452055,130.1506849
2022,60,Noertzange,172.8082192,184.3260274
2022,60,Oberkorn,124.7041096,172.4547945
2022,60,Pétange,568.8082192,872.9369863
2022,60,Rodange,138.969863,246.5041096
2022,60,Rumelange,17.2109589,13.26849315
2022,60,Schifflange,603.2164384,637.9753425
2022,60,Tétange,6.575342466,3.449315068
2022,60,Volmerange-les-Mines,97.89863014,130.9315068
2022,70,Athus,811.7123288,683.7260274
2022,70,Bascharage,752.2575342,717.2493151
2022,70,Dippach,311.3835616,307.7232877
2022,70,Hollerich,305.1835616,587.9972603
2022,70,Lamadelaine,338.430137,403.2164384
2022,70,Leudelange,95.24109589,144.9534247
2022,70,Longwy,507.1917808,381.5068493
2022,70,Luxembourg,3943.915068,4090.619178
2022,70,Pétange,1575.920548,1636.928767
2022,70,Rodange,1476.008219,1359.046575
2022,70,Schouweiler,66.35616438,82.76986301
2022,90,Bettembourg,2047.030137,2294.816438
2022,90,Hettange-Grande,594.8876712,523.0410959
2022,90,Howald,213.2630137,408.0219178
2022,90,Luxembourg,5598.764384,5813.753425
2022,90,Thionville,5305.50411,4835.317808
2023,10,Clervaux,352.6451613,301.8064516
2023,10,Colmar-Berg,190.8387097,196.5483871
2023,10,Cruchten,109.7741935,101.483871
2023,10,Diekirch,921.3548387,809.8387097
2023,10,Dommeldange,377.1935484,452.8064516
2023,10,Ettelbruck,2314.903226,2688.645161
2023,10,Goebelsmühle,4.774193548,6.548387097
2023,10,Gouvy,61.19354839,159.1290323
2023,10,Heisdorf,177.0645161,191.7096774
2023,10,Kautenbach,298.3870968,335.3548387
2023,10,Lintgen,344.3225806,366.9032258
2023,10,Lorentzweiler,314.8064516,311.9032258
2023,10,Luxembourg,4676.290323,3597.451613
2023,10,Merkholtz,0.741935484,32.19354839
2023,10,Mersch,1953.516129,1924.193548
2023,10,Michelau,0,2.225806452
2023,10,Wiltz,0.258064516,22.64516129
2023,10,Pfaffenthal-Kirchberg,1449.645161,2179.967742
2023,10,Schieren,181.6129032,175.3870968
2023,10,Troisvierges,256.5483871,176.9354839
2023,10,Walferdange,334.0967742,333.0645161
2023,10,Wiltz,297.2580645,240.7419355
2023,16,Belval,197.2580645,54.74193548
2023,16,Belval,59.19354839,67
2023,16,Belval,1569.16129,1397.258065
2023,16,Belvaux,45.51612903,63.96774194
2023,16,Berchem,161.3548387,193.6774194
2023,16,Bettembourg,1626.129032,1605.516129
2023,16,Differdange,951.7419355,886.0645161
2023,16,Dommeldange,419.4193548,339.516129
2023,16,Esch-sur-Alzette,2659.870968,2487.322581
2023,16,Ettelbruck,1129.290323,993.0322581
2023,16,Goebelsmühle,107.3225806,93.22580645
2023,16,Howald,243.8064516,381.6774194
2023,16,Kautenbach,745.9354839,491.2258065
2023,16,Lamadelaine,287.9354839,175.4516129
2023,16,Luxembourg,4659.806452,4940.870968
2023,16,Mersch,710.516129,650.6129032
2023,16,Michelau,66.03225806,48.22580645
2023,16,Niederkorn,131.6774194,146
2023,16,Noertzange,161.0967742,190.3870968
2023,16,Oberkorn,133.3870968,156.8064516
2023,16,Pétange,652.0322581,802.2258065
2023,16,Pfaffenthal-Kirchberg,652.5483871,1260.709677
2023,16,Rodange,319.9032258,315.3870968
2023,16,Schifflange,721.483871,598.3225806
2023,16,Walferdange,155.8064516,213.1612903
2023,30,Betzdorf,85.16129032,109.6451613
2023,30,Cents-Hamm,119.6129032,96.51612903
2023,30,Igel,374.4516129,485.2580645
2023,30,Konz,163.8387097,218.5483871
2023,30,Luxembourg,2483.580645,2467.258065
2023,30,Manternach,100.6129032,85.48387097
2023,30,Mertert,96.32258065,82.80645161
2023,30,Munsbach,235.7741935,213.0645161
2023,30,Oetrange,172.0967742,155.7096774
2023,30,Roodt-sur-Syre,175.6451613,189.3548387
2023,30,Contern,567.8709677,605.5806452
2023,30,Trier,662.9354839,322.6451613
2023,30,Trier,221.7419355,312.9677419
2023,30,Wasserbillig,650.7096774,784.1935484
2023,30,Wecker,224.2580645,216.7741935
2023,50,Arlon,2473.193548,2812.129032
2023,50,Bertrange,344.5806452,337.0322581
2023,50,Capellen,168.1935484,188.0967742
2023,50,Kleinbettingen,427.8064516,663.516129
2023,50,Luxembourg,4071.483871,3626.322581
2023,50,Mamer,282.7419355,340.0322581
2023,50,Mamer,170,306.9677419
2023,60,Audun-le-Tiche,498.0645161,475.4516129
2023,60,Belval,129.4516129,95.35483871
2023,60,Belval,56.41935484,56.51612903
2023,60,Belval,1451.322581,1486.387097
2023,60,Belvaux,50.25806452,67.4516129
2023,60,Berchem,170.483871,221.516129
2023,60,Bettembourg,2532.580645,2551.322581
2023,60,Differdange,878.0322581,1092.483871
2023,60,Dudelange,215.1612903,255.3870968
2023,60,Dudelange,362.0967742,345.0322581
2023,60,Dudelange,146.4516129,164.2580645
2023,60,Dudelange,548.8064516,514.9354839
2023,60,Esch-sur-Alzette,2856.290323,2836
2023,60,Howald,232.3225806,250.1935484
2023,60,Kayl,10.70967742,10.93548387
2023,60,Lamadelaine,59.48387097,105.9032258
2023,60,Luxembourg,4806.741935,3845.483871
2023,60,Niederkorn,121.0645161,136.0967742
2023,60,Noertzange,224.2258065,210.3225806
2023,60,Oberkorn,162.8064516,182.3870968
2023,60,Pétange,571.7419355,783.5483871
2023,60,Rodange,169.8064516,412.6129032
2023,60,Rumelange,20.38709677,17.41935484
2023,60,Schifflange,588,707.9032258
2023,60,Tétange,7.451612903,4.806451613
2023,60,Volmerange-les-Mines,119.6129032,157.8387097
2023,70,Athus,870.0967742,734.483871
2023,70,Bascharage,829.8709677,842.2258065
2023,70,Dippach,362.5483871,391.5483871
2023,70,Hollerich,351.9354839,565.9032258
2023,70,Lamadelaine,294.8064516,371.8387097
2023,70,Leudelange,103.8709677,156.2258065
2023,70,Longwy,639.1290323,566.4193548
2023,70,Luxembourg,4824.483871,4688.548387
2023,70,Pétange,1576.83871,1682.612903
2023,70,Rodange,1620.290323,1450.032258
2023,70,Schouweiler,59.19354839,83.22580645
2023,90,Bettembourg,1880.580645,2156.870968
2023,90,Hettange-Grande,817.0967742,623.7741935
2023,90,Howald,352.6774194,534.5483871
2023,90,Luxembourg,8459.032258,8906.903226
2023,90,Thionville,4707.129032,3941.83871
