mY,Ligne new,Loc_map,Montee_Weekday_vac,Descente_Weekday_vac
2018/08,30,Konz,6913,8184
2018/08,30,Luxembourg,48360,40052
2018/08,30,Manternach,558,682
2018/08,30,Mertert,465,713
2018/08,30,Munsbach,1829,1581
2018/08,30,Oetrange,496,1023
2018/08,30,Roodt-sur-Syre,682,1054
2018/08,30,Contern,7006,8928
2018/08,30,Trier,16678,13764
2018/08,30,Trier,6851,9486
2018/08,30,Wasserbillig,15593,13888
2018/08,30,Wecker,2387,3100
2018/08,60,Belval,279,1116
2018/08,60,Belval,682,2108
2018/08,60,Belval,13857,16399
2018/08,60,Belvaux,620,2821
2018/08,60,Berchem,4681,3038
2018/08,60,Bettembourg,21080,14012
2018/08,30,Betzdorf,1798,1457
2018/08,30,Cents-Hamm,775,1085
2018/08,60,Differdange,9982,6479
2018/08,60,Esch-sur-Alzette,30442,23653
2018/08,60,Howald,4464,1736
2018/08,60,Luxembourg,38874,57815
2018/08,30,Manternach,1271,1519
2018/08,30,Mertert,1612,1488
2018/08,30,Munsbach,2604,1953
2018/08,60,Niederkorn,2666,1643
2018/08,60,Noertzange,2046,1550
2018/08,60,Oberkorn,2759,1519
2018/08,30,Oetrange,1798,1860
2018/08,60,Pétange,3503,6169
2018/08,30,Roodt-sur-Syre,2790,2077
2018/08,30,Contern,3100,2914
2018/08,60,Schifflange,9238,5177
2018/08,30,Wasserbillig,3472,5611
2018/08,30,Wecker,3782,3100
2018/08,50,Arlon,55304,46686
2018/08,50,Bertrange,5952,6820
2018/08,50,Capellen,3286,4495
2018/08,50,Kleinbettingen,7564,6975
2018/08,50,Luxembourg,94891,91946
2018/08,50,Mamer,6200,6603
2018/08,50,Mamer,713,837
2018/08,60,Audun-le-Tiche,10075,7533
2018/08,60,Belval,620,2077
2018/08,60,Belval,1302,1705
2018/08,60,Belval,36363,36580
2018/08,60,Belvaux,1240,1116
2018/08,60,Berchem,6572,6572
2018/08,60,Bettembourg,62248,67208
2018/08,60,Differdange,24304,23312
2018/08,60,Dudelange,4154,5425
2018/08,60,Dudelange,7626,8494
2018/08,60,Dudelange,3627,3441
2018/08,60,Dudelange,13640,12617
2018/08,60,Esch-sur-Alzette,91853,78864
2018/08,60,Howald,1426,3937
2018/08,60,Kayl,589,310
2018/08,60,Lamadelaine,1612,7006
2018/08,60,Luxembourg,112499,121551
2018/08,60,Niederkorn,2573,5549
2018/08,60,Noertzange,5549,6479
2018/08,60,Oberkorn,4495,4805
2018/08,60,Pétange,17949,14663
2018/08,60,Rodange,13454,10881
2018/08,60,Rumelange,1581,372
2018/08,60,Schifflange,18414,16089
2018/08,60,Tétange,744,186
2018/08,60,Volmerange-les-Mines,2635,3193
2018/08,70,Athus,19158,17577
2018/08,70,NA,0,31
2018/08,70,Bascharage,15221,19778
2018/08,70,Dippach,6293,9641
2018/08,70,NA,62,682
2018/08,70,Hollerich,6107,11067
2018/08,70,Lamadelaine,5053,5456
2018/08,70,Leudelange,1953,4185
2018/08,70,Longwy,1829,527
2018/08,70,Luxembourg,96286,91543
2018/08,70,Pétange,30101,26040
2018/08,70,Rodange,37138,31062
2018/08,70,Schouweiler,1364,2294
2018/08,70,Virton,310,992
2018/08,70,Bascharage,6913,5704
2018/08,70,Dippach,1581,2170
2018/08,10,Dommeldange,1116,1395
2018/08,70,Hollerich,5146,8587
2018/08,70,Longwy,11842,14911
2018/08,70,Luxembourg,37262,34379
2018/08,10,Mersch,5487,5456
2018/08,70,Pétange,10695,11997
2018/08,10,Pfaffenthal-Kirchberg,9889,8370
2018/08,70,Rodange,15438,12400
2018/08,90,Bettembourg,76849,132897
2018/08,90,Hettange-Grande,21948,28334
2018/08,90,Howald,5301,11067
2018/08,90,Luxembourg,260307,235476
2018/08,90,Thionville,199237,173290
2018/09,10,Clervaux,6222,6596
2018/09,10,Colmar-Berg,4216,4014
2018/09,10,Cruchten,2530,3586
2018/09,10,Diekirch,24526,18212
2018/09,10,Dommeldange,10090,11488
2018/09,10,Drauffelt,2972,1608
2018/09,10,Ettelbruck,50776,59306
2018/09,10,Goebelsmühle,684,314
2018/09,10,Gouvy,2776,1856
2018/09,10,Heisdorf,4664,4796
2018/09,10,Kautenbach,22478,24438
2018/09,10,Lintgen,9256,9214
2018/09,10,Lorentzweiler,6668,6352
2018/09,10,Luxembourg,130018,122766
2018/09,10,Merkholtz,144,192
2018/09,10,Mersch,45632,47932
2018/09,10,Michelau,1636,1632
2018/09,10,Wiltz,16,368
2018/09,10,Pfaffenthal-Kirchberg,32452,34014
2018/09,10,Schieren,3910,5170
2018/09,10,Troisvierges,8498,7654
2018/09,10,Walferdange,9358,8546
2018/09,10,Wiltz,15626,13676
2018/09,10,Wilwerwiltz,2526,2780
2018/09,16,Belval,7462,8554
2018/09,16,Bettembourg,31072,21418
2018/09,16,Clervaux,7782,7316
2018/09,16,Differdange,6762,7812
2018/09,16,Dommeldange,4090,5908
2018/09,16,Drauffelt,3168,2072
2018/09,16,Esch-sur-Alzette,38986,48172
2018/09,16,Ettelbruck,37666,29118
2018/09,16,Goebelsmühle,1870,2234
2018/09,10,Gouvy,0,0
2018/09,16,Howald,2084,2962
2018/09,16,Kautenbach,10270,10160
2018/09,16,Lamadelaine,2450,1694
2018/09,16,Luxembourg,96470,94484
2018/09,16,Mersch,23746,24044
2018/09,16,Michelau,350,210
2018/09,16,Noertzange,2208,3144
2018/09,16,Pétange,3514,2506
2018/09,16,Pfaffenthal-Kirchberg,12084,21644
2018/09,16,Rodange,3346,4732
2018/09,16,Schifflange,10882,8322
2018/09,16,Troisvierges,8264,7616
2018/09,16,Walferdange,4626,4884
2018/09,16,Wilwerwiltz,2442,2376
2018/09,30,Betzdorf,554,692
2018/09,30,Cents-Hamm,104,148
2018/09,30,Igel,1682,2092
2018/09,30,Konz,5516,7080
2018/09,30,Luxembourg,38914,45506
2018/09,30,Manternach,782,756
2018/09,30,Mertert,860,324
2018/09,30,Munsbach,1822,2204
2018/09,30,Oetrange,954,1052
2018/09,30,Roodt-sur-Syre,2252,2434
2018/09,30,Contern,7416,8642
2018/09,30,Trier,19790,10376
2018/09,30,Trier,7432,8368
2018/09,30,Wasserbillig,13566,13574
2018/09,30,Wecker,2568,2290
2018/09,60,Belval,742,1638
2018/09,60,Belval,406,1162
2018/09,60,Belval,8120,6216
2018/09,60,Belvaux,770,658
2018/09,60,Berchem,4230,5376
2018/09,60,Bettembourg,15544,16092
2018/09,30,Betzdorf,1408,2242
2018/09,30,Cents-Hamm,616,1124
2018/09,60,Differdange,6034,3234
2018/09,60,Esch-sur-Alzette,42726,32658
2018/09,60,Howald,1732,2064
2018/09,60,Luxembourg,56950,59072
2018/09,30,Manternach,1010,1642
2018/09,30,Mertert,1420,1488
2018/09,30,Munsbach,2058,2200
2018/09,60,Niederkorn,1512,1582
2018/09,60,Noertzange,2120,1862
2018/09,60,Oberkorn,1330,1022
2018/09,30,Oetrange,1668,1732
2018/09,60,Pétange,2296,5810
2018/09,30,Roodt-sur-Syre,3322,3116
2018/09,30,Contern,2626,3860
2018/09,60,Schifflange,8036,7826
2018/09,30,Wasserbillig,5472,8080
2018/09,30,Wecker,3534,3798
2018/09,50,Arlon,31290,23912
2018/09,50,Bertrange,2898,3472
2018/09,50,Capellen,2604,2212
2018/09,50,Kleinbettingen,5166,6118
2018/09,50,Luxembourg,47880,51646
2018/09,50,Mamer,3794,3780
2018/09,50,Mamer,3010,3150
2018/09,60,Audun-le-Tiche,10470,8450
2018/09,60,Belval,4606,1456
2018/09,60,Belval,910,868
2018/09,60,Belval,19392,14086
2018/09,60,Belvaux,882,658
2018/09,60,Berchem,6684,6726
2018/09,60,Bettembourg,69358,76782
2018/09,60,Differdange,14764,15444
2018/09,60,Dudelange,6660,6450
2018/09,60,Dudelange,10212,7122
2018/09,60,Dudelange,5460,4946
2018/09,60,Dudelange,18164,14186
2018/09,60,Esch-sur-Alzette,120710,112172
2018/09,60,Howald,3146,4688
2018/09,60,Kayl,392,276
2018/09,60,Lamadelaine,1260,3472
2018/09,60,Luxembourg,143478,155950
2018/09,60,Niederkorn,1680,2086
2018/09,60,Noertzange,4928,6402
2018/09,60,Oberkorn,2478,2522
2018/09,60,Pétange,7650,8036
2018/09,60,Rodange,3280,5166
2018/09,60,Rumelange,1176,512
2018/09,60,Schifflange,22826,20904
2018/09,60,Tétange,510,208
2018/09,60,Volmerange-les-Mines,2876,4064
2018/09,70,Athus,20694,20566
2018/09,70,NA,108,130
2018/09,70,Bascharage,17456,21800
2018/09,70,Dippach,6196,10088
2018/09,70,NA,282,620
2018/09,70,Hollerich,6756,14204
2018/09,70,Lamadelaine,7028,6554
2018/09,70,Leudelange,3938,5862
2018/09,70,Longwy,1684,586
2018/09,70,Luxembourg,103220,86900
2018/09,70,Pétange,27152,30830
2018/09,70,Rodange,35916,31456
2018/09,70,Schouweiler,1938,2914
2018/09,70,Virton,722,1182
2018/09,70,Bascharage,8532,5960
2018/09,70,Dippach,7814,6894
2018/09,10,Dommeldange,1696,4244
2018/09,70,Hollerich,4116,8928
2018/09,70,Longwy,13594,16536
2018/09,70,Luxembourg,40066,35862
2018/09,10,Mersch,5728,7366
2018/09,70,Pétange,11240,10696
2018/09,10,Pfaffenthal-Kirchberg,10632,9430
2018/09,70,Rodange,15288,12804
2018/09,90,Bettembourg,43988,36582
2018/09,90,Hettange-Grande,19472,20494
2018/09,90,Howald,5216,9104
2018/09,90,Luxembourg,244046,257920
2018/09,90,Thionville,191878,172888
2018/10,10,Clervaux,7477,8259
2018/10,10,Colmar-Berg,4170,4395
2018/10,10,Cruchten,2867,4031
2018/10,10,Diekirch,25990,21668
2018/10,10,Dommeldange,13195,13117
2018/10,10,Drauffelt,1636,1849
2018/10,10,Ettelbruck,58073,72254
2018/10,10,Goebelsmühle,617,372
2018/10,10,Gouvy,1377,233
2018/10,10,Heisdorf,7143,6734
2018/10,10,Kautenbach,25789,30179
2018/10,10,Lintgen,10416,9194
2018/10,10,Lorentzweiler,8955,8127
2018/10,10,Luxembourg,155075,140376
2018/10,10,Merkholtz,45,0
2018/10,10,Mersch,54779,57769
2018/10,10,Michelau,2017,1802
2018/10,10,Wiltz,5,0
2018/10,10,Pfaffenthal-Kirchberg,37830,39061
2018/10,10,Schieren,4660,5749
2018/10,10,Troisvierges,9106,7307
2018/10,10,Walferdange,11342,10202
2018/10,10,Wiltz,20030,15756
2018/10,10,Wilwerwiltz,1987,3436
2018/10,16,Belval,16092,20103
2018/10,16,Bettembourg,19727,20326
2018/10,16,Clervaux,7541,7377
2018/10,16,Differdange,13519,19123
2018/10,16,Dommeldange,3909,5579
2018/10,16,Drauffelt,3111,2394
2018/10,16,Esch-sur-Alzette,28942,36408
2018/10,16,Ettelbruck,33512,24230
2018/10,16,Goebelsmühle,1209,2267
2018/10,10,Gouvy,0,0
2018/10,16,Howald,2005,2789
2018/10,16,Kautenbach,8428,9774
2018/10,16,Lamadelaine,5996,2526
2018/10,16,Luxembourg,107657,81679
2018/10,16,Mersch,19239,21386
2018/10,16,Michelau,669,312
2018/10,16,Noertzange,2581,2965
2018/10,16,Pétange,6501,6299
2018/10,16,Pfaffenthal-Kirchberg,14041,25302
2018/10,16,Rodange,6819,8989
2018/10,16,Schifflange,9469,10184
2018/10,16,Troisvierges,7982,7300
2018/10,16,Walferdange,3932,5786
2018/10,16,Wilwerwiltz,2384,2358
2018/10,30,Betzdorf,487,937
2018/10,30,Cents-Hamm,134,171
2018/10,30,Igel,2023,2695
2018/10,30,Konz,6137,7439
2018/10,30,Luxembourg,45411,45715
2018/10,30,Manternach,885,761
2018/10,30,Mertert,986,1847
2018/10,30,Munsbach,2159,2351
2018/10,30,Oetrange,1244,1236
2018/10,30,Roodt-sur-Syre,1644,1574
2018/10,30,Contern,7766,9063
2018/10,30,Trier,21892,10656
2018/10,30,Trier,7067,8817
2018/10,30,Wasserbillig,16076,15266
2018/10,30,Wecker,2899,2666
2018/10,60,Belval,1397,3144
2018/10,60,Belval,1254,2680
2018/10,60,Belval,19811,13851
2018/10,60,Belvaux,1166,1781
2018/10,60,Berchem,4811,5326
2018/10,60,Bettembourg,17648,14896
2018/10,30,Betzdorf,1954,2367
2018/10,30,Cents-Hamm,1477,1475
2018/10,60,Differdange,12114,7051
2018/10,60,Esch-sur-Alzette,32236,26669
2018/10,60,Howald,2982,3374
2018/10,60,Luxembourg,50158,57061
2018/10,30,Manternach,1271,1935
2018/10,30,Mertert,1378,1930
2018/10,30,Munsbach,2084,2395
2018/10,60,Niederkorn,3680,2995
2018/10,60,Noertzange,2774,2278
2018/10,60,Oberkorn,3409,2351
2018/10,30,Oetrange,1902,2328
2018/10,60,Pétange,5219,12071
2018/10,30,Roodt-sur-Syre,3024,2883
2018/10,30,Contern,3698,2342
2018/10,60,Schifflange,9472,7803
2018/10,30,Wasserbillig,3706,6547
2018/10,30,Wecker,2924,4036
2018/10,50,Arlon,88035,72381
2018/10,50,Bertrange,6810,7730
2018/10,50,Capellen,5418,4625
2018/10,50,Kleinbettingen,10086,11733
2018/10,50,Luxembourg,120562,138395
2018/10,50,Mamer,7760,7617
2018/10,50,Mamer,8539,5725
2018/10,60,Audun-le-Tiche,11936,9247
2018/10,60,Belval,8810,4833
2018/10,60,Belval,2368,2095
2018/10,60,Belval,42421,34760
2018/10,60,Belvaux,1656,1428
2018/10,60,Berchem,7092,6780
2018/10,60,Bettembourg,68412,75858
2018/10,60,Differdange,32598,31372
2018/10,60,Dudelange,7546,6840
2018/10,60,Dudelange,10759,8242
2018/10,60,Dudelange,6089,5346
2018/10,60,Dudelange,20571,13737
2018/10,60,Esch-sur-Alzette,100445,87875
2018/10,60,Howald,2471,6420
2018/10,60,Kayl,170,445
2018/10,60,Lamadelaine,2366,7318
2018/10,60,Luxembourg,138520,160198
2018/10,60,Niederkorn,3639,4665
2018/10,60,Noertzange,6529,5299
2018/10,60,Oberkorn,5483,5715
2018/10,60,Pétange,14881,17601
2018/10,60,Rodange,8826,10153
2018/10,60,Rumelange,562,710
2018/10,60,Schifflange,25202,20374
2018/10,60,Tétange,92,264
2018/10,60,Volmerange-les-Mines,2787,4656
2018/10,70,Athus,24482,23173
2018/10,70,NA,103,213
2018/10,70,Bascharage,19316,24974
2018/10,70,Dippach,6589,11621
2018/10,70,NA,248,740
2018/10,70,Hollerich,7454,17901
2018/10,70,Lamadelaine,8429,8381
2018/10,70,Leudelange,3749,5597
2018/10,70,Longwy,1878,430
2018/10,70,Luxembourg,114933,99326
2018/10,70,Pétange,31777,35093
2018/10,70,Rodange,41160,32099
2018/10,70,Schouweiler,2252,3370
2018/10,70,Virton,775,1345
2018/10,70,Bascharage,8817,7605
2018/10,70,Dippach,8677,6980
2018/10,10,Dommeldange,2228,6983
2018/10,70,Hollerich,4494,9449
2018/10,70,Longwy,13096,18452
2018/10,70,Luxembourg,45590,36803
2018/10,10,Mersch,9244,8638
2018/10,70,Pétange,11192,11890
2018/10,10,Pfaffenthal-Kirchberg,11881,11066
2018/10,70,Rodange,15225,12578
2018/10,90,Bettembourg,47702,43690
2018/10,90,Hettange-Grande,21889,23060
2018/10,90,Howald,6025,12054
2018/10,90,Luxembourg,256617,285959
2018/10,90,Thionville,204327,181479
2018/11,10,Clervaux,7656,8552
2018/11,10,Colmar-Berg,4662,4270
2018/11,10,Cruchten,2798,3568
2018/11,10,Diekirch,23418,19248
2018/11,10,Dommeldange,14092,14170
2018/11,10,Drauffelt,1470,1916
2018/11,10,Ettelbruck,60618,69212
2018/11,10,Goebelsmühle,582,360
2018/11,10,Gouvy,1606,228
2018/11,10,Heisdorf,6848,6864
2018/11,10,Kautenbach,25254,28012
2018/11,10,Lintgen,9794,9352
2018/11,10,Lorentzweiler,8360,9710
2018/11,10,Luxembourg,147642,132846
2018/11,10,Merkholtz,36,0
2018/11,10,Mersch,52346,55206
2018/11,10,Michelau,1936,1868
2018/11,10,Wiltz,4,0
2018/11,10,Pfaffenthal-Kirchberg,39572,43292
2018/11,10,Schieren,5002,5582
2018/11,10,Troisvierges,8954,9132
2018/11,10,Walferdange,10826,10564
2018/11,10,Wiltz,20132,15262
2018/11,10,Wilwerwiltz,1886,3352
2018/11,16,Belval,23076,25250
2018/11,16,Bettembourg,19744,17384
2018/11,16,Clervaux,6428,6484
2018/11,16,Differdange,13618,17576
2018/11,16,Dommeldange,4084,9320
2018/11,16,Drauffelt,2000,2092
2018/11,16,Esch-sur-Alzette,32810,33692
2018/11,16,Ettelbruck,34828,22062
2018/11,16,Goebelsmühle,1144,1642
2018/11,10,Gouvy,0,0
2018/11,16,Howald,1968,2434
2018/11,16,Kautenbach,7408,10440
2018/11,16,Lamadelaine,10418,7148
2018/11,16,Luxembourg,105662,90688
2018/11,16,Mersch,16920,17166
2018/11,16,Michelau,504,286
2018/11,16,Noertzange,2278,2970
2018/11,16,Pétange,6948,6594
2018/11,16,Pfaffenthal-Kirchberg,17582,23866
2018/11,16,Rodange,5554,7914
2018/11,16,Schifflange,9468,10456
2018/11,16,Troisvierges,7722,8362
2018/11,16,Walferdange,3520,8716
2018/11,16,Wilwerwiltz,2240,3514
2018/11,30,Betzdorf,452,890
2018/11,30,Cents-Hamm,128,168
2018/11,30,Igel,1920,3066
2018/11,30,Konz,6194,7090
2018/11,30,Luxembourg,46942,48662
2018/11,30,Manternach,838,822
2018/11,30,Mertert,1002,1852
2018/11,30,Munsbach,2138,2406
2018/11,30,Oetrange,1172,1228
2018/11,30,Roodt-sur-Syre,1596,1566
2018/11,30,Contern,7440,8800
2018/11,30,Trier,21762,11104
2018/11,30,Trier,7614,9066
2018/11,30,Wasserbillig,17000,13986
2018/11,30,Wecker,2886,2606
2018/11,60,Belval,1388,3524
2018/11,60,Belval,1570,2456
2018/11,60,Belval,20872,13998
2018/11,60,Belvaux,1120,1664
2018/11,60,Berchem,4634,4474
2018/11,60,Bettembourg,14342,17252
2018/11,30,Betzdorf,1922,1904
2018/11,30,Cents-Hamm,1894,1440
2018/11,60,Differdange,10362,9000
2018/11,60,Esch-sur-Alzette,29642,26166
2018/11,60,Howald,2474,3682
2018/11,60,Luxembourg,49944,51166
2018/11,30,Manternach,1308,1600
2018/11,30,Mertert,1144,1752
2018/11,30,Munsbach,1870,2514
2018/11,60,Niederkorn,3308,1486
2018/11,60,Noertzange,2552,2150
2018/11,60,Oberkorn,3502,2432
2018/11,30,Oetrange,1584,2502
2018/11,60,Pétange,4586,8440
2018/11,30,Roodt-sur-Syre,3064,2816
2018/11,30,Contern,3520,2482
2018/11,60,Schifflange,8368,8650
2018/11,30,Wasserbillig,3958,4884
2018/11,30,Wecker,2464,2974
2018/11,50,Arlon,84228,72694
2018/11,50,Bertrange,6982,8550
2018/11,50,Capellen,5182,4896
2018/11,50,Kleinbettingen,10726,11716
2018/11,50,Luxembourg,105206,120832
2018/11,50,Mamer,7846,7430
2018/11,50,Mamer,6358,5932
2018/11,60,Audun-le-Tiche,11946,9280
2018/11,60,Belval,8426,4662
2018/11,60,Belval,2196,1936
2018/11,60,Belval,46162,37896
2018/11,60,Belvaux,1460,1444
2018/11,60,Berchem,6984,6958
2018/11,60,Bettembourg,64698,72402
2018/11,60,Differdange,31866,30594
2018/11,60,Dudelange,7524,6356
2018/11,60,Dudelange,10058,7956
2018/11,60,Dudelange,5776,5192
2018/11,60,Dudelange,19582,13028
2018/11,60,Esch-sur-Alzette,94292,87382
2018/11,60,Howald,2736,6306
2018/11,60,Kayl,266,408
2018/11,60,Lamadelaine,1638,8704
2018/11,60,Luxembourg,144668,155396
2018/11,60,Niederkorn,3582,4434
2018/11,60,Noertzange,6492,5898
2018/11,60,Oberkorn,5208,5300
2018/11,60,Pétange,14770,18636
2018/11,60,Rodange,8262,10660
2018/11,60,Rumelange,694,750
2018/11,60,Schifflange,24332,20402
2018/11,60,Tétange,58,232
2018/11,60,Volmerange-les-Mines,3020,4484
2018/11,70,Athus,27422,22480
2018/11,70,NA,98,212
2018/11,70,Bascharage,18734,25876
2018/11,70,Dippach,7814,11200
2018/11,70,NA,240,722
2018/11,70,Hollerich,7518,15678
2018/11,70,Lamadelaine,8662,8894
2018/11,70,Leudelange,3670,6074
2018/11,70,Longwy,2688,682
2018/11,70,Luxembourg,111202,97302
2018/11,70,Pétange,31048,36358
2018/11,70,Rodange,41144,33682
2018/11,70,Schouweiler,1968,3606
2018/11,70,Virton,750,1310
2018/11,70,Bascharage,9274,7098
2018/11,70,Dippach,7914,6702
2018/11,10,Dommeldange,1954,6434
2018/11,70,Hollerich,4630,9244
2018/11,70,Longwy,13290,17840
2018/11,70,Luxembourg,45650,37934
2018/11,10,Mersch,9158,7732
2018/11,70,Pétange,11486,9278
2018/11,10,Pfaffenthal-Kirchberg,12266,14890
2018/11,70,Rodange,16392,14862
2018/11,90,Bettembourg,47194,47978
2018/11,90,Hettange-Grande,22654,27054
2018/11,90,Howald,6250,13330
2018/11,90,Luxembourg,261620,267476
2018/11,90,Thionville,125408,132100
2018/12,60,Belval,62,2753
2018/12,60,Bettembourg,943,311
2018/12,10,Clervaux,7857,9633
2018/12,10,Colmar-Berg,4491,4136
2018/12,10,Cruchten,2874,2545
2018/12,10,Diekirch,24446,20736
2018/12,60,Differdange,52,426
2018/12,10,Dommeldange,12817,12058
2018/12,10,Drauffelt,1320,1789
2018/12,60,Esch-sur-Alzette,474,1490
2018/12,10,Ettelbruck,62658,67815
2018/12,10,Goebelsmühle,321,300
2018/12,10,Gouvy,1748,218
2018/12,10,Heisdorf,6222,6128
2018/12,60,Howald,51,274
2018/12,10,Kautenbach,24251,27092
2018/12,60,Lamadelaine,0,126
2018/12,10,Lintgen,9896,8794
2018/12,10,Lorentzweiler,7766,9404
2018/12,10,Luxembourg,149902,132395
2018/12,10,Merkholtz,0,445
2018/12,10,Mersch,50644,54463
2018/12,10,Michelau,1487,1870
2018/12,60,Noertzange,10,31
2018/12,60,Pétange,0,20
2018/12,10,Wiltz,10,250
2018/12,10,Pfaffenthal-Kirchberg,40411,42927
2018/12,60,Rodange,0,0
2018/12,10,Schieren,4833,5184
2018/12,60,Schifflange,292,41
2018/12,10,Troisvierges,8693,10216
2018/12,10,Walferdange,10411,10590
2018/12,10,Wiltz,18848,15226
2018/12,10,Wilwerwiltz,1912,3224
2018/12,16,Belval,21875,27191
2018/12,16,Bettembourg,20772,17762
2018/12,16,Clervaux,6875,6764
2018/12,16,Differdange,13023,18574
2018/12,16,Dommeldange,4404,9408
2018/12,16,Drauffelt,2280,2000
2018/12,16,Esch-sur-Alzette,33917,34188
2018/12,16,Ettelbruck,35391,22418
2018/12,16,Goebelsmühle,1278,1855
2018/12,10,Gouvy,0,0
2018/12,16,Howald,2055,2797
2018/12,16,Kautenbach,8907,10939
2018/12,16,Lamadelaine,9943,7804
2018/12,16,Luxembourg,103613,86607
2018/12,16,Mersch,17965,17493
2018/12,16,Michelau,518,0
2018/12,16,Noertzange,2391,3066
2018/12,16,Pétange,7665,7170
2018/12,16,Pfaffenthal-Kirchberg,17866,24342
2018/12,16,Rodange,5056,8252
2018/12,16,Schifflange,8865,11128
2018/12,16,Troisvierges,8771,8446
2018/12,16,Walferdange,3586,7499
2018/12,16,Wilwerwiltz,2429,3742
2018/12,30,Betzdorf,662,933
2018/12,30,Cents-Hamm,124,176
2018/12,30,Igel,2218,3370
2018/12,30,Konz,6347,7800
2018/12,30,Luxembourg,50068,49114
2018/12,30,Manternach,810,1023
2018/12,30,Mertert,1007,1591
2018/12,30,Munsbach,2174,2205
2018/12,30,Oetrange,1072,1141
2018/12,30,Roodt-sur-Syre,1509,1673
2018/12,30,Contern,8214,10440
2018/12,30,Trier,21811,13720
2018/12,30,Trier,8127,10396
2018/12,30,Wasserbillig,17764,14683
2018/12,30,Wecker,3015,2904
2018/12,60,Belval,1224,3123
2018/12,60,Belval,1416,2432
2018/12,60,Belval,20227,15372
2018/12,60,Belvaux,1040,1221
2018/12,60,Berchem,4602,4776
2018/12,60,Bettembourg,16295,17049
2018/12,30,Betzdorf,1676,1795
2018/12,30,Cents-Hamm,1596,1226
2018/12,60,Differdange,10754,9249
2018/12,60,Esch-sur-Alzette,30689,27009
2018/12,60,Howald,2871,3373
2018/12,60,Luxembourg,50989,52877
2018/12,30,Manternach,1262,1584
2018/12,30,Mertert,1185,1700
2018/12,30,Munsbach,1977,2477
2018/12,60,Niederkorn,3284,1639
2018/12,60,Noertzange,2529,2150
2018/12,60,Oberkorn,3410,2460
2018/12,30,Oetrange,1549,2366
2018/12,60,Pétange,4469,8460
2018/12,30,Roodt-sur-Syre,3053,2583
2018/12,30,Contern,3096,2651
2018/12,60,Schifflange,8768,8341
2018/12,30,Wasserbillig,3392,5180
2018/12,30,Wecker,2756,3016
2018/12,50,Arlon,79614,68775
2018/12,50,NA,63,0
2018/12,50,Bertrange,7002,8260
2018/12,50,Capellen,4734,5038
2018/12,50,NA,188,0
2018/12,50,Kleinbettingen,10349,11209
2018/12,50,Luxembourg,106013,114719
2018/12,50,Mamer,7705,7834
2018/12,50,Mamer,5112,5235
2018/12,70,Rodange,0,876
2018/12,70,Virton,625,0
2018/12,60,Audun-le-Tiche,12680,9329
2018/12,60,Belval,7003,4851
2018/12,60,Belval,1971,1696
2018/12,60,Belval,48373,38116
2018/12,60,Belvaux,1389,1448
2018/12,60,Berchem,7113,7031
2018/12,60,Bettembourg,62288,68312
2018/12,60,Differdange,31253,28181
2018/12,60,Dudelange,6982,5752
2018/12,60,Dudelange,10189,7184
2018/12,60,Dudelange,4823,4068
2018/12,60,Dudelange,17596,12715
2018/12,60,Esch-sur-Alzette,94794,85196
2018/12,60,Howald,2516,6613
2018/12,60,Kayl,208,413
2018/12,60,Lamadelaine,1345,8348
2018/12,60,Luxembourg,136253,151446
2018/12,60,Niederkorn,3748,4614
2018/12,60,Noertzange,6800,5437
2018/12,60,Oberkorn,5401,5420
2018/12,60,Pétange,15531,19665
2018/12,60,Rodange,9353,12379
2018/12,60,Rumelange,633,857
2018/12,60,Schifflange,23491,20772
2018/12,60,Tétange,41,228
2018/12,60,Volmerange-les-Mines,3120,4823
2018/12,70,Athus,25951,21716
2018/12,70,NA,0,1728
2018/12,70,Bascharage,18545,27302
2018/12,70,Dippach,7868,10525
2018/12,70,Hollerich,8116,15565
2018/12,70,Lamadelaine,8333,8464
2018/12,70,Leudelange,3588,6092
2018/12,70,Longwy,3120,611
2018/12,70,Luxembourg,108833,95909
2018/12,70,Pétange,30944,34327
2018/12,70,Rodange,41132,32014
2018/12,70,Schouweiler,1977,4154
2018/12,70,Bascharage,9181,7090
2018/12,70,Dippach,6516,5383
2018/12,10,Dommeldange,1767,3243
2018/12,70,Hollerich,4978,8713
2018/12,70,Longwy,13333,17578
2018/12,70,Luxembourg,45452,41876
2018/12,10,Mersch,8805,7535
2018/12,70,Pétange,12270,10275
2018/12,10,Pfaffenthal-Kirchberg,11947,13998
2018/12,70,Rodange,16173,14731
2018/12,90,Bettembourg,43653,44306
2018/12,90,Hettange-Grande,19829,21602
2018/12,90,Howald,4998,12651
2018/12,90,Luxembourg,228142,245446
2018/12,90,Thionville,89372,82058
2019/01,60,Belval,62,2681
2019/01,60,Bettembourg,975,323
2019/01,10,Clervaux,8017,9873
2019/01,10,Colmar-Berg,4629,4399
2019/01,10,Cruchten,2915,2524
2019/01,10,Diekirch,23883,23918
2019/01,60,Differdange,56,454
2019/01,10,Dommeldange,14462,11977
2019/01,10,Drauffelt,2075,1811
2019/01,60,Esch-sur-Alzette,458,1514
2019/01,10,Ettelbruck,62408,68675
2019/01,10,Goebelsmühle,354,329
2019/01,10,Gouvy,1994,230
2019/01,10,Heisdorf,6834,6570
2019/01,60,Howald,43,214
2019/01,10,Kautenbach,24477,27784
2019/01,60,Lamadelaine,0,150
2019/01,10,Lintgen,9291,8033
