mY,Ligne new,Loc_map,Montee_Weekday_vac,Descente_Weekday_vac
2021/09,10,Lintgen,7196,6684
2021/09,10,Lorentzweiler,5728,6626
2021/09,10,Luxembourg,77300,63318
2021/09,10,Merkholtz,0,0
2021/09,10,Mersch,39348,37976
2021/09,10,Michelau,1310,1830
2021/09,10,Wiltz,0,1596
2021/09,10,Pfaffenthal-Kirchberg,28338,42746
2021/09,10,Schieren,4378,4114
2021/09,10,Troisvierges,6562,7724
2021/09,10,Walferdange,6500,7784
2021/09,10,Wiltz,10526,10104
2021/09,10,Wilwerwiltz,1420,1662
2021/09,16,Belval,1752,1270
2021/09,16,Belval,1192,1362
2021/09,16,Belval,10944,9986
2021/09,16,Belvaux,2188,1048
2021/09,16,Berchem,3838,3136
2021/09,16,Bettembourg,16534,14966
2021/09,16,Differdange,8338,8852
2021/09,16,Esch-sur-Alzette,26304,20504
2021/09,16,Howald,1516,2062
2021/09,16,Luxembourg,39172,44230
2021/09,16,Niederkorn,2210,2046
2021/09,16,Noertzange,1398,1960
2021/09,16,Oberkorn,2224,3074
2021/09,16,Pétange,2124,6372
2021/09,16,Schifflange,7348,6424
2021/09,30,Betzdorf,356,346
2021/09,30,Igel,1196,2436
2021/09,30,Konz,2770,3848
2021/09,30,Luxembourg,17322,12938
2021/09,30,Manternach,1158,910
2021/09,30,Mertert,792,900
2021/09,30,Munsbach,1960,1774
2021/09,30,Oetrange,1982,2598
2021/09,30,Roodt-sur-Syre,2150,1986
2021/09,30,Contern,2144,13480
2021/09,30,Trier,9014,6740
2021/09,30,Trier,3748,4458
2021/09,30,Wasserbillig,12428,9920
2021/09,30,Wecker,1452,2614
2021/09,50,Arlon,35742,29676
2021/09,50,Bertrange,5390,5872
2021/09,50,Capellen,3538,3516
2021/09,50,Kleinbettingen,9316,8890
2021/09,50,Luxembourg,59824,63010
2021/09,50,Mamer,6508,5704
2021/09,50,Mamer,4276,3984
2021/09,60,Audun-le-Tiche,9768,9912
2021/09,60,Belval,1598,1444
2021/09,60,Belval,1498,1790
2021/09,60,Belval,21090,21302
2021/09,60,Belvaux,1718,1768
2021/09,60,Berchem,4548,3652
2021/09,60,Bettembourg,50970,78676
2021/09,60,Differdange,16814,20270
2021/09,60,Dudelange,4206,4230
2021/09,60,Dudelange,7554,5952
2021/09,60,Dudelange,3582,3116
2021/09,60,Dudelange,13936,10442
2021/09,60,Esch-sur-Alzette,59990,70850
2021/09,60,Howald,3678,5668
2021/09,60,Kayl,156,182
2021/09,60,Lamadelaine,42,14
2021/09,60,Luxembourg,100474,83862
2021/09,60,Niederkorn,2856,3212
2021/09,60,Noertzange,3436,5016
2021/09,60,Oberkorn,2938,4058
2021/09,60,Pétange,10810,15800
2021/09,60,Rodange,112,0
2021/09,60,Rumelange,284,400
2021/09,60,Schifflange,15096,16272
2021/09,60,Tétange,74,76
2021/09,60,Volmerange-les-Mines,2456,2318
2021/09,70,Athus,10518,11196
2021/09,70,Bascharage,16128,18500
2021/09,70,Dippach,5554,7512
2021/09,70,Hollerich,8034,11906
2021/09,70,Lamadelaine,8250,6474
2021/09,70,Leudelange,2122,3486
2021/09,70,Longwy,9148,6438
2021/09,70,Luxembourg,93124,83854
2021/09,70,Pétange,30274,32694
2021/09,70,Rodange,36674,37420
2021/09,70,Schouweiler,1762,2108
2021/09,90,Bettembourg,38338,32180
2021/09,90,Hettange-Grande,12956,16182
2021/09,90,Howald,3760,6436
2021/09,90,Luxembourg,159668,135864
2021/09,90,Thionville,122680,148510
2021/10,10,Clervaux,12562,13733
2021/10,10,Colmar-Berg,6217,4124
2021/10,10,Cruchten,2524,2778
2021/10,10,Diekirch,26994,19277
2021/10,10,Dommeldange,11935,12001
2021/10,10,Drauffelt,2340,2030
2021/10,10,Ettelbruck,67301,78236
2021/10,10,Goebelsmühle,1592,904
2021/10,10,Gouvy,143,509
2021/10,10,Heisdorf,4650,5601
2021/10,10,Kautenbach,27760,28196
2021/10,10,Lintgen,10604,8526
2021/10,10,Lorentzweiler,7824,8035
2021/10,10,Luxembourg,138484,114535
2021/10,10,Merkholtz,0,0
2021/10,10,Mersch,52712,62204
2021/10,10,Michelau,1219,2041
2021/10,10,Wiltz,0,114
2021/10,10,Pfaffenthal-Kirchberg,38617,46921
2021/10,10,Schieren,6881,5099
2021/10,10,Troisvierges,11083,15146
2021/10,10,Walferdange,8026,9078
2021/10,10,Wiltz,11855,13564
2021/10,10,Wilwerwiltz,2900,2869
2021/10,30,Betzdorf,344,311
2021/10,30,Igel,1422,2260
2021/10,30,Konz,2465,3896
2021/10,30,Luxembourg,16343,12575
2021/10,30,Manternach,1207,783
2021/10,30,Mertert,718,930
2021/10,30,Munsbach,1920,1647
2021/10,30,Oetrange,1579,1547
2021/10,30,Roodt-sur-Syre,2109,2013
2021/10,30,Contern,2262,11094
2021/10,30,Trier,9367,7264
2021/10,30,Trier,3442,4977
2021/10,30,Wasserbillig,11862,10364
2021/10,30,Wecker,1152,2725
2021/10,50,Arlon,43369,37140
2021/10,50,Bertrange,6761,6714
2021/10,50,Capellen,4161,4036
2021/10,50,Kleinbettingen,9694,10185
2021/10,50,Luxembourg,74144,84733
2021/10,50,Mamer,7754,7572
2021/10,50,Mamer,6432,6334
2021/10,60,Audun-le-Tiche,11526,11548
2021/10,60,Belval,2447,2264
2021/10,60,Belval,2011,2299
2021/10,60,Belval,30758,32917
2021/10,60,Belvaux,2518,2114
2021/10,60,Berchem,5276,4348
2021/10,60,Bettembourg,66967,74550
2021/10,60,Differdange,23566,28047
2021/10,60,Dudelange,6841,5781
2021/10,60,Dudelange,10789,7752
2021/10,60,Dudelange,4199,3900
2021/10,60,Dudelange,20580,17503
2021/10,60,Esch-sur-Alzette,79984,102781
2021/10,60,Howald,4143,7456
2021/10,60,Kayl,122,335
2021/10,60,Lamadelaine,0,0
2021/10,60,Luxembourg,147641,109661
2021/10,60,Niederkorn,3045,9412
2021/10,60,Noertzange,5287,5094
2021/10,60,Oberkorn,3502,4817
2021/10,60,Pétange,16674,13928
2021/10,60,Rodange,0,0
2021/10,60,Rumelange,400,548
2021/10,60,Schifflange,19252,24578
2021/10,60,Tétange,153,152
2021/10,60,Volmerange-les-Mines,2670,4737
2021/10,70,Athus,10665,13248
2021/10,70,Bascharage,18378,20344
2021/10,70,Dippach,6131,8306
2021/10,70,Hollerich,9225,11237
2021/10,70,Lamadelaine,11601,13597
2021/10,70,Leudelange,2781,4095
2021/10,70,Longwy,10322,9003
2021/10,70,Luxembourg,108728,93263
2021/10,70,Pétange,40401,39819
2021/10,70,Rodange,38025,42944
2021/10,70,Schouweiler,1517,1888
2021/10,90,Bettembourg,46095,38932
2021/10,90,Hettange-Grande,17080,34443
2021/10,90,Howald,6218,10556
2021/10,90,Luxembourg,175498,177240
2021/10,90,Thionville,161232,146841
2021/11,10,Clervaux,13741,18463
2021/11,10,Colmar-Berg,4784,2944
2021/11,10,Cruchten,1771,3910
2021/11,10,Diekirch,22218,15640
2021/11,10,Dommeldange,11868,14582
2021/11,10,Drauffelt,2041,2958
2021/11,10,Ettelbruck,67861,75892
2021/11,10,Goebelsmühle,1241,1558
2021/11,10,Gouvy,148,381
2021/11,10,Heisdorf,3519,4715
2021/11,10,Kautenbach,26292,33089
2021/11,10,Lintgen,8625,6670
2021/11,10,Lorentzweiler,6026,6693
2021/11,10,Luxembourg,126546,94668
2021/11,10,Merkholtz,0,23
2021/11,10,Mersch,44252,55430
2021/11,10,Michelau,1177,2217
2021/11,10,Wiltz,0,0
2021/11,10,Pfaffenthal-Kirchberg,36501,37283
2021/11,10,Schieren,5175,3795
2021/11,10,Troisvierges,12223,15214
2021/11,10,Walferdange,8234,9844
2021/11,10,Wiltz,12341,12778
2021/11,10,Wilwerwiltz,3206,4606
2021/11,16,Belval,4416,3197
2021/11,16,Belval,1104,1081
2021/11,16,Belval,14122,8349
2021/11,16,Belvaux,828,897
2021/11,16,Berchem,3477,2197
2021/11,16,Bettembourg,12615,13975
2021/11,16,Differdange,8211,10143
2021/11,16,Esch-sur-Alzette,26289,13501
2021/11,16,Howald,1320,2131
2021/11,16,Luxembourg,20765,44054
2021/11,16,Niederkorn,1840,4761
2021/11,16,Noertzange,3128,1702
2021/11,16,Oberkorn,3588,2415
2021/11,16,Pétange,0,0
2021/11,16,Schifflange,9568,4140
2021/11,30,Betzdorf,965,1401
2021/11,30,Igel,1243,1484
2021/11,30,Konz,1140,1624
2021/11,30,Luxembourg,23708,21368
2021/11,30,Manternach,1840,1183
2021/11,30,Mertert,1084,1019
2021/11,30,Munsbach,2321,2539
2021/11,30,Oetrange,1985,2565
2021/11,30,Roodt-sur-Syre,2864,2894
2021/11,30,Contern,2595,5814
2021/11,30,Trier,5977,3982
2021/11,30,Trier,2366,2147
2021/11,30,Wasserbillig,10884,7885
2021/11,30,Wecker,2643,3524
2021/11,50,Arlon,52801,46187
2021/11,50,Bertrange,6930,7060
2021/11,50,Capellen,4609,3819
2021/11,50,Kleinbettingen,10159,11194
2021/11,50,Luxembourg,92902,100380
2021/11,50,Mamer,7527,7210
2021/11,50,Mamer,5755,6679
2021/11,60,Audun-le-Tiche,10812,10385
2021/11,60,Belval,3174,2507
2021/11,60,Belval,1403,2369
2021/11,60,Belval,30820,30843
2021/11,60,Belvaux,805,1357
2021/11,60,Berchem,4796,4104
2021/11,60,Bettembourg,61704,80149
2021/11,60,Differdange,22471,26036
2021/11,60,Dudelange,5838,5509
2021/11,60,Dudelange,9457,7186
2021/11,60,Dudelange,3751,3625
2021/11,60,Dudelange,18528,15705
2021/11,60,Esch-sur-Alzette,69518,76730
2021/11,60,Howald,5257,6779
2021/11,60,Kayl,92,276
2021/11,60,Lamadelaine,0,0
2021/11,60,Luxembourg,138520,105486
2021/11,60,Niederkorn,2622,5106
2021/11,60,Noertzange,4301,3956
2021/11,60,Oberkorn,3289,4485
2021/11,60,Pétange,14352,17894
2021/11,60,Rodange,0,0
2021/11,60,Rumelange,437,391
2021/11,60,Schifflange,15203,19320
2021/11,60,Tétange,115,138
2021/11,60,Volmerange-les-Mines,2421,4017
2021/11,70,Athus,17499,24988
2021/11,70,Bascharage,21545,23430
2021/11,70,Dippach,8233,8437
2021/11,70,Hollerich,8607,13508
2021/11,70,Lamadelaine,13719,14207
2021/11,70,Leudelange,1751,3242
2021/11,70,Longwy,12920,8252
2021/11,70,Luxembourg,116514,110897
2021/11,70,Pétange,45130,39877
2021/11,70,Rodange,38415,37051
2021/11,70,Schouweiler,1675,2119
2021/11,90,Bettembourg,46634,41258
2021/11,90,Hettange-Grande,17368,33621
2021/11,90,Howald,7696,10071
2021/11,90,Luxembourg,179011,184607
2021/11,90,Thionville,168652,151528
2021/12,10,Clervaux,10449,14709
2021/12,10,Colmar-Berg,5735,3965
2021/12,10,Cruchten,2139,5149
2021/12,10,Diekirch,31248,21778
2021/12,10,Dommeldange,15153,17305
2021/12,10,Drauffelt,2122,2267
2021/12,10,Ettelbruck,64971,76779
2021/12,10,Goebelsmühle,412,505
2021/12,10,Gouvy,217,372
2021/12,10,Heisdorf,4681,5974
2021/12,10,Kautenbach,24686,31345
2021/12,10,Lintgen,12351,9502
2021/12,10,Lorentzweiler,8091,8527
2021/12,10,Luxembourg,145401,114583
2021/12,10,Merkholtz,0,31
2021/12,10,Mersch,58935,64448
2021/12,10,Michelau,1302,2398
2021/12,10,Wiltz,0,0
2021/12,10,Pfaffenthal-Kirchberg,43433,48144
2021/12,10,Schieren,7192,5148
2021/12,10,Troisvierges,8939,11592
2021/12,10,Walferdange,11087,13526
2021/12,10,Wiltz,14685,12929
2021/12,10,Wilwerwiltz,2760,4053
2021/12,16,Belval,2068,2068
2021/12,16,Belval,484,836
2021/12,16,Belval,16424,13535
2021/12,16,Belvaux,462,726
2021/12,16,Berchem,1870,1485
2021/12,16,Bettembourg,16698,16776
2021/12,16,Clervaux,6700,6100
2021/12,16,Differdange,12787,15260
2021/12,16,Dommeldange,6660,2440
2021/12,16,Drauffelt,1320,1520
2021/12,16,Esch-sur-Alzette,29985,31718
2021/12,16,Ettelbruck,21060,17200
2021/12,16,Goebelsmühle,1040,2700
2021/12,16,Howald,3123,4129
2021/12,16,Kautenbach,5900,5020
2021/12,16,Luxembourg,64667,60007
2021/12,16,Mersch,11780,11720
2021/12,16,Niederkorn,1089,2464
2021/12,16,Noertzange,2603,6929
2021/12,16,Oberkorn,1782,2046
2021/12,16,Pétange,3820,10660
2021/12,16,Pfaffenthal-Kirchberg,8120,12240
2021/12,16,Schifflange,7944,8487
2021/12,16,Troisvierges,6100,4220
2021/12,16,Walferdange,2840,3900
2021/12,16,Wilwerwiltz,1660,1820
2021/12,30,Betzdorf,1209,2224
2021/12,30,Cents-Hamm,568,590
2021/12,30,Igel,969,1424
2021/12,30,Konz,2636,3078
2021/12,30,Luxembourg,40172,32489
2021/12,30,Manternach,2145,1843
2021/12,30,Mertert,1656,1687
2021/12,30,Munsbach,3268,4300
2021/12,30,Oetrange,2818,3730
2021/12,30,Roodt-sur-Syre,2326,3950
2021/12,30,Contern,5792,8204
2021/12,30,Trier,9193,6066
2021/12,30,Trier,3673,3442
2021/12,30,Wasserbillig,11719,12537
2021/12,30,Wecker,3533,4162
2021/12,50,Arlon,43464,37200
2021/12,50,Bertrange,6421,6384
2021/12,50,Capellen,4307,4038
2021/12,50,Kleinbettingen,10712,11788
2021/12,50,Luxembourg,75983,80203
2021/12,50,Mamer,7165,6427
2021/12,50,Mamer,5509,5477
2021/12,60,Audun-le-Tiche,10773,10327
2021/12,60,Belval,2193,2201
2021/12,60,Belval,1191,2190
2021/12,60,Belval,32951,30888
2021/12,60,Belvaux,1088,1511
2021/12,60,Berchem,4154,4343
2021/12,60,Bettembourg,59848,61757
2021/12,60,Differdange,27458,27821
2021/12,60,Dudelange,5893,5504
2021/12,60,Dudelange,9087,6734
2021/12,60,Dudelange,3847,3475
2021/12,60,Dudelange,15954,14301
2021/12,60,Esch-sur-Alzette,78127,74851
2021/12,60,Howald,5177,6103
2021/12,60,Kayl,82,268
2021/12,60,Lamadelaine,358,1818
2021/12,60,Luxembourg,126954,108336
2021/12,60,Niederkorn,2682,2969
2021/12,60,Noertzange,4492,6013
2021/12,60,Oberkorn,3046,4211
2021/12,60,Pétange,16994,34418
2021/12,60,Rodange,1576,3148
2021/12,60,Rumelange,496,432
2021/12,60,Schifflange,18865,18850
2021/12,60,Tétange,297,102
2021/12,60,Volmerange-les-Mines,2625,3702
2021/12,70,Athus,11945,23283
2021/12,70,Bascharage,17585,21166
2021/12,70,Dippach,6523,7653
2021/12,70,Hollerich,8117,10807
2021/12,70,Lamadelaine,8383,11177
2021/12,70,Leudelange,1388,2989
2021/12,70,Longwy,12065,8077
2021/12,70,Luxembourg,112950,85052
2021/12,70,Pétange,36239,36388
2021/12,70,Rodange,30025,37314
2021/12,70,Schouweiler,1182,2496
2021/12,90,Bettembourg,45922,39847
2021/12,90,Hettange-Grande,17661,21216
2021/12,90,Howald,6682,14734
2021/12,90,Luxembourg,185246,178970
2021/12,90,Thionville,165530,165886
2022/01,10,Clervaux,7028,10004
2022/01,10,Colmar-Berg,5764,4198
2022/01,10,Cruchten,2168,2625
2022/01,10,Diekirch,31190,22348
2022/01,10,Dommeldange,13279,16626
2022/01,10,Drauffelt,1608,1599
2022/01,10,Ettelbruck,56234,68987
2022/01,10,Goebelsmühle,93,279
2022/01,10,Gouvy,623,314
2022/01,10,Heisdorf,4768,5546
2022/01,10,Kautenbach,22605,25953
2022/01,10,Lintgen,11814,8500
2022/01,10,Lorentzweiler,7772,8088
2022/01,10,Luxembourg,129378,101311
2022/01,10,Merkholtz,0,205
2022/01,10,Mersch,54646,54980
2022/01,10,Michelau,1389,2271
2022/01,10,Wiltz,0,0
2022/01,10,Pfaffenthal-Kirchberg,37568,44148
2022/01,10,Schieren,7714,5724
2022/01,10,Troisvierges,6229,7287
2022/01,10,Walferdange,10220,11881
2022/01,10,Wiltz,15156,13737
2022/01,10,Wilwerwiltz,1775,3474
2022/01,16,Belval,1595,5249
2022/01,16,Belval,1972,1769
2022/01,16,Belval,27723,24064
2022/01,16,Belvaux,1131,1508
2022/01,16,Berchem,4350,3103
2022/01,16,Bettembourg,29107,26028
2022/01,16,Clervaux,8877,8295
2022/01,16,Differdange,24985,22109
2022/01,16,Dommeldange,10903,7523
2022/01,16,Drauffelt,2046,2095
2022/01,16,Esch-sur-Alzette,58618,57306
2022/01,16,Ettelbruck,24900,23731
2022/01,16,Goebelsmühle,1409,3257
2022/01,16,Howald,5111,6459
2022/01,16,Kautenbach,8101,6592
2022/01,16,Luxembourg,94580,94713
2022/01,16,Mersch,15823,16745
2022/01,16,Niederkorn,3422,5220
2022/01,16,Noertzange,3819,10698
2022/01,16,Oberkorn,3422,3770
2022/01,16,Pétange,10474,17277
2022/01,16,Pfaffenthal-Kirchberg,14210,15666
2022/01,16,Schifflange,16772,16219
2022/01,16,Troisvierges,6671,5932
2022/01,16,Walferdange,3880,6103
2022/01,16,Wilwerwiltz,1819,1864
2022/01,30,Betzdorf,1901,3057
2022/01,30,Cents-Hamm,1583,1164
2022/01,30,Igel,2283,4492
2022/01,30,Konz,2678,4438
2022/01,30,Luxembourg,54366,53295
2022/01,30,Manternach,2686,2301
2022/01,30,Mertert,1928,2801
2022/01,30,Munsbach,5677,6435
2022/01,30,Oetrange,4883,5466
2022/01,30,Roodt-sur-Syre,4206,5000
2022/01,30,Contern,10209,11723
2022/01,30,Trier,12089,7672
2022/01,30,Trier,4022,4097
2022/01,30,Wasserbillig,16361,15240
2022/01,30,Wecker,5600,6632
2022/01,50,Arlon,48070,44810
2022/01,50,Bertrange,7711,8221
2022/01,50,Capellen,5380,4647
2022/01,50,Kleinbettingen,10720,11500
2022/01,50,Luxembourg,86179,89485
2022/01,50,Mamer,8005,7692
2022/01,50,Mamer,7645,7645
2022/01,60,Audun-le-Tiche,11252,12087
2022/01,60,Belval,2959,3289
2022/01,60,Belval,1344,1966
2022/01,60,Belval,28467,28319
2022/01,60,Belvaux,1444,1813
2022/01,60,Berchem,4722,4427
2022/01,60,Bettembourg,60871,59087
2022/01,60,Differdange,24360,22935
2022/01,60,Dudelange,7057,6840
2022/01,60,Dudelange,9885,7402
2022/01,60,Dudelange,4412,3871
2022/01,60,Dudelange,17656,15441
2022/01,60,Esch-sur-Alzette,72880,62880
2022/01,60,Howald,4570,5861
2022/01,60,Kayl,147,329
2022/01,60,Lamadelaine,614,6226
2022/01,60,Luxembourg,104373,97006
2022/01,60,Niederkorn,3132,4251
2022/01,60,Noertzange,4469,5059
2022/01,60,Oberkorn,3280,5308
2022/01,60,Pétange,16098,35756
2022/01,60,Rodange,2364,4052
2022/01,60,Rumelange,625,598
2022/01,60,Schifflange,17245,15355
2022/01,60,Tétange,441,174
2022/01,60,Volmerange-les-Mines,2962,5075
2022/01,70,Athus,19768,21446
2022/01,70,Bascharage,23606,22707
2022/01,70,Dippach,10092,8584
2022/01,70,Hollerich,8751,14187
2022/01,70,Lamadelaine,17307,19121
2022/01,70,Leudelange,2121,3754
2022/01,70,Longwy,13950,9181
2022/01,70,Luxembourg,119404,127196
2022/01,70,Pétange,54045,45870
2022/01,70,Rodange,43513,39777
2022/01,70,Schouweiler,2316,3166
2022/01,90,Bettembourg,49394,43311
2022/01,90,Hettange-Grande,21205,34767
2022/01,90,Howald,6880,18397
2022/01,90,Luxembourg,179841,196013
2022/01,90,Thionville,178711,150666
2022/02,10,Clervaux,6541,8796
2022/02,10,Colmar-Berg,4447,3823
2022/02,10,Cruchten,1859,2029
2022/02,10,Diekirch,25648,15819
2022/02,10,Dommeldange,10494,13887
2022/02,10,Drauffelt,1632,1646
2022/02,10,Ettelbruck,49128,58114
2022/02,10,Goebelsmühle,75,244
2022/02,10,Gouvy,988,271
2022/02,10,Heisdorf,4182,5229
2022/02,10,Kautenbach,19741,21054
2022/02,10,Lintgen,9119,7841
2022/02,10,Lorentzweiler,6515,6787
2022/02,10,Luxembourg,113242,91414
2022/02,10,Merkholtz,0,331
2022/02,10,Mersch,47793,45637
2022/02,10,Michelau,1196,1937
2022/02,10,Wiltz,0,0
2022/02,10,Pfaffenthal-Kirchberg,31388,39140
2022/02,10,Schieren,5636,4871
2022/02,10,Troisvierges,6080,6236
2022/02,10,Walferdange,8551,9658
2022/02,10,Wiltz,12306,11689
2022/02,10,Wilwerwiltz,1651,3081
2022/02,16,Belval,1502,3060
2022/02,16,Belval,1772,1619
2022/02,16,Belval,28704,27666
2022/02,16,Belvaux,1315,1547
2022/02,16,Berchem,4334,3225
2022/02,16,Bettembourg,26866,22606
2022/02,16,Clervaux,6041,6023
2022/02,16,Differdange,20865,22560
2022/02,16,Dommeldange,5684,7641
2022/02,16,Drauffelt,1207,1960
2022/02,16,Esch-sur-Alzette,56926,54978
2022/02,16,Ettelbruck,18560,19153
2022/02,16,Goebelsmühle,1110,857
2022/02,16,Howald,5422,4698
2022/02,16,Kautenbach,5345,4652
2022/02,16,Luxembourg,84368,81017
2022/02,16,Mersch,12334,13427
2022/02,16,Niederkorn,3204,4485
2022/02,16,Noertzange,3438,4077
2022/02,16,Oberkorn,4076,4422
2022/02,16,Pétange,8537,11774
2022/02,16,Pfaffenthal-Kirchberg,13650,14010
2022/02,16,Schifflange,14726,15470
2022/02,16,Troisvierges,5265,4877
2022/02,16,Walferdange,2602,3975
2022/02,16,Wilwerwiltz,1233,1066
2022/02,30,Betzdorf,1576,2486
2022/02,30,Cents-Hamm,1453,1112
2022/02,30,Igel,2999,5292
2022/02,30,Konz,2507,4007
2022/02,30,Luxembourg,45905,46198
2022/02,30,Manternach,2315,1883
2022/02,30,Mertert,2042,2182
2022/02,30,Munsbach,4709,4791
2022/02,30,Oetrange,3863,4267
2022/02,30,Roodt-sur-Syre,3706,4164
2022/02,30,Contern,9224,10317
2022/02,30,Trier,11400,7580
2022/02,30,Trier,3698,3894
2022/02,30,Wasserbillig,13678,13248
2022/02,30,Wecker,4670,5375
2022/02,50,Arlon,42799,37869
2022/02,50,Bertrange,6161,6743
2022/02,50,Capellen,4144,3729
2022/02,50,Kleinbettingen,9264,11028
2022/02,50,Luxembourg,69963,74698
2022/02,50,Mamer,6650,6012
2022/02,50,Mamer,5310,5372
2022/02,60,Audun-le-Tiche,9673,9561
2022/02,60,Belval,2409,2203
2022/02,60,Belval,1087,1789
2022/02,60,Belval,29559,26455
2022/02,60,Belvaux,1127,2001
2022/02,60,Berchem,4448,4169
2022/02,60,Bettembourg,54548,53943
2022/02,60,Differdange,23546,22117
2022/02,60,Dudelange,6056,6459
2022/02,60,Dudelange,8923,6364
2022/02,60,Dudelange,3549,3022
2022/02,60,Dudelange,14690,11728
2022/02,60,Esch-sur-Alzette,67173,55971
2022/02,60,Howald,4311,6334
2022/02,60,Kayl,132,546
2022/02,60,Lamadelaine,0,0
2022/02,60,Luxembourg,97295,94050
2022/02,60,Niederkorn,2562,6001
2022/02,60,Noertzange,4189,4188
2022/02,60,Oberkorn,3397,4595
2022/02,60,Pétange,16808,34197
2022/02,60,Rodange,0,0
2022/02,60,Rumelange,518,395
2022/02,60,Schifflange,17125,14272
2022/02,60,Tétange,160,37
2022/02,60,Volmerange-les-Mines,2246,3674
2022/02,70,Athus,16920,18539
2022/02,70,Bascharage,19453,18863
2022/02,70,Dippach,8529,7150
2022/02,70,Hollerich,7332,11988
2022/02,70,Lamadelaine,10693,12526
2022/02,70,Leudelange,1997,3111
2022/02,70,Longwy,11301,8057
2022/02,70,Luxembourg,100184,104537
2022/02,70,Pétange,43086,37519
2022/02,70,Rodange,38228,34799
2022/02,70,Schouweiler,1779,2413
2022/02,90,Bettembourg,42193,38209
2022/02,90,Hettange-Grande,16587,19473
2022/02,90,Howald,5942,14892
2022/02,90,Luxembourg,155106,163789
2022/02,90,Thionville,151788,136525
2022/03,10,Clervaux,6913,10323
2022/03,10,Colmar-Berg,4991,4495
2022/03,10,Cruchten,2387,2139
2022/03,10,Diekirch,32054,14787
2022/03,10,Dommeldange,12803,15314
2022/03,10,Drauffelt,2015,2108
2022/03,10,Ettelbruck,53940,63302
2022/03,10,Goebelsmühle,93,279
2022/03,10,Gouvy,1674,155
2022/03,10,Heisdorf,4836,6076
2022/03,10,Kautenbach,22971,26443
2022/03,10,Lintgen,10261,9052
2022/03,10,Lorentzweiler,7750,7657
2022/03,10,Luxembourg,131409,107973
2022/03,10,Merkholtz,0,217
2022/03,10,Mersch,55087,55893
2022/03,10,Michelau,1364,2697
2022/03,10,Wiltz,0,0
2022/03,10,Pfaffenthal-Kirchberg,36642,46655
2022/03,10,Schieren,5487,5797
2022/03,10,Troisvierges,5642,5394
2022/03,10,Walferdange,10323,10974
2022/03,10,Wiltz,15903,14663
2022/03,10,Wilwerwiltz,1674,3441
2022/03,16,Belval,1736,3441
2022/03,16,Belval,1705,1674
2022/03,16,Belval,37510,38285
2022/03,16,Belvaux,1457,1643
2022/03,16,Berchem,4464,4030
2022/03,16,Bettembourg,35836,29357
2022/03,16,Clervaux,6479,7285
2022/03,16,Differdange,27435,28644
2022/03,16,Dommeldange,8246,7316
2022/03,16,Drauffelt,1302,2790
2022/03,16,Esch-sur-Alzette,66092,61752
2022/03,16,Ettelbruck,27807,24304
2022/03,16,Goebelsmühle,1426,1798
2022/03,16,Howald,6262,7161
2022/03,16,Kautenbach,7812,6572
2022/03,16,Luxembourg,108872,104811
2022/03,16,Mersch,17484,19313
2022/03,16,Niederkorn,3627,4464
2022/03,16,Noertzange,3782,5456
2022/03,16,Oberkorn,4340,4464
2022/03,16,Pétange,13392,13671
2022/03,16,Pfaffenthal-Kirchberg,18383,27125
2022/03,16,Schifflange,17732,19127
2022/03,16,Troisvierges,6541,5859
2022/03,16,Walferdange,5115,4774
2022/03,16,Wilwerwiltz,1829,1581
2022/03,30,Betzdorf,1829,2728
2022/03,30,Cents-Hamm,1953,2077
2022/03,30,Igel,6975,6696
2022/03,30,Konz,2914,5053
2022/03,30,Luxembourg,52917,55242
2022/03,30,Manternach,2976,2170
2022/03,30,Mertert,2418,2821
2022/03,30,Munsbach,6138,4867
2022/03,30,Oetrange,4557,4650
2022/03,30,Roodt-sur-Syre,4805,4619
2022/03,30,Contern,11005,10881
2022/03,30,Trier,14477,9269
2022/03,30,Trier,4774,5022
2022/03,30,Wasserbillig,14353,15934
2022/03,30,Wecker,5270,6262
2022/03,50,Arlon,51987,54250
2022/03,50,Bertrange,8308,7874
2022/03,50,Capellen,5270,4898
2022/03,50,Kleinbettingen,11005,11873
2022/03,50,Luxembourg,86862,92101
2022/03,50,Mamer,8215,7936
2022/03,50,Mamer,7595,8153
2022/03,60,Audun-le-Tiche,11966,11625
2022/03,60,Belval,1302,3100
2022/03,60,Belval,1860,2294
2022/03,60,Belval,31341,31465
2022/03,60,Belvaux,1860,2015
2022/03,60,Berchem,5146,4185
2022/03,60,Bettembourg,62527,63023
2022/03,60,Differdange,25451,25761
2022/03,60,Dudelange,7564,8897
2022/03,60,Dudelange,11966,6913
2022/03,60,Dudelange,3875,3534
2022/03,60,Dudelange,19220,15593
2022/03,60,Esch-sur-Alzette,80693,68138
2022/03,60,Howald,4867,6944
2022/03,60,Kayl,186,186
2022/03,60,Lamadelaine,0,0
2022/03,60,Luxembourg,113460,114669
2022/03,60,Niederkorn,3007,5797
2022/03,60,Noertzange,5332,5270
2022/03,60,Oberkorn,3906,4681
2022/03,60,Pétange,19747,31000
2022/03,60,Rodange,0,0
2022/03,60,Rumelange,713,527
2022/03,60,Schifflange,19840,18042
2022/03,60,Tétange,217,31
2022/03,60,Volmerange-les-Mines,2666,4991
2022/03,70,Athus,23560,25141
2022/03,70,Bascharage,22816,19313
2022/03,70,Dippach,9579,7936
2022/03,70,Hollerich,9052,14043
