mY,Days.per.month,Ligne,Localité Map,Montee,Descente
2020/01,31,30,Trier,8688,8654
2020/01,31,30,Wasserbillig,18822,18786
2020/01,31,30,Wecker,5403,5165
2020/01,31,50,Arlon,57411,54941
2020/01,31,50,Bertrange,7517,7239
2020/01,31,50,Capellen,4799,4397
2020/01,31,50,Clervaux,1454,325
2020/01,31,50,Dommeldange,0,0
2020/01,31,50,Drauffelt,977,0
2020/01,31,50,Ettelbruck,3016,504
2020/01,31,50,Gouvy,645,0
2020/01,31,50,Kautenbach,2058,0
2020/01,31,50,Kleinbettingen,8480,11303
2020/01,31,50,Luxembourg,90046,101461
2020/01,31,50,Mamer,8334,9327
2020/01,31,50,Mamer,6464,4922
2020/01,31,50,Mersch,3462,553
2020/01,31,50,Michelau,259,0
2020/01,31,50,Pfaffenthal-Kirchberg,23,4243
2020/01,31,50,Troisvierges,1956,20
2020/01,31,50,Wilwerwiltz,1129,0
2020/01,31,60,Audun-le-Tiche,9517,9210
2020/01,31,60,Belval,2548,1668
2020/01,31,60,Belval,1812,2174
2020/01,31,60,Belval,35320,35438
2020/01,31,60,Belvaux,1825,1940
2020/01,31,60,Berchem,4758,6531
2020/01,31,60,Bettembourg,62802,61573
2020/01,31,60,Differdange,26362,28982
2020/01,31,60,Dudelange,5426,5492
2020/01,31,60,Dudelange,7346,7437
2020/01,31,60,Dudelange,3749,4261
2020/01,31,60,Dudelange,14337,13325
2020/01,31,60,Esch-sur-Alzette,78618,80460
2020/01,31,60,Howald,5124,10609
2020/01,31,60,Kayl,315,215
2020/01,31,60,Lamadelaine,2321,6326
2020/01,31,60,Luxembourg,138950,120607
2020/01,31,60,Niederkorn,3709,4835
2020/01,31,60,Noertzange,7179,6958
2020/01,31,60,Oberkorn,4835,5474
2020/01,31,60,Pétange,16247,17867
2020/01,31,60,Rodange,9647,12130
2020/01,31,60,Rumelange,433,885
2020/01,31,60,Schifflange,18812,17649
2020/01,31,60,Tétange,304,203
2020/01,31,60,Volmerange-les-Mines,2999,3046
2020/01,31,70,Athus,22935,18240
2020/01,31,70,Bascharage,23168,29880
2020/01,31,70,Dippach,12628,12084
2020/01,31,70,Hollerich,12523,14127
2020/01,31,70,Lamadelaine,7510,6485
2020/01,31,70,Leudelange,1955,3728
2020/01,31,70,Longwy,13388,14738
2020/01,31,70,Luxembourg,128617,110410
2020/01,31,70,Pétange,35799,40654
2020/01,31,70,Rodange,42349,49331
2020/01,31,70,Schouweiler,2288,3537
2020/01,31,90,Bettembourg,41227,39207
2020/01,31,90,Hettange-Grande,19288,19512
2020/01,31,90,Howald,6310,10797
2020/01,31,90,Luxembourg,197997,234727
2020/01,31,90,Thionville,105716,92351
2020/02,29,10,Clervaux,5946,7168
2020/02,29,10,Colmar-Berg,4028,4030
2020/02,29,10,Cruchten,2343,2180
2020/02,29,10,Diekirch,17207,17507
2020/02,29,10,Dommeldange,11451,10672
2020/02,29,10,Drauffelt,1140,2199
2020/02,29,10,Ettelbruck,43423,51926
2020/02,29,10,Goebelsmühle,284,490
2020/02,29,10,Gouvy,2549,671
2020/02,29,10,Heisdorf,4600,4867
2020/02,29,10,Kautenbach,15987,18554
2020/02,29,10,Lintgen,7867,7296
2020/02,29,10,Lorentzweiler,7288,7726
2020/02,29,10,Luxembourg,124877,99283
2020/02,29,10,Merkholtz,8,940
2020/02,29,10,Mersch,44151,46941
2020/02,29,10,Michelau,812,1565
2020/02,29,10,Wiltz,0,45
2020/02,29,10,Pfaffenthal-Kirchberg,38040,46511
2020/02,29,10,Schieren,4205,4472
2020/02,29,10,Troisvierges,5427,8721
2020/02,29,10,Walferdange,9608,8386
2020/02,29,10,Wiltz,11626,9314
2020/02,29,10,Wilwerwiltz,1277,2255
2020/02,29,16,Belval,325,335
2020/02,29,16,Belval,570,465
2020/02,29,16,Belval,24370,26315
2020/02,29,16,Belvaux,505,235
2020/02,29,16,Berchem,2640,1385
2020/02,29,16,Bettembourg,25305,22730
2020/02,29,16,Clervaux,4615,7075
2020/02,29,16,Differdange,16930,16020
2020/02,29,16,Dommeldange,5800,7670
2020/02,29,16,Drauffelt,1240,1185
2020/02,29,16,Esch-sur-Alzette,42635,40160
2020/02,29,16,Ettelbruck,24235,20985
2020/02,29,16,Goebelsmühle,1015,880
2020/02,29,16,Howald,2825,5000
2020/02,29,16,Kautenbach,5015,5550
2020/02,29,16,Lamadelaine,3280,1505
2020/02,29,16,Luxembourg,101170,95625
2020/02,29,16,Mersch,15610,16040
2020/02,29,16,Michelau,0,150
2020/02,29,16,Niederkorn,2065,1265
2020/02,29,16,Noertzange,2900,3105
2020/02,29,16,Oberkorn,1555,2240
2020/02,29,16,Pétange,8540,13380
2020/02,29,16,Pfaffenthal-Kirchberg,19130,22680
2020/02,29,16,Rodange,4315,5750
2020/02,29,16,Schifflange,12280,9295
2020/02,29,16,Troisvierges,5730,6475
2020/02,29,16,Walferdange,4030,4760
2020/02,29,16,Wilwerwiltz,1505,1665
2020/02,29,30,Betzdorf,1780,2130
2020/02,29,30,Cents-Hamm,1387,1793
2020/02,29,30,Igel,2159,2627
2020/02,29,30,Konz,4886,7159
2020/02,29,30,Luxembourg,58893,57254
2020/02,29,30,Manternach,2361,2016
2020/02,29,30,Mertert,1738,1876
2020/02,29,30,Munsbach,3889,3855
2020/02,29,30,Oetrange,2524,2747
2020/02,29,30,Roodt-sur-Syre,4324,4273
2020/02,29,30,Contern,9424,12228
2020/02,29,30,Trier,21311,15694
2020/02,29,30,Trier,8267,7655
2020/02,29,30,Wasserbillig,16733,16519
2020/02,29,30,Wecker,4762,4829
2020/02,29,50,Arlon,51447,54398
2020/02,29,50,Bertrange,6538,6387
2020/02,29,50,Capellen,4171,3913
2020/02,29,50,Kleinbettingen,7616,9515
2020/02,29,50,Luxembourg,85395,80694
2020/02,29,50,Mamer,6935,7923
2020/02,29,50,Mamer,4880,3870
2020/02,29,60,Audun-le-Tiche,8125,7635
2020/02,29,60,Belval,2053,1349
2020/02,29,60,Belval,1500,1745
2020/02,29,60,Belval,32020,33794
2020/02,29,60,Belvaux,1644,1793
2020/02,29,60,Berchem,4321,5619
2020/02,29,60,Bettembourg,56807,57002
2020/02,29,60,Differdange,24199,26560
2020/02,29,60,Dudelange,4825,4999
2020/02,29,60,Dudelange,6914,6552
2020/02,29,60,Dudelange,3343,3881
2020/02,29,60,Dudelange,12844,11763
2020/02,29,60,Esch-sur-Alzette,71522,73493
2020/02,29,60,Howald,4481,6622
2020/02,29,60,Kayl,260,140
2020/02,29,60,Lamadelaine,2044,5079
2020/02,29,60,Luxembourg,124089,109769
2020/02,29,60,Niederkorn,3317,4338
2020/02,29,60,Noertzange,6920,6296
2020/02,29,60,Oberkorn,4352,4770
2020/02,29,60,Pétange,14704,15944
2020/02,29,60,Rodange,8675,11307
2020/02,29,60,Rumelange,390,915
2020/02,29,60,Schifflange,17212,16097
2020/02,29,60,Tétange,250,225
2020/02,29,60,Volmerange-les-Mines,3265,2400
2020/02,29,70,Athus,20388,16036
2020/02,29,70,Bascharage,20203,24921
2020/02,29,70,Dippach,10044,9741
2020/02,29,70,Hollerich,10958,15154
2020/02,29,70,Lamadelaine,6237,5444
2020/02,29,70,Leudelange,1652,3263
2020/02,29,70,Longwy,11090,13460
2020/02,29,70,Luxembourg,111203,99581
2020/02,29,70,Pétange,32226,33515
2020/02,29,70,Rodange,38726,41994
2020/02,29,70,Schouweiler,1849,2902
2020/02,29,90,Bettembourg,36779,34482
2020/02,29,90,Hettange-Grande,16023,17915
2020/02,29,90,Howald,5423,9691
2020/02,29,90,Luxembourg,183304,199267
2020/02,29,90,Thionville,100252,95623
2020/03,31,10,Clervaux,3852,4467
2020/03,31,10,Colmar-Berg,2392,2304
2020/03,31,10,Cruchten,1251,1071
2020/03,31,10,Diekirch,9982,9838
2020/03,31,10,Dommeldange,7715,6472
2020/03,31,10,Drauffelt,952,1073
2020/03,31,10,Ettelbruck,26030,29238
2020/03,31,10,Goebelsmühle,135,234
2020/03,31,10,Gouvy,1739,340
2020/03,31,10,Heisdorf,2791,2970
2020/03,31,10,Kautenbach,9957,10991
2020/03,31,10,Lintgen,4509,3743
2020/03,31,10,Lorentzweiler,4225,4482
2020/03,31,10,Luxembourg,70547,63516
2020/03,31,10,Merkholtz,6,716
2020/03,31,10,Mersch,28123,27397
2020/03,31,10,Michelau,665,814
2020/03,31,10,Wiltz,0,10
2020/03,31,10,Pfaffenthal-Kirchberg,22469,29645
2020/03,31,10,Schieren,2458,2377
2020/03,31,10,Troisvierges,5160,5590
2020/03,31,10,Walferdange,5735,4567
2020/03,31,10,Wiltz,7356,5427
2020/03,31,10,Wilwerwiltz,945,1181
2020/03,31,16,Belval,176,194
2020/03,31,16,Belval,714,246
2020/03,31,16,Belval,17732,17094
2020/03,31,16,Belvaux,468,154
2020/03,31,16,Berchem,1844,1108
2020/03,31,16,Bettembourg,15784,14140
2020/03,31,16,Clervaux,2534,4648
2020/03,31,16,Differdange,10414,10086
2020/03,31,16,Dommeldange,3694,5692
2020/03,31,16,Drauffelt,458,694
2020/03,31,16,Esch-sur-Alzette,27404,24990
2020/03,31,16,Ettelbruck,14996,12470
2020/03,31,16,Goebelsmühle,472,564
2020/03,31,16,Howald,1614,3508
2020/03,31,16,Kautenbach,2884,3500
2020/03,31,16,Lamadelaine,2240,884
2020/03,31,16,Luxembourg,63830,61590
2020/03,31,16,Mersch,9586,9540
2020/03,31,16,Michelau,0,90
2020/03,31,16,Niederkorn,1402,1004
2020/03,31,16,Noertzange,2050,1970
2020/03,31,16,Oberkorn,1334,1234
2020/03,31,16,Pétange,5684,8452
2020/03,31,16,Pfaffenthal-Kirchberg,11436,14408
2020/03,31,16,Rodange,2652,3556
2020/03,31,16,Schifflange,7886,5720
2020/03,31,16,Troisvierges,2808,3910
2020/03,31,16,Walferdange,2662,3016
2020/03,31,16,Wilwerwiltz,910,1080
2020/03,31,30,Betzdorf,1137,1175
2020/03,31,30,Cents-Hamm,840,1232
2020/03,31,30,Igel,1388,1336
2020/03,31,30,Konz,2938,4049
2020/03,31,30,Luxembourg,34375,35768
2020/03,31,30,Manternach,1423,1156
2020/03,31,30,Mertert,1044,929
2020/03,31,30,Munsbach,2628,2288
2020/03,31,30,Oetrange,1640,1745
2020/03,31,30,Roodt-sur-Syre,2627,2680
2020/03,31,30,Contern,5554,8233
2020/03,31,30,Trier,13025,8946
2020/03,31,30,Trier,5203,4485
2020/03,31,30,Wasserbillig,9773,9773
2020/03,31,30,Wecker,2959,2873
2020/03,31,50,Arlon,30894,34269
2020/03,31,50,Bertrange,4042,3958
2020/03,31,50,Capellen,2558,2312
2020/03,31,50,Kleinbettingen,4723,6081
2020/03,31,50,Luxembourg,52804,49527
2020/03,31,50,Mamer,4291,4945
2020/03,31,50,Mamer,3706,3002
2020/03,31,60,Audun-le-Tiche,5432,4970
2020/03,31,60,Belval,1505,928
2020/03,31,60,Belval,1052,1087
2020/03,31,60,Belval,19834,19999
2020/03,31,60,Belvaux,1089,1096
2020/03,31,60,Berchem,2674,3379
2020/03,31,60,Bettembourg,34542,34353
2020/03,31,60,Differdange,15213,16173
2020/03,31,60,Dudelange,3240,2864
2020/03,31,60,Dudelange,4213,3700
2020/03,31,60,Dudelange,2014,2214
2020/03,31,60,Dudelange,8167,6756
2020/03,31,60,Esch-sur-Alzette,45253,44245
2020/03,31,60,Howald,2655,3516
2020/03,31,60,Kayl,150,70
2020/03,31,60,Lamadelaine,1285,3421
2020/03,31,60,Luxembourg,71255,70320
2020/03,31,60,Niederkorn,2217,2746
2020/03,31,60,Noertzange,3746,3376
2020/03,31,60,Oberkorn,2807,2966
2020/03,31,60,Pétange,9079,9266
2020/03,31,60,Rodange,5547,6361
2020/03,31,60,Rumelange,200,520
2020/03,31,60,Schifflange,10612,9169
2020/03,31,60,Tétange,140,140
2020/03,31,60,Volmerange-les-Mines,1286,1542
2020/03,31,70,Athus,13671,9917
2020/03,31,70,Bascharage,12044,15246
2020/03,31,70,Dippach,5543,5640
2020/03,31,70,Hollerich,6101,10728
2020/03,31,70,Lamadelaine,4095,3239
2020/03,31,70,Leudelange,2247,3001
2020/03,31,70,Longwy,7566,7530
2020/03,31,70,Luxembourg,67161,60953
2020/03,31,70,Pétange,19744,20485
2020/03,31,70,Rodange,22919,25237
2020/03,31,70,Schouweiler,1274,1843
2020/03,31,90,Bettembourg,21477,20893
2020/03,31,90,Hettange-Grande,9998,10707
2020/03,31,90,Howald,3137,5412
2020/03,31,90,Luxembourg,101062,120029
2020/03,31,90,Thionville,58886,54708
2020/04,30,10,Clervaux,430,290
2020/04,30,10,Colmar-Berg,343,217
2020/04,30,10,Cruchten,128,166
2020/04,30,10,Diekirch,2076,956
2020/04,30,10,Dommeldange,979,570
2020/04,30,10,Drauffelt,133,90
2020/04,30,10,Ettelbruck,4180,2738
2020/04,30,10,Goebelsmühle,7,3
2020/04,30,10,Gouvy,2063,958
2020/04,30,10,Heisdorf,378,280
2020/04,30,10,Kautenbach,472,181
2020/04,30,10,Lintgen,695,386
2020/04,30,10,Lorentzweiler,600,399
2020/04,30,10,Luxembourg,4999,10248
2020/04,30,10,Merkholtz,0,0
2020/04,30,10,Mersch,3895,2949
2020/04,30,10,Michelau,98,55
2020/04,30,10,Wiltz,0,0
2020/04,30,10,Pfaffenthal-Kirchberg,1980,3314
2020/04,30,10,Schieren,361,266
2020/04,30,10,Troisvierges,1266,1420
2020/04,30,10,Walferdange,694,382
2020/04,30,10,Wiltz,0,0
2020/04,30,10,Wilwerwiltz,137,68
2020/04,30,16,Belval,67,54
2020/04,30,16,Belval,407,196
2020/04,30,16,Belval,4336,2621
2020/04,30,16,Belvaux,296,61
2020/04,30,16,Berchem,1015,524
2020/04,30,16,Bettembourg,3401,3187
2020/04,30,16,Clervaux,0,12
2020/04,30,16,Differdange,2520,1560
2020/04,30,16,Dommeldange,475,1212
2020/04,30,16,Drauffelt,0,0
2020/04,30,16,Esch-sur-Alzette,7399,3857
2020/04,30,16,Ettelbruck,24,108
2020/04,30,16,Goebelsmühle,0,0
2020/04,30,16,Howald,166,840
2020/04,30,16,Kautenbach,0,24
2020/04,30,16,Lamadelaine,0,0
2020/04,30,16,Luxembourg,8275,12852
2020/04,30,16,Mersch,12,102
2020/04,30,16,Michelau,0,12
2020/04,30,16,Niederkorn,866,418
2020/04,30,16,Noertzange,391,237
2020/04,30,16,Oberkorn,664,635
2020/04,30,16,Pétange,1203,1817
2020/04,30,16,Pfaffenthal-Kirchberg,557,2118
2020/04,30,16,Rodange,0,0
2020/04,30,16,Schifflange,1635,1114
2020/04,30,16,Troisvierges,0,36
2020/04,30,16,Walferdange,0,0
2020/04,30,16,Wilwerwiltz,0,12
2020/04,30,30,Betzdorf,209,61
2020/04,30,30,Cents-Hamm,52,200
2020/04,30,30,Igel,45,49
2020/04,30,30,Konz,172,247
2020/04,30,30,Luxembourg,3983,5688
2020/04,30,30,Manternach,146,60
2020/04,30,30,Mertert,136,40
2020/04,30,30,Munsbach,353,140
2020/04,30,30,Oetrange,219,192
2020/04,30,30,Roodt-sur-Syre,302,248
2020/04,30,30,Contern,681,610
2020/04,30,30,Trier,1515,1311
2020/04,30,30,Trier,348,288
2020/04,30,30,Wasserbillig,2316,1486
2020/04,30,30,Wecker,397,203
2020/04,30,50,Arlon,2394,3298
2020/04,30,50,Bertrange,572,259
2020/04,30,50,Capellen,279,136
2020/04,30,50,Kleinbettingen,639,572
2020/04,30,50,Luxembourg,4492,4557
2020/04,30,50,Mamer,585,345
2020/04,30,50,Mamer,274,66
2020/04,30,60,Audun-le-Tiche,1541,1557
2020/04,30,60,Belval,1,7
2020/04,30,60,Belval,22,33
2020/04,30,60,Belval,600,608
2020/04,30,60,Belvaux,41,44
2020/04,30,60,Berchem,65,71
2020/04,30,60,Bettembourg,1429,1743
2020/04,30,60,Differdange,475,483
2020/04,30,60,Dudelange,102,107
2020/04,30,60,Dudelange,231,165
2020/04,30,60,Dudelange,87,110
2020/04,30,60,Dudelange,480,373
2020/04,30,60,Esch-sur-Alzette,2846,3142
2020/04,30,60,Howald,43,51
2020/04,30,60,Kayl,0,0
2020/04,30,60,Lamadelaine,27,24
2020/04,30,60,Luxembourg,2601,1911
2020/04,30,60,Niederkorn,123,173
2020/04,30,60,Noertzange,16,44
2020/04,30,60,Oberkorn,132,124
2020/04,30,60,Pétange,204,323
2020/04,30,60,Rodange,381,215
2020/04,30,60,Rumelange,0,0
2020/04,30,60,Schifflange,272,393
2020/04,30,60,Tétange,0,0
2020/04,30,60,Volmerange-les-Mines,57,75
2020/04,30,70,Athus,3084,1162
2020/04,30,70,Bascharage,2272,1715
2020/04,30,70,Dippach,701,620
2020/04,30,70,Hollerich,460,1210
2020/04,30,70,Lamadelaine,672,356
2020/04,30,70,Leudelange,319,416
2020/04,30,70,Longwy,1049,322
2020/04,30,70,Luxembourg,6642,11565
2020/04,30,70,Pétange,3531,2541
2020/04,30,70,Rodange,4021,2869
2020/04,30,70,Schouweiler,200,175
2020/04,30,90,Bettembourg,2576,2466
2020/04,30,90,Hettange-Grande,1052,726
2020/04,30,90,Howald,262,1015
2020/04,30,90,Luxembourg,9847,17492
2020/04,30,90,Thionville,9208,5264
2020/05,31,10,Clervaux,1883,1127
2020/05,31,10,Colmar-Berg,1267,850
2020/05,31,10,Cruchten,646,497
2020/05,31,10,Diekirch,6409,3261
2020/05,31,10,Dommeldange,3141,2438
2020/05,31,10,Drauffelt,634,310
2020/05,31,10,Ettelbruck,14660,9514
2020/05,31,10,Goebelsmühle,75,71
2020/05,31,10,Gouvy,1734,282
2020/05,31,10,Heisdorf,1286,1144
2020/05,31,10,Kautenbach,5457,4223
2020/05,31,10,Lintgen,2179,1532
2020/05,31,10,Lorentzweiler,2048,1697
2020/05,31,10,Luxembourg,21998,43220
2020/05,31,10,Merkholtz,0,0
2020/05,31,10,Mersch,14594,9702
2020/05,31,10,Michelau,379,200
2020/05,31,10,Wiltz,0,4
2020/05,31,10,Pfaffenthal-Kirchberg,8806,12886
2020/05,31,10,Schieren,1233,1029
2020/05,31,10,Troisvierges,9236,4604
2020/05,31,10,Walferdange,2681,1808
2020/05,31,10,Wiltz,3282,3238
2020/05,31,10,Wilwerwiltz,682,327
2020/05,31,16,Belval,202,172
2020/05,31,16,Belval,768,290
2020/05,31,16,Belval,8099,5652
2020/05,31,16,Belvaux,552,141
2020/05,31,16,Berchem,1866,996
2020/05,31,16,Bettembourg,7235,5631
2020/05,31,16,Clervaux,153,250
2020/05,31,16,Differdange,5123,2846
2020/05,31,16,Dommeldange,1073,2703
2020/05,31,16,Drauffelt,34,72
2020/05,31,16,Esch-sur-Alzette,14349,7336
2020/05,31,16,Ettelbruck,934,1109
2020/05,31,16,Goebelsmühle,24,19
2020/05,31,16,Howald,375,1929
2020/05,31,16,Kautenbach,169,270
2020/05,31,16,Lamadelaine,330,44
2020/05,31,16,Luxembourg,16947,27486
2020/05,31,16,Mersch,615,869
2020/05,31,16,Michelau,0,34
2020/05,31,16,Niederkorn,1416,735
2020/05,31,16,Noertzange,1136,765
2020/05,31,16,Oberkorn,1423,984
2020/05,31,16,Pétange,2290,3046
2020/05,31,16,Pfaffenthal-Kirchberg,1796,4835
2020/05,31,16,Rodange,66,102
2020/05,31,16,Schifflange,3567,2098
2020/05,31,16,Troisvierges,181,304
2020/05,31,16,Walferdange,178,99
2020/05,31,16,Wilwerwiltz,54,99
2020/05,31,30,Betzdorf,635,317
2020/05,31,30,Cents-Hamm,263,538
2020/05,31,30,Igel,442,508
2020/05,31,30,Konz,1116,1553
2020/05,31,30,Luxembourg,11121,16629
2020/05,31,30,Manternach,619,356
2020/05,31,30,Mertert,537,302
2020/05,31,30,Munsbach,1164,621
2020/05,31,30,Oetrange,781,602
2020/05,31,30,Roodt-sur-Syre,1144,917
2020/05,31,30,Contern,2511,2585
2020/05,31,30,Trier,5810,3061
2020/05,31,30,Trier,1905,1727
2020/05,31,30,Wasserbillig,5014,3820
2020/05,31,30,Wecker,1323,812
2020/05,31,50,Arlon,15686,14920
2020/05,31,50,Bertrange,1797,1513
2020/05,31,50,Capellen,1167,795
2020/05,31,50,Kleinbettingen,2545,1916
2020/05,31,50,Luxembourg,21876,25466
2020/05,31,50,Mamer,2137,1650
2020/05,31,50,Mamer,1726,1139
2020/05,31,60,Audun-le-Tiche,3398,3709
2020/05,31,60,Belval,592,449
2020/05,31,60,Belval,612,568
2020/05,31,60,Belval,8385,5830
2020/05,31,60,Belvaux,694,455
2020/05,31,60,Berchem,1675,1751
2020/05,31,60,Bettembourg,7277,6568
2020/05,31,60,Differdange,5734,3765
2020/05,31,60,Dudelange,0,4
2020/05,31,60,Dudelange,0,6
2020/05,31,60,Dudelange,0,4
2020/05,31,60,Dudelange,0,22
2020/05,31,60,Esch-sur-Alzette,19031,13991
2020/05,31,60,Howald,731,1321
2020/05,31,60,Kayl,0,0
2020/05,31,60,Lamadelaine,310,145
2020/05,31,60,Luxembourg,16367,29172
2020/05,31,60,Niederkorn,1451,986
2020/05,31,60,Noertzange,1366,742
2020/05,31,60,Oberkorn,1754,1444
2020/05,31,60,Pétange,2890,3076
2020/05,31,60,Rodange,1302,864
2020/05,31,60,Rumelange,0,0
2020/05,31,60,Schifflange,4214,2919
2020/05,31,60,Tétange,0,0
2020/05,31,60,Volmerange-les-Mines,0,6
2020/05,31,70,Athus,6360,1821
2020/05,31,70,Bascharage,5467,3151
2020/05,31,70,Dippach,1898,2406
2020/05,31,70,Hollerich,1137,3904
2020/05,31,70,Lamadelaine,1521,627
2020/05,31,70,Leudelange,1167,1359
2020/05,31,70,Longwy,3802,1571
2020/05,31,70,Luxembourg,12523,28786
2020/05,31,70,Pétange,8695,5014
2020/05,31,70,Rodange,10124,5457
2020/05,31,70,Schouweiler,510,253
2020/05,31,90,Bettembourg,8279,8033
2020/05,31,90,Hettange-Grande,4201,3988
2020/05,31,90,Howald,1363,2204
2020/05,31,90,Luxembourg,39371,49482
2020/05,31,90,Thionville,22859,20084
2020/06,30,10,Clervaux,3678,2424
2020/06,30,10,Colmar-Berg,1788,1384
2020/06,30,10,Cruchten,1186,614
2020/06,30,10,Diekirch,9818,4128
2020/06,30,10,Dommeldange,4502,3404
2020/06,30,10,Drauffelt,1050,490
2020/06,30,10,Ettelbruck,26448,15832
2020/06,30,10,Goebelsmühle,288,364
2020/06,30,10,Gouvy,2490,314
2020/06,30,10,Heisdorf,1768,1438
2020/06,30,10,Kautenbach,11582,9842
2020/06,30,10,Lintgen,3292,2430
2020/06,30,10,Lorentzweiler,3118,2198
2020/06,30,10,Luxembourg,29336,63748
2020/06,30,10,Merkholtz,0,208
2020/06,30,10,Mersch,22610,14676
2020/06,30,10,Michelau,710,678
2020/06,30,10,Wiltz,0,16
2020/06,30,10,Pfaffenthal-Kirchberg,13508,18176
2020/06,30,10,Schieren,1856,1462
2020/06,30,10,Troisvierges,7080,4072
2020/06,30,10,Walferdange,3978,2696
2020/06,30,10,Wiltz,7356,6922
2020/06,30,10,Wilwerwiltz,1260,762
2020/06,30,16,Belval,300,132
2020/06,30,16,Belval,536,196
2020/06,30,16,Belval,7776,6616
2020/06,30,16,Belvaux,396,68
2020/06,30,16,Berchem,1236,656
2020/06,30,16,Bettembourg,7772,6190
2020/06,30,16,Clervaux,800,1598
2020/06,30,16,Differdange,5204,3756
2020/06,30,16,Dommeldange,1194,2746
2020/06,30,16,Drauffelt,176,344
2020/06,30,16,Esch-sur-Alzette,14122,9704
2020/06,30,16,Ettelbruck,5154,3944
2020/06,30,16,Goebelsmühle,160,172
2020/06,30,16,Howald,572,1716
2020/06,30,16,Kautenbach,1072,1244
2020/06,30,16,Lamadelaine,448,336
2020/06,30,16,Luxembourg,23476,30222
2020/06,30,16,Mersch,3300,2710
2020/06,30,16,Michelau,0,38
2020/06,30,16,Niederkorn,1120,504
2020/06,30,16,Noertzange,738,518
2020/06,30,16,Oberkorn,1020,732
2020/06,30,16,Pétange,2572,2972
2020/06,30,16,Pfaffenthal-Kirchberg,3646,6070
2020/06,30,16,Rodange,672,1136
2020/06,30,16,Schifflange,3660,2576
2020/06,30,16,Troisvierges,1062,1226
2020/06,30,16,Walferdange,918,952
2020/06,30,16,Wilwerwiltz,352,340
2020/06,30,30,Betzdorf,1128,624
2020/06,30,30,Cents-Hamm,784,832
2020/06,30,30,Igel,1068,1260
2020/06,30,30,Konz,2502,3210
2020/06,30,30,Luxembourg,18244,31800
2020/06,30,30,Manternach,1038,580
2020/06,30,30,Mertert,1066,690
2020/06,30,30,Munsbach,1902,1118
2020/06,30,30,Oetrange,1400,960
2020/06,30,30,Roodt-sur-Syre,2488,1832
2020/06,30,30,Contern,4878,4776
2020/06,30,30,Trier,12668,5516
2020/06,30,30,Trier,3954,3306
2020/06,30,30,Wasserbillig,8900,6484
2020/06,30,30,Wecker,2612,1652
2020/06,30,50,Arlon,21976,18804
2020/06,30,50,Bertrange,3032,2242
2020/06,30,50,Capellen,1924,1486
2020/06,30,50,Kleinbettingen,3728,3442
2020/06,30,50,Luxembourg,30578,35942
2020/06,30,50,Mamer,3238,2942
2020/06,30,50,Mamer,1960,1260
2020/06,30,60,Audun-le-Tiche,6278,6128
2020/06,30,60,Belval,640,536
2020/06,30,60,Belval,700,456
2020/06,30,60,Belval,12716,8320
2020/06,30,60,Belvaux,660,372
2020/06,30,60,Berchem,1796,1520
2020/06,30,60,Bettembourg,15548,23908
2020/06,30,60,Differdange,9900,5996
2020/06,30,60,Dudelange,2800,1108
2020/06,30,60,Dudelange,4032,1052
2020/06,30,60,Dudelange,1904,636
2020/06,30,60,Dudelange,7588,2096
2020/06,30,60,Esch-sur-Alzette,31396,22102
2020/06,30,60,Howald,1028,2264
2020/06,30,60,Kayl,48,0
2020/06,30,60,Lamadelaine,752,688
2020/06,30,60,Luxembourg,22016,56720
2020/06,30,60,Niederkorn,1656,880
2020/06,30,60,Noertzange,1876,1368
2020/06,30,60,Oberkorn,1776,1244
2020/06,30,60,Pétange,6300,3028
2020/06,30,60,Rodange,10484,4372
2020/06,30,60,Rumelange,96,48
2020/06,30,60,Schifflange,6444,4536
2020/06,30,60,Tétange,32,48
2020/06,30,60,Volmerange-les-Mines,1332,372
2020/06,30,70,Athus,12818,4566
2020/06,30,70,Bascharage,10384,5952
2020/06,30,70,Dippach,3530,2406
2020/06,30,70,Hollerich,2358,7566
2020/06,30,70,Lamadelaine,3466,1372
2020/06,30,70,Leudelange,1704,2412
2020/06,30,70,Longwy,6332,2702
2020/06,30,70,Luxembourg,25884,59716
2020/06,30,70,Pétange,17478,9954
2020/06,30,70,Rodange,22866,10196
2020/06,30,70,Schouweiler,926,904
2020/06,30,90,Bettembourg,16650,17300
2020/06,30,90,Hettange-Grande,7510,6304
2020/06,30,90,Howald,2918,4390
2020/06,30,90,Luxembourg,73892,83912
2020/06,30,90,Thionville,46410,39394
2020/07,31,10,Clervaux,4289,2567
2020/07,31,10,Colmar-Berg,1922,1500
2020/07,31,10,Cruchten,1122,834
2020/07,31,10,Diekirch,9569,4001
2020/07,31,10,Dommeldange,4424,3356
2020/07,31,10,Drauffelt,1204,473
2020/07,31,10,Ettelbruck,25561,19642
2020/07,31,10,Goebelsmühle,0,104
2020/07,31,10,Gouvy,2657,1243
2020/07,31,10,Heisdorf,1787,1374
2020/07,31,10,Kautenbach,11667,10150
2020/07,31,10,Lintgen,3474,2570
2020/07,31,10,Lorentzweiler,3350,2251
2020/07,31,10,Luxembourg,35340,58467
2020/07,31,10,Merkholtz,0,299
2020/07,31,10,Mersch,21160,16243
2020/07,31,10,Michelau,819,1069
2020/07,31,10,Wiltz,0,0
2020/07,31,10,Pfaffenthal-Kirchberg,13627,18726
2020/07,31,10,Schieren,2078,1367
