mY,Days.per.month,Ligne,Localité Map,Montee,Descente
2017/01,31,10,Clervaux,11575,11901
2017/01,31,10,Colmar-Berg,3436,3491
2017/01,31,10,Cruchten,2273,2201
2017/01,31,10,Diekirch,16605,14117
2017/01,31,10,Dommeldange,14224,24012
2017/01,31,10,Drauffelt,3378,2911
2017/01,31,10,Ettelbruck,78693,76465
2017/01,31,10,Goebelsmühle,2566,1963
2017/01,31,10,Gouvy,2615,2052
2017/01,31,10,Heisdorf,3311,3654
2017/01,31,10,Kautenbach,27394,31668
2017/01,31,10,Lintgen,7121,6908
2017/01,31,10,Lorentzweiler,5430,5399
2017/01,31,10,Luxembourg,170735,155953
2017/01,31,10,Merkholtz,18,60
2017/01,31,10,Mersch,52404,57546
2017/01,31,10,Michelau,3488,2934
2017/01,31,10,Wiltz,96,45
2017/01,31,10,Schieren,3978,4548
2017/01,31,10,Troisvierges,11868,15087
2017/01,31,10,Walferdange,10575,9530
2017/01,31,10,Wiltz,14167,12307
2017/01,31,10,Wilwerwiltz,4104,5351
2017/01,31,30,Betzdorf,1572,1953
2017/01,31,30,Cents-Hamm,1002,1045
2017/01,31,30,Igel,1202,1563
2017/01,31,30,Konz,3598,4241
2017/01,31,30,Luxembourg,50777,46145
2017/01,31,30,Manternach,1848,1750
2017/01,31,30,Mertert,2271,1807
2017/01,31,30,Munsbach,4020,4939
2017/01,31,30,Oetrange,2591,2205
2017/01,31,30,Roodt-sur-Syre,2788,2466
2017/01,31,30,Contern,4796,6462
2017/01,31,30,Trier,24333,24412
2017/01,31,30,Trier,4841,6423
2017/01,31,30,Wasserbillig,15026,15736
2017/01,31,30,Wecker,6865,6323
2017/01,31,50,Arlon,53801,48188
2017/01,31,50,Bertrange,4814,5408
2017/01,31,50,Capellen,2782,3726
2017/01,31,50,Kleinbettingen,8292,7064
2017/01,31,50,Luxembourg,71254,74069
2017/01,31,50,Mamer,5514,6146
2017/01,31,50,Mamer,2631,5397
2017/01,31,60,Athus,142,0
2017/01,31,60,Audun-le-Tiche,10455,9832
2017/01,31,60,Belval,3710,6387
2017/01,31,60,Belval,2449,2179
2017/01,31,60,Belval,37369,42408
2017/01,31,60,Belvaux,2773,2233
2017/01,31,60,Berchem,11216,13768
2017/01,31,60,Bettembourg,101514,98081
2017/01,31,60,Differdange,38583,33901
2017/01,31,60,Dudelange,7785,8173
2017/01,31,60,Dudelange,12824,11303
2017/01,31,60,Dudelange,6225,6995
2017/01,31,60,Dudelange,21964,20915
2017/01,31,60,Esch-sur-Alzette,133555,123801
2017/01,31,60,Kayl,487,173
2017/01,31,60,Lamadelaine,3080,7554
2017/01,31,60,Longwy,20,0
2017/01,31,60,Luxembourg,212260,219707
2017/01,31,60,Niederkorn,5298,5236
2017/01,31,60,Noertzange,7788,6880
2017/01,31,60,Oberkorn,5727,5935
2017/01,31,60,Pétange,17323,14301
2017/01,31,60,Rodange,17608,23820
2017/01,31,60,Rumelange,817,740
2017/01,31,60,Schifflange,35449,31036
2017/01,31,60,Tétange,506,225
2017/01,31,60,Volmerange-les-Mines,3277,4543
2017/01,31,70,Athus,10535,12206
2017/01,31,70,NA,210,2464
2017/01,31,70,Bascharage,13759,14459
2017/01,31,70,Dippach,6391,8044
2017/01,31,70,NA,759,6600
2017/01,31,70,Hollerich,7854,12174
2017/01,31,70,Lamadelaine,6246,4689
2017/01,31,70,Leudelange,894,2100
2017/01,31,70,Longwy,13295,16955
2017/01,31,70,Luxembourg,92945,85358
2017/01,31,70,Pétange,24980,23699
2017/01,31,70,Rodange,36187,32646
2017/01,31,70,Schouweiler,1726,2259
2017/01,31,70,Virton,7909,0
2017/01,31,90,Bettembourg,17322,26703
2017/01,31,90,Hettange-Grande,16442,25459
2017/01,31,90,Luxembourg,169782,156546
2017/01,31,90,Thionville,158721,153559
2017/02,28,10,Clervaux,10470,10978
2017/02,28,10,Colmar-Berg,3283,3334
2017/02,28,10,Cruchten,2163,2377
2017/02,28,10,Diekirch,19262,11722
2017/02,28,10,Dommeldange,14832,18803
2017/02,28,10,Drauffelt,2989,2671
2017/02,28,10,Ettelbruck,64578,71328
2017/02,28,10,Goebelsmühle,2018,2438
2017/02,28,10,Gouvy,1459,1235
2017/02,28,10,Heisdorf,3122,3434
2017/02,28,10,Kautenbach,25513,28666
2017/02,28,10,Lintgen,6580,6493
2017/02,28,10,Lorentzweiler,4863,5556
2017/02,28,10,Luxembourg,153077,139154
2017/02,28,10,Merkholtz,0,58
2017/02,28,10,Mersch,49589,54143
2017/02,28,10,Michelau,2758,3036
2017/02,28,10,Wiltz,88,576
2017/02,28,10,Schieren,3843,4408
2017/02,28,10,Troisvierges,11891,13578
2017/02,28,10,Walferdange,9365,9434
2017/02,28,10,Wiltz,13344,10998
2017/02,28,10,Wilwerwiltz,4033,4517
2017/02,28,30,Betzdorf,1605,1698
2017/02,28,30,Cents-Hamm,877,768
2017/02,28,30,Igel,1007,1292
2017/02,28,30,Konz,2958,4358
2017/02,28,30,Luxembourg,44804,40944
2017/02,28,30,Manternach,1732,1611
2017/02,28,30,Mertert,2077,1782
2017/02,28,30,Munsbach,3985,4610
2017/02,28,30,Oetrange,2139,2116
2017/02,28,30,Roodt-sur-Syre,2278,2252
2017/02,28,30,Contern,4956,6336
2017/02,28,30,Trier,18116,18901
2017/02,28,30,Trier,4114,4833
2017/02,28,30,Wasserbillig,12820,13464
2017/02,28,30,Wecker,6287,5412
2017/02,28,50,Arlon,41697,42668
2017/02,28,50,Bertrange,3935,4796
2017/02,28,50,Capellen,2340,2979
2017/02,28,50,Kleinbettingen,7463,6434
2017/02,28,50,Luxembourg,71111,65340
2017/02,28,50,Mamer,4473,4773
2017/02,28,50,Mamer,3165,3950
2017/02,28,60,Athus,185,0
2017/02,28,60,Audun-le-Tiche,10231,9483
2017/02,28,60,Belval,2803,5058
2017/02,28,60,Belval,2086,2070
2017/02,28,60,Belval,46445,39384
2017/02,28,60,Belvaux,2542,2395
2017/02,28,60,Berchem,10059,11775
2017/02,28,60,Bettembourg,87402,86485
2017/02,28,60,Differdange,29754,28396
2017/02,28,60,Dudelange,6122,7099
2017/02,28,60,Dudelange,11192,11026
2017/02,28,60,Dudelange,5802,5899
2017/02,28,60,Dudelange,19429,18548
2017/02,28,60,Esch-sur-Alzette,112096,108861
2017/02,28,60,Kayl,480,160
2017/02,28,60,Lamadelaine,3604,3151
2017/02,28,60,Longwy,32,0
2017/02,28,60,Luxembourg,179572,190481
2017/02,28,60,Niederkorn,4849,4960
2017/02,28,60,Noertzange,7403,7060
2017/02,28,60,Oberkorn,5550,6206
2017/02,28,60,Pétange,13490,13207
2017/02,28,60,Rodange,15524,18108
2017/02,28,60,Rumelange,815,805
2017/02,28,60,Schifflange,29026,27146
2017/02,28,60,Tétange,420,165
2017/02,28,60,Volmerange-les-Mines,2240,2728
2017/02,28,70,Athus,9332,10680
2017/02,28,70,NA,200,1695
2017/02,28,70,Bascharage,13515,12568
2017/02,28,70,Dippach,5878,5638
2017/02,28,70,NA,555,690
2017/02,28,70,Hollerich,6348,11387
2017/02,28,70,Lamadelaine,5565,3919
2017/02,28,70,Leudelange,1273,1795
2017/02,28,70,Longwy,10483,12080
2017/02,28,70,Luxembourg,83847,79483
2017/02,28,70,Pétange,24034,25667
2017/02,28,70,Rodange,33030,29532
2017/02,28,70,Schouweiler,1323,1974
2017/02,28,70,Virton,1310,1235
2017/02,28,90,Bettembourg,15987,24971
2017/02,28,90,Hettange-Grande,16720,18671
2017/02,28,90,Luxembourg,157821,148732
2017/02,28,90,Thionville,120240,133940
2017/03,31,10,Clervaux,12372,13023
2017/03,31,10,Colmar-Berg,3655,4164
2017/03,31,10,Cruchten,2350,2606
2017/03,31,10,Diekirch,23831,14775
2017/03,31,10,Dommeldange,19128,23667
2017/03,31,10,Drauffelt,3624,3157
2017/03,31,10,Ettelbruck,71625,85970
2017/03,31,10,Goebelsmühle,1696,2838
2017/03,31,10,Gouvy,1298,939
2017/03,31,10,Heisdorf,3712,4379
2017/03,31,10,Kautenbach,31238,34954
2017/03,31,10,Lintgen,8445,7793
2017/03,31,10,Lorentzweiler,6213,6156
2017/03,31,10,Luxembourg,179299,162659
2017/03,31,10,Merkholtz,0,8
2017/03,31,10,Mersch,61353,65102
2017/03,31,10,Michelau,3227,3854
2017/03,31,10,Wiltz,88,576
2017/03,31,10,Schieren,4599,5245
2017/03,31,10,Troisvierges,19550,15963
2017/03,31,10,Walferdange,10875,11153
2017/03,31,10,Wiltz,17097,14290
2017/03,31,10,Wilwerwiltz,4108,5163
2017/03,31,30,Betzdorf,1766,1883
2017/03,31,30,Cents-Hamm,1004,1076
2017/03,31,30,Igel,1117,1383
2017/03,31,30,Konz,3175,5011
2017/03,31,30,Luxembourg,50938,47061
2017/03,31,30,Manternach,2378,1528
2017/03,31,30,Mertert,2669,2167
2017/03,31,30,Munsbach,4481,5489
2017/03,31,30,Oetrange,2704,2589
2017/03,31,30,Roodt-sur-Syre,2412,2725
2017/03,31,30,Contern,6229,7377
2017/03,31,30,Trier,19481,20223
2017/03,31,30,Trier,5276,5599
2017/03,31,30,Wasserbillig,13736,14870
2017/03,31,30,Wecker,7269,6159
2017/03,31,50,Arlon,48567,47018
2017/03,31,50,Bertrange,4863,5523
2017/03,31,50,Capellen,2803,3810
2017/03,31,50,Kleinbettingen,9431,8063
2017/03,31,50,Luxembourg,84792,78952
2017/03,31,50,Mamer,5600,6217
2017/03,31,50,Mamer,4508,5198
2017/03,31,60,Athus,253,0
2017/03,31,60,Audun-le-Tiche,12530,10585
2017/03,31,60,Belval,4426,7469
2017/03,31,60,Belval,2280,2323
2017/03,31,60,Belval,59661,50849
2017/03,31,60,Belvaux,2859,2967
2017/03,31,60,Berchem,11966,16105
2017/03,31,60,Bettembourg,105712,108750
2017/03,31,60,Differdange,35527,35559
2017/03,31,60,Dudelange,7782,8495
2017/03,31,60,Dudelange,13817,13909
2017/03,31,60,Dudelange,6887,7908
2017/03,31,60,Dudelange,24058,23711
2017/03,31,60,Esch-sur-Alzette,131608,132780
2017/03,31,60,Kayl,690,230
2017/03,31,60,Lamadelaine,7316,3964
2017/03,31,60,Longwy,32,0
2017/03,31,60,Luxembourg,218736,232314
2017/03,31,60,Niederkorn,5752,5779
2017/03,31,60,Noertzange,10223,8781
2017/03,31,60,Oberkorn,7201,7453
2017/03,31,60,Pétange,16765,16804
2017/03,31,60,Rodange,18173,20038
2017/03,31,60,Rumelange,1081,1127
2017/03,31,60,Schifflange,37415,33450
2017/03,31,60,Tétange,621,299
2017/03,31,60,Volmerange-les-Mines,2689,3257
2017/03,31,70,Athus,13130,13182
2017/03,31,70,NA,253,322
2017/03,31,70,Bascharage,16699,16563
2017/03,31,70,Dippach,7319,7989
2017/03,31,70,NA,736,713
2017/03,31,70,Hollerich,9259,13923
2017/03,31,70,Lamadelaine,7434,7078
2017/03,31,70,Leudelange,1672,2419
2017/03,31,70,Longwy,13928,8662
2017/03,31,70,Luxembourg,101591,97443
2017/03,31,70,Pétange,28975,34200
2017/03,31,70,Rodange,40305,36495
2017/03,31,70,Schouweiler,1656,4493
2017/03,31,70,Virton,1679,1196
2017/03,31,90,Bettembourg,20479,26356
2017/03,31,90,Hettange-Grande,19951,26415
2017/03,31,90,Luxembourg,199356,178577
2017/03,31,90,Thionville,119972,158246
2017/04,30,10,Clervaux,9880,10250
2017/04,30,10,Colmar-Berg,3555,3475
2017/04,30,10,Cruchten,2060,2035
2017/04,30,10,Diekirch,18740,13455
2017/04,30,10,Dommeldange,12905,16190
2017/04,30,10,Drauffelt,2720,2325
2017/04,30,10,Ettelbruck,59980,65910
2017/04,30,10,Goebelsmühle,1465,2225
2017/04,30,10,Gouvy,1555,1135
2017/04,30,10,Heisdorf,2970,4000
2017/04,30,10,Kautenbach,26120,27270
2017/04,30,10,Lintgen,6705,7120
2017/04,30,10,Lorentzweiler,5005,5525
2017/04,30,10,Luxembourg,144820,134420
2017/04,30,10,Merkholtz,0,110
2017/04,30,10,Mersch,48050,51180
2017/04,30,10,Michelau,2715,3415
2017/04,30,10,Wiltz,5,720
2017/04,30,10,Schieren,4420,4460
2017/04,30,10,Troisvierges,14245,12340
2017/04,30,10,Walferdange,8395,8940
2017/04,30,10,Wiltz,13225,12200
2017/04,30,10,Wilwerwiltz,3830,3980
2017/04,30,30,Betzdorf,1480,1480
2017/04,30,30,Cents-Hamm,915,835
2017/04,30,30,Igel,1110,1790
2017/04,30,30,Konz,2825,4580
2017/04,30,30,Luxembourg,45895,42170
2017/04,30,30,Manternach,1760,1590
2017/04,30,30,Mertert,1875,1770
2017/04,30,30,Munsbach,4055,4695
2017/04,30,30,Oetrange,2160,2205
2017/04,30,30,Roodt-sur-Syre,2220,2560
2017/04,30,30,Contern,5105,5355
2017/04,30,30,Trier,19470,18770
2017/04,30,30,Trier,4550,5555
2017/04,30,30,Wasserbillig,12475,13820
2017/04,30,30,Wecker,5985,5580
2017/04,30,50,Arlon,35595,37930
2017/04,30,50,Bertrange,3840,4490
2017/04,30,50,Capellen,2455,3000
2017/04,30,50,Kleinbettingen,5810,7520
2017/04,30,50,Luxembourg,68930,61860
2017/04,30,50,Mamer,3795,5020
2017/04,30,50,Mamer,1750,1780
2017/04,30,60,Athus,150,0
2017/04,30,60,Audun-le-Tiche,9275,7875
2017/04,30,60,Belval,2210,4560
2017/04,30,60,Belval,2150,2095
2017/04,30,60,Belval,52410,44860
2017/04,30,60,Belvaux,2290,2345
2017/04,30,60,Berchem,9245,12580
2017/04,30,60,Bettembourg,90395,93140
2017/04,30,60,Differdange,32070,29770
2017/04,30,60,Dudelange,6165,7195
2017/04,30,60,Dudelange,11175,10825
2017/04,30,60,Dudelange,5790,5680
2017/04,30,60,Dudelange,19545,18655
2017/04,30,60,Esch-sur-Alzette,111640,109275
2017/04,30,60,Kayl,420,150
2017/04,30,60,Lamadelaine,4045,4640
2017/04,30,60,Longwy,40,0
2017/04,30,60,Luxembourg,176955,191805
2017/04,30,60,Niederkorn,5315,4970
2017/04,30,60,Noertzange,7990,7450
2017/04,30,60,Oberkorn,6485,6320
2017/04,30,60,Pétange,14500,13475
2017/04,30,60,Rodange,16980,18720
2017/04,30,60,Rumelange,730,600
2017/04,30,60,Schifflange,30800,27420
2017/04,30,60,Tétange,330,250
2017/04,30,60,Volmerange-les-Mines,2210,2795
2017/04,30,70,Athus,10930,12530
2017/04,30,70,NA,180,170
2017/04,30,70,Bascharage,13160,13785
2017/04,30,70,Dippach,5535,5925
2017/04,30,70,NA,470,490
2017/04,30,70,Hollerich,7285,11745
2017/04,30,70,Lamadelaine,5045,5230
2017/04,30,70,Leudelange,1555,1805
2017/04,30,70,Longwy,10700,8405
2017/04,30,70,Luxembourg,87615,79030
2017/04,30,70,Pétange,24575,29045
2017/04,30,70,Rodange,32945,31245
2017/04,30,70,Schouweiler,1285,2925
2017/04,30,70,Virton,1160,830
2017/04,30,90,Bettembourg,16865,24965
2017/04,30,90,Hettange-Grande,14655,20280
2017/04,30,90,Luxembourg,161345,164415
2017/04,30,90,Thionville,93490,100570
2017/05,31,10,Clervaux,11174,12852
2017/05,31,10,Colmar-Berg,3975,3976
2017/05,31,10,Cruchten,2767,2402
2017/05,31,10,Diekirch,25390,16468
2017/05,31,10,Dommeldange,18303,23755
2017/05,31,10,Drauffelt,3363,2888
2017/05,31,10,Ettelbruck,68167,85665
2017/05,31,10,Goebelsmühle,1653,3020
2017/05,31,10,Gouvy,768,814
2017/05,31,10,Heisdorf,4250,4275
2017/05,31,10,Kautenbach,31032,31925
2017/05,31,10,Lintgen,9129,8939
2017/05,31,10,Lorentzweiler,6128,6811
2017/05,31,10,Luxembourg,177969,160378
2017/05,31,10,Merkholtz,0,22
2017/05,31,10,Mersch,61806,64832
2017/05,31,10,Michelau,3332,4409
2017/05,31,10,Wiltz,16,604
2017/05,31,10,Schieren,4585,5437
2017/05,31,10,Troisvierges,18569,14762
2017/05,31,10,Walferdange,10789,10778
2017/05,31,10,Wiltz,16287,14699
2017/05,31,10,Wilwerwiltz,3887,3855
2017/05,31,30,Betzdorf,1664,2229
2017/05,31,30,Cents-Hamm,1225,1005
2017/05,31,30,Igel,1284,1255
2017/05,31,30,Konz,3765,5655
2017/05,31,30,Luxembourg,51215,48579
2017/05,31,30,Manternach,2299,1368
2017/05,31,30,Mertert,2521,2318
2017/05,31,30,Munsbach,4982,5941
2017/05,31,30,Oetrange,2551,2627
2017/05,31,30,Roodt-sur-Syre,2382,2717
2017/05,31,30,Contern,6965,7807
2017/05,31,30,Trier,20881,17007
2017/05,31,30,Trier,5196,7135
2017/05,31,30,Wasserbillig,14902,16433
2017/05,31,30,Wecker,6794,7103
2017/05,31,50,Arlon,42403,46352
2017/05,31,50,Bertrange,4833,5408
2017/05,31,50,Capellen,3070,3868
2017/05,31,50,Kleinbettingen,7762,7011
2017/05,31,50,Luxembourg,86153,81758
2017/05,31,50,Mamer,4421,6031
2017/05,31,50,Mamer,4451,3829
2017/05,31,60,Athus,239,0
2017/05,31,60,Audun-le-Tiche,11547,10034
2017/05,31,60,Belval,6071,6210
2017/05,31,60,Belval,2900,2795
2017/05,31,60,Belval,65780,53506
2017/05,31,60,Belvaux,2785,2831
2017/05,31,60,Berchem,11778,16289
2017/05,31,60,Bettembourg,109308,104262
2017/05,31,60,Differdange,36693,37465
2017/05,31,60,Dudelange,7889,8935
2017/05,31,60,Dudelange,13298,13901
2017/05,31,60,Dudelange,6444,7189
2017/05,31,60,Dudelange,24550,24032
2017/05,31,60,Esch-sur-Alzette,129176,131725
2017/05,31,60,Kayl,654,220
2017/05,31,60,Lamadelaine,7980,7411
2017/05,31,60,Longwy,32,0
2017/05,31,60,Luxembourg,216982,228081
2017/05,31,60,Niederkorn,6394,6606
2017/05,31,60,Noertzange,10274,8921
2017/05,31,60,Oberkorn,8343,8465
2017/05,31,60,Pétange,18488,18535
2017/05,31,60,Rodange,18538,22431
2017/05,31,60,Rumelange,1058,1051
2017/05,31,60,Schifflange,37061,32722
2017/05,31,60,Tétange,579,297
2017/05,31,60,Volmerange-les-Mines,2695,3648
2017/05,31,70,Athus,15939,15166
2017/05,31,70,NA,245,148
2017/05,31,70,Bascharage,17871,18479
2017/05,31,70,Dippach,7891,7643
2017/05,31,70,NA,702,668
2017/05,31,70,Hollerich,9153,13732
2017/05,31,70,Lamadelaine,6497,8238
2017/05,31,70,Leudelange,1982,2072
2017/05,31,70,Longwy,12979,10212
2017/05,31,70,Luxembourg,112794,99525
2017/05,31,70,Pétange,31117,39211
2017/05,31,70,Rodange,37982,38740
2017/05,31,70,Schouweiler,1759,4479
2017/05,31,70,Virton,1619,1173
2017/05,31,90,Bettembourg,21790,28683
2017/05,31,90,Hettange-Grande,20410,22713
2017/05,31,90,Luxembourg,208750,198724
2017/05,31,90,Thionville,66793,96435
2017/06,30,10,Clervaux,10595,12092
2017/06,30,10,Colmar-Berg,3709,4037
2017/06,30,10,Cruchten,2451,2153
2017/06,30,10,Diekirch,23162,16943
2017/06,30,10,Dommeldange,16165,24413
2017/06,30,10,Drauffelt,3007,2850
2017/06,30,10,Ettelbruck,64463,78712
2017/06,30,10,Goebelsmühle,1734,2492
2017/06,30,10,Gouvy,701,370
2017/06,30,10,Heisdorf,3426,3857
2017/06,30,10,Kautenbach,29675,29802
2017/06,30,10,Lintgen,7640,7698
2017/06,30,10,Lorentzweiler,5219,6272
2017/06,30,10,Luxembourg,165503,144984
2017/06,30,10,Merkholtz,6,6
2017/06,30,10,Mersch,54311,60245
2017/06,30,10,Michelau,3198,4242
2017/06,30,10,Wiltz,16,604
2017/06,30,10,Schieren,4336,4443
2017/06,30,10,Troisvierges,15959,14676
2017/06,30,10,Walferdange,9176,10745
2017/06,30,10,Wiltz,15558,13519
2017/06,30,10,Wilwerwiltz,3916,4000
2017/06,30,30,Betzdorf,1661,2004
2017/06,30,30,Cents-Hamm,1057,705
2017/06,30,30,Igel,1244,1564
2017/06,30,30,Konz,3645,5393
2017/06,30,30,Luxembourg,48521,46256
2017/06,30,30,Manternach,1867,1221
2017/06,30,30,Mertert,2028,1875
2017/06,30,30,Munsbach,4749,5206
2017/06,30,30,Oetrange,2102,2208
2017/06,30,30,Roodt-sur-Syre,2305,2565
2017/06,30,30,Contern,6267,7932
2017/06,30,30,Trier,21681,16872
2017/06,30,30,Trier,4995,6784
2017/06,30,30,Wasserbillig,13866,15533
2017/06,30,30,Wecker,6244,6757
2017/06,30,50,Arlon,35494,36766
2017/06,30,50,Bertrange,4521,4409
2017/06,30,50,Capellen,2956,3683
2017/06,30,50,Kleinbettingen,6745,6885
2017/06,30,50,Luxembourg,76161,71385
2017/06,30,50,Mamer,4373,5646
2017/06,30,50,Mamer,3548,3064
2017/06,30,60,Athus,200,0
2017/06,30,60,Audun-le-Tiche,10682,9208
2017/06,30,60,Belval,5039,5378
2017/06,30,60,Belval,2712,2991
2017/06,30,60,Belval,54665,50881
2017/06,30,60,Belvaux,2378,2762
2017/06,30,60,Berchem,11347,15434
2017/06,30,60,Bettembourg,101393,98071
2017/06,30,60,Differdange,35790,35019
2017/06,30,60,Dudelange,7395,8846
2017/06,30,60,Dudelange,12143,11999
2017/06,30,60,Dudelange,5983,6959
2017/06,30,60,Dudelange,22358,21694
2017/06,30,60,Esch-sur-Alzette,125697,126089
2017/06,30,60,Kayl,248,270
2017/06,30,60,Lamadelaine,5623,6242
2017/06,30,60,Longwy,32,0
2017/06,30,60,Luxembourg,210073,209197
2017/06,30,60,Niederkorn,5904,6302
2017/06,30,60,Noertzange,8988,9791
2017/06,30,60,Oberkorn,7792,8319
2017/06,30,60,Pétange,17537,18265
2017/06,30,60,Rodange,17674,19956
2017/06,30,60,Rumelange,1030,766
2017/06,30,60,Schifflange,34382,31039
2017/06,30,60,Tétange,260,252
2017/06,30,60,Volmerange-les-Mines,2498,4342
2017/06,30,70,Athus,14418,14566
2017/06,30,70,NA,218,210
2017/06,30,70,Bascharage,17235,16559
2017/06,30,70,Dippach,6621,6668
2017/06,30,70,NA,608,660
2017/06,30,70,Hollerich,8574,14108
2017/06,30,70,Lamadelaine,5907,6170
2017/06,30,70,Leudelange,1887,2057
2017/06,30,70,Longwy,13062,10288
2017/06,30,70,Luxembourg,103097,97405
2017/06,30,70,Pétange,30114,35595
2017/06,30,70,Rodange,38836,36136
2017/06,30,70,Schouweiler,1478,2795
2017/06,30,70,Virton,1426,1130
2017/06,30,90,Bettembourg,23130,30016
2017/06,30,90,Hettange-Grande,19757,22683
2017/06,30,90,Luxembourg,203820,209762
2017/06,30,90,Thionville,65332,82804
2017/07,31,10,Clervaux,9913,11912
2017/07,31,10,Colmar-Berg,3827,3645
2017/07,31,10,Cruchten,2534,2329
2017/07,31,10,Diekirch,19719,16155
2017/07,31,10,Dommeldange,15199,22015
2017/07,31,10,Drauffelt,2533,2970
2017/07,31,10,Ettelbruck,61087,72197
2017/07,31,10,Goebelsmühle,1897,2439
2017/07,31,10,Gouvy,884,318
2017/07,31,10,Heisdorf,3426,4060
2017/07,31,10,Kautenbach,27503,28832
2017/07,31,10,Lintgen,7314,7556
2017/07,31,10,Lorentzweiler,5519,6125
2017/07,31,10,Luxembourg,156648,136554
2017/07,31,10,Merkholtz,0,11
2017/07,31,10,Mersch,48810,53929
2017/07,31,10,Michelau,3174,4299
2017/07,31,10,Wiltz,130,755
2017/07,31,10,Schieren,3938,4232
2017/07,31,10,Troisvierges,13883,14171
2017/07,31,10,Walferdange,8185,9352
2017/07,31,10,Wiltz,15042,12893
2017/07,31,10,Wilwerwiltz,3682,3896
2017/07,31,30,Betzdorf,1634,2066
2017/07,31,30,Cents-Hamm,1163,720
2017/07,31,30,Igel,1242,1799
2017/07,31,30,Konz,3531,5057
2017/07,31,30,Luxembourg,49352,46597
2017/07,31,30,Manternach,1746,1488
2017/07,31,30,Mertert,1810,1722
2017/07,31,30,Munsbach,4469,4662
2017/07,31,30,Oetrange,1939,2197
2017/07,31,30,Roodt-sur-Syre,2404,2675
2017/07,31,30,Contern,5944,7135
2017/07,31,30,Trier,23459,19719
2017/07,31,30,Trier,4898,6573
2017/07,31,30,Wasserbillig,13344,14693
2017/07,31,30,Wecker,5996,6597
2017/07,31,50,Arlon,30831,31441
2017/07,31,50,Bertrange,4535,4389
2017/07,31,50,Capellen,2841,3510
2017/07,31,50,Kleinbettingen,6007,6060
2017/07,31,50,Luxembourg,68662,66437
2017/07,31,50,Mamer,5573,5939
2017/07,31,50,Mamer,2306,1972
2017/07,31,60,Athus,154,0
2017/07,31,60,Audun-le-Tiche,10031,8223
2017/07,31,60,Belval,3837,4160
2017/07,31,60,Belval,2759,2904
2017/07,31,60,Belval,48121,46897
2017/07,31,60,Belvaux,2098,2460
2017/07,31,60,Berchem,10401,13996
2017/07,31,60,Bettembourg,94523,94994
2017/07,31,60,Differdange,33919,32947
2017/07,31,60,Dudelange,7179,8268
2017/07,31,60,Dudelange,11618,11379
2017/07,31,60,Dudelange,6436,6124
2017/07,31,60,Dudelange,21210,19495
2017/07,31,60,Esch-sur-Alzette,120001,117032
2017/07,31,60,Kayl,242,282
2017/07,31,60,Lamadelaine,4263,3981
2017/07,31,60,Longwy,35,0
2017/07,31,60,Luxembourg,194189,194513
2017/07,31,60,Niederkorn,5347,5923
2017/07,31,60,Noertzange,7526,9283
2017/07,31,60,Oberkorn,7251,8037
2017/07,31,60,Pétange,16683,16456
2017/07,31,60,Rodange,15262,18161
2017/07,31,60,Rumelange,836,518
2017/07,31,60,Schifflange,31389,28447
2017/07,31,60,Tétange,195,264
2017/07,31,60,Volmerange-les-Mines,2587,3307
2017/07,31,70,Athus,12816,13465
2017/07,31,70,NA,165,269
2017/07,31,70,Bascharage,15521,15689
2017/07,31,70,Dippach,5781,6794
2017/07,31,70,NA,474,630
2017/07,31,70,Hollerich,8241,13595
2017/07,31,70,Lamadelaine,5408,5150
2017/07,31,70,Leudelange,1780,1937
2017/07,31,70,Longwy,11940,11529
2017/07,31,70,Luxembourg,96205,90729
2017/07,31,70,Pétange,28322,30414
2017/07,31,70,Rodange,37692,33990
2017/07,31,70,Schouweiler,1404,2443
2017/07,31,70,Virton,1192,1047
2017/07,31,90,Bettembourg,18954,24818
2017/07,31,90,Hettange-Grande,14969,16267
2017/07,31,90,Luxembourg,170842,175922
2017/07,31,90,Thionville,54735,63481
2017/08,31,10,Clervaux,11316,11562
2017/08,31,10,Colmar-Berg,3262,2974
2017/08,31,10,Cruchten,2398,2990
2017/08,31,10,Diekirch,16013,12775
2017/08,31,10,Dommeldange,10401,10918
2017/08,31,10,Drauffelt,2005,2772
2017/08,31,10,Ettelbruck,58450,59544
2017/08,31,10,Goebelsmühle,2531,2200
2017/08,31,10,Gouvy,1247,299
2017/08,31,10,Heisdorf,2808,3960
2017/08,31,10,Kautenbach,22752,25484
2017/08,31,10,Lintgen,5973,6696
2017/08,31,10,Lorentzweiler,4448,5799
2017/08,31,10,Luxembourg,139078,130808
2017/08,31,10,Merkholtz,207,0
2017/08,31,10,Mersch,39417,41532
2017/08,31,10,Michelau,3058,4307
2017/08,31,10,Wiltz,246,1064
2017/08,31,10,Schieren,3395,3817
2017/08,31,10,Troisvierges,12159,17543
2017/08,31,10,Walferdange,7178,7483
2017/08,31,10,Wiltz,11667,9631
2017/08,31,10,Wilwerwiltz,4048,3338
2017/08,31,30,Betzdorf,1709,2245
2017/08,31,30,Cents-Hamm,1425,857
2017/08,31,30,Igel,1230,2295
2017/08,31,30,Konz,4087,5367
2017/08,31,30,Luxembourg,50479,49179
2017/08,31,30,Manternach,1497,1988
2017/08,31,30,Mertert,1954,1605
2017/08,31,30,Munsbach,4764,4445
2017/08,31,30,Oetrange,1885,2209
2017/08,31,30,Roodt-sur-Syre,2301,2889
