Id,geometry_ATP,stop_id,stop_name,localite_ATP,label,Label_cor,country-corrected,localite_ACT,dist,rue,code_postal,similar_to_locATP,similar_to_locACT,coord_x,coord_y
3433,POINT (75500.98491713974 76354.21523137187),2.002E+11,"Rollingergrund, Val St André",Rollingergrund,,Luxembourg,L,Luxembourg,25.23884633,Rue de Rollingergrund,2441,"['Linger', 'Rollingen', 'Olingen', 'Grundhof', 'Igel']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",75500.98492,76354.21523
3434,POINT (75598.89067111067 77075.30406578543),2.002E+11,"Rollingergrund, Villeroy & Boch",Rollingergrund,,Luxembourg,L,Luxembourg,42.27696994,Rue de Rollingergrund,2441,"['Linger', 'Rollingen', 'Olingen', 'Grundhof', 'Igel']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",75598.89067,77075.30407
3435,POINT (75561.87872035449 77048.97393614496),2.002E+11,"Rollingergrund, Villeroy & Boch",Rollingergrund,,Luxembourg,L,Luxembourg,77.42065245,Rue de Rollingergrund,2441,"['Linger', 'Rollingen', 'Olingen', 'Grundhof', 'Igel']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",75561.87872,77048.97394
3907,POINT (77750.78617069311 74561.94237656769),2.002E+11,"Verlorenkost, Al Molkerei",Verlorenkost,,Luxembourg,L,Luxembourg,25.17742484,Boulevard d'Avranches,1160,"['Perl', 'Berlé', 'Born', 'Perlé', 'Kopstal']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77750.78617,74561.94238
3908,POINT (77754.53720008228 74543.03308862327),2.002E+11,"Verlorenkost, Al Molkerei",Verlorenkost,,Luxembourg,L,Luxembourg,8.066411286,Boulevard d'Avranches,1160,"['Perl', 'Berlé', 'Born', 'Perlé', 'Kopstal']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77754.5372,74543.03309
3909,POINT (78129.46925723333 74789.36426506858),2.002E+11,"Verlorenkost, Général Patton",Verlorenkost,,Luxembourg,L,Luxembourg,20.79177194,Boulevard Général George S. Patton,2316,"['Perl', 'Berlé', 'Born', 'Perlé', 'Kopstal']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",78129.46926,74789.36427
3910,POINT (78120.94502593797 74803.04744298452),2.002E+11,"Verlorenkost, Général Patton",Verlorenkost,,Luxembourg,L,Luxembourg,29.80434052,Boulevard Général George S. Patton,2316,"['Perl', 'Berlé', 'Born', 'Perlé', 'Kopstal']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",78120.94503,74803.04744
4058,POINT (77690.16796087087 77074.14907104312),2.002E+11,"Weimerskirch, Duerf",Weimerskirch,,Luxembourg,L,Luxembourg,26.00577205,Fond St Martin,2135,"['Weiler', 'Merzkirchen', 'Diekirch', 'Mersch', 'Remerschen']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77690.16796,77074.14907
4059,POINT (77680.35083139151 77094.72933305555),2.002E+11,"Weimerskirch, Duerf",Weimerskirch,,Luxembourg,L,Luxembourg,27.34717881,Rue Schetzel,2518,"['Weiler', 'Merzkirchen', 'Diekirch', 'Mersch', 'Remerschen']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77680.35083,77094.72933
638,POINT (77770.68972539816 73901.27457051075),2.002E+11,"Bonnevoie, Rotonde",Bonnevoie,,Luxembourg Gare PE,L,Luxembourg,3.764734234,Rue de Bonnevoie,1260,"['Born', 'Bigonville', 'Bonnal', 'Boevange', 'Thionville']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77770.68973,73901.27457
639,POINT (77773.70446498567 73847.33063664516),2.002E+11,"Bonnevoie, Rotonde",Bonnevoie,,Luxembourg Gare PE,L,Luxembourg,5.835696637,Rue de Bonnevoie,1260,"['Born', 'Bigonville', 'Bonnal', 'Boevange', 'Thionville']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77773.70446,73847.33064
2576,POINT (77435.01784527209 73834.57395596655),2.002E+11,"Luxembourg, Gare Centrale Quai 105",Luxembourg,,Luxembourg Gare PE,L,Luxembourg,12.17983712,Place de la Gare,1616,"['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77435.01785,73834.57396
2577,POINT (77414.09998922778 73778.75009968903),2.002E+11,"Luxembourg, Gare Centrale Quai 106",Luxembourg,,Luxembourg Gare PE,L,Luxembourg,60.21868717,Place de la Gare,1616,"['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77414.09999,73778.7501
2578,POINT (77467.23327311558 73776.83496372518),2.002E+11,"Luxembourg, Gare Centrale routière",Luxembourg,,Luxembourg Gare PE,L,Luxembourg,11.74916578,Place de la Gare,1616,"['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77467.23327,73776.83496
2579,POINT (77488.00731038075 73835.55086387406),2.002E+11,"Luxembourg, Gare Centrale routière",Luxembourg,,Luxembourg Gare PE,L,Luxembourg,10.04949053,Place de la Gare,1616,"['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77488.00731,73835.55086
2580,POINT (77456.10156704536 73779.39813309273),2.002E+11,"Luxembourg, Gare Centrale routière",Luxembourg,,Luxembourg Gare PE,L,Luxembourg,21.93493303,Place de la Gare,1616,"['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77456.10157,73779.39813
2581,POINT (77475.86409937868 73839.1154473573),2.002E+11,"Luxembourg, Gare Centrale routière",Luxembourg,,Luxembourg Gare PE,L,Luxembourg,20.98597497,Place de la Gare,1616,"['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77475.8641,73839.11545
2582,POINT (77701.80721057775 73924.65905859724),2.002E+11,"Luxembourg, Gare Rocade",Luxembourg,,Luxembourg Gare PE,L,Luxembourg,47.10250216,Rue de Bonnevoie,1260,"['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77701.80721,73924.65906
2583,POINT (77671.91712557434 73841.58847286654),2.002E+11,"Luxembourg, Gare Rocade",Luxembourg,,Luxembourg Gare PE,L,Luxembourg,30.22685656,Rue Antoine Godart,1633,"['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77671.91713,73841.58847
2584,POINT (77715.83076604141 73923.20743248613),2.002E+11,"Luxembourg, Gare Rocade",Luxembourg,,Luxembourg Gare PE,L,Luxembourg,34.86381954,Rue de Bonnevoie,1260,"['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77715.83077,73923.20743
622,POINT (77723.26256481327 73355.19316829479),2.002E+11,"Bonnevoie, Dernier Sol",Bonnevoie,,Lycée Bouneweg PE,L,Luxembourg,23.41007652,Route de Thionville,2610,"['Born', 'Bigonville', 'Bonnal', 'Boevange', 'Thionville']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77723.26256,73355.19317
623,POINT (77745.46610559506 73375.98271161164),2.002E+11,"Bonnevoie, Dernier Sol",Bonnevoie,,Lycée Bouneweg PE,L,Luxembourg,27.16827019,Dernier Sol,2543,"['Born', 'Bigonville', 'Bonnal', 'Boevange', 'Thionville']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77745.46611,73375.98271
633,POINT (78016.28787977945 72961.02238692355),2.002E+11,"Bonnevoie, Lycée Bouneweg PE",Bonnevoie,,Lycée Bouneweg PE,L,Luxembourg,24.09919883,Route de Thionville,2611,"['Born', 'Bigonville', 'Bonnal', 'Boevange', 'Thionville']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",78016.28788,72961.02239
634,POINT (77890.7977525941 72839.16880257508),2.002E+11,"Bonnevoie, Lycée Bouneweg PE",Bonnevoie,,Lycée Bouneweg PE,L,Luxembourg,34.80635484,Rue de Neufchâteau,2223,"['Born', 'Bigonville', 'Bonnal', 'Boevange', 'Thionville']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77890.79775,72839.1688
635,POINT (77942.55996900624 72819.12965591921),2.002E+11,"Bonnevoie, Lycée Bouneweg PE",Bonnevoie,,Lycée Bouneweg PE,L,Luxembourg,28.19994224,Rue de Neufchâteau,2223,"['Born', 'Bigonville', 'Bonnal', 'Boevange', 'Thionville']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77942.55997,72819.12966
636,POINT (78051.45171478418 72824.2070921085),2.002E+11,"Bonnevoie, Lycée Bouneweg PE",Bonnevoie,,Lycée Bouneweg PE,L,Luxembourg,14.81689107,Route de Thionville,2610,"['Born', 'Bigonville', 'Bonnal', 'Boevange', 'Thionville']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",78051.45171,72824.20709
637,POINT (77918.4834865543 72821.25174016115),2.002E+11,"Bonnevoie, Lycée Bouneweg PE",Bonnevoie,,Lycée Bouneweg PE,L,Luxembourg,21.52886158,Rue de Neufchâteau,2223,"['Born', 'Bigonville', 'Bonnal', 'Boevange', 'Thionville']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77918.48349,72821.25174
2573,POINT (76790.38913517084 75062.0234739964),2.002E+11,"Luxembourg/Centre, Monterey",Luxembourg/centre,,Monterey PE,L,Luxembourg,36.46123528,Avenue Monterey,2163,"['Bour', 'Berbourg', 'Born', 'Bous', 'Ansembourg']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",76790.38914,75062.02347
2574,POINT (76729.88768428717 75048.7121131884),2.002E+11,"Luxembourg/Centre, Monterey",Luxembourg/centre,,Monterey PE,L,Luxembourg,94.13022978,Avenue Monterey,2163,"['Bour', 'Berbourg', 'Born', 'Bous', 'Ansembourg']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",76729.88768,75048.71211
2575,POINT (76688.48065351137 75059.19157729074),2.002E+11,"Luxembourg/Centre, Monterey",Luxembourg/centre,,Monterey PE,L,Luxembourg,61.86133438,Avenue Monterey,2163,"['Bour', 'Berbourg', 'Born', 'Bous', 'Ansembourg']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",76688.48065,75059.19158
822,POINT (77163.65786277344 75432.30219934206),2.002E+11,"Centre, Badanstalt",Centre,,Theater/Pont Rouge PE,L,Luxembourg,7.487952712,Rue des Bains,1212,"['Contern', 'Ernster', 'Blaschette', 'Folschette', 'Koetschette']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77163.65786,75432.3022
823,POINT (77196.68563713164 75433.6201355492),2.002E+11,"Centre, Badanstalt",Centre,,Theater/Pont Rouge PE,L,Luxembourg,24.90724155,Rue des Bains,1212,"['Contern', 'Ernster', 'Blaschette', 'Folschette', 'Koetschette']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77196.68564,75433.62014
826,POINT (77023.58315057436 75671.16997100455),2.002E+11,"Centre, Fondation Pescatore",Centre,,Theater/Pont Rouge PE,L,Luxembourg,97.57426707,Avenue Jean-Pierre Pescatore,2324,"['Contern', 'Ernster', 'Blaschette', 'Folschette', 'Koetschette']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77023.58315,75671.16997
827,POINT (76996.71310893356 75695.20847738218),2.002E+11,"Centre, Fondation Pescatore",Centre,,Theater/Pont Rouge PE,L,Luxembourg,105.4642356,Boulevard de la Foire,1528,"['Contern', 'Ernster', 'Blaschette', 'Folschette', 'Koetschette']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",76996.71311,75695.20848
2345,POINT (77626.48507458197 75976.07504142317),2.002E+11,"Kirchberg, Rout Bréck - Pafendall (Bus)",Kirchberg,,Theater/Pont Rouge PE,L,Luxembourg,54.82027476,Avenue John F. Kennedy,1855,"['Berg', 'Bergem', 'Berlé', 'Merzkirchen', 'Garche']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77626.48507,75976.07504
2346,POINT (77683.92900831132 75965.26237165883),2.002E+11,"Kirchberg, Rout Bréck - Pafendall (Bus)",Kirchberg,,Theater/Pont Rouge PE,L,Luxembourg,54.63117786,Avenue John F. Kennedy,1855,"['Berg', 'Bergem', 'Berlé', 'Merzkirchen', 'Garche']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",77683.92901,75965.26237
2359,POINT (76019.4879421306 71010.70557932447),2.002E+11,"Kockelscheuer, Camping",Kockelscheuer,Kockelscheuer,Kockelscheuer,L,Luxembourg,177.8712536,Route de Bettembourg,1899,"['Kockelscheuer', 'Eschette', 'Koetschette', 'Eischen', 'Eschweiler']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",76019.48794,71010.70558
2360,POINT (76035.7765089016 71031.26989975676),2.002E+11,"Kockelscheuer, Camping",Kockelscheuer,Kockelscheuer,Kockelscheuer,L,Luxembourg,202.4708063,Route de Bettembourg,1899,"['Kockelscheuer', 'Eschette', 'Koetschette', 'Eischen', 'Eschweiler']","['Bour', 'Stolzembourg', 'Ansembourg', 'Born', 'Bous']",76035.77651,71031.2699
1114,POINT (100516.49434641647 79661.8182324365),2.005E+11,"(D) NITTEL, Rochusstrasse",Nittel,Nittel,Nittel,D,Machtum,1177.299232,Route du Vin,6841,"['Nittel', 'Ell', 'Bettel', 'Igel', 'Ettelbruck']","['Machtum', 'Ahn', 'Niederwampach', 'Oberwampach', 'Weiswampach']",100516.4943,79661.81823
2588,POINT (99367.6836774535 80616.22779701362),2.00181E+11,"Machtum, Bei Kallek's",Machtum,Machtum,Machtum,L,Machtum,18.83348069,Rue de l'École,6841,"['Machtum', 'Ahn', 'Niederwampach', 'Oberwampach', 'Weiswampach']","['Machtum', 'Ahn', 'Niederwampach', 'Oberwampach', 'Weiswampach']",99367.68368,80616.2278
2589,POINT (98553.8715058261 80834.71145483555),2.00181E+11,"Machtum, Deisermillen",Machtum,Machtum,Machtum,L,Machtum,24.55432271,Route du Vin,6841,"['Machtum', 'Ahn', 'Niederwampach', 'Oberwampach', 'Weiswampach']","['Machtum', 'Ahn', 'Niederwampach', 'Oberwampach', 'Weiswampach']",98553.87151,80834.71145
2590,POINT (98549.92151762085 80807.5591390305),2.00181E+11,"Machtum, Deisermillen",Machtum,Machtum,Machtum,L,Machtum,26.4375775,Route du Vin,6841,"['Machtum', 'Ahn', 'Niederwampach', 'Oberwampach', 'Weiswampach']","['Machtum', 'Ahn', 'Niederwampach', 'Oberwampach', 'Weiswampach']",98549.92152,80807.55914
2591,POINT (99023.34338475765 80619.23228930484),2.00181E+11,"Machtum, Gellebur",Machtum,Machtum,Machtum,L,Machtum,23.93902984,Route du Vin,6841,"['Machtum', 'Ahn', 'Niederwampach', 'Oberwampach', 'Weiswampach']","['Machtum', 'Ahn', 'Niederwampach', 'Oberwampach', 'Weiswampach']",99023.34338,80619.23229
2592,POINT (99059.37388884416 80618.69178874417),2.00181E+11,"Machtum, Gellebur",Machtum,Machtum,Machtum,L,Machtum,16.96479232,Route du Vin,6841,"['Machtum', 'Ahn', 'Niederwampach', 'Oberwampach', 'Weiswampach']","['Machtum', 'Ahn', 'Niederwampach', 'Oberwampach', 'Weiswampach']",99059.37389,80618.69179
2593,POINT (99454.33139361361 80574.49587530147),2.00181E+11,"Machtum, Ongkaf",Machtum,Machtum,Machtum,L,Machtum,15.58859274,Route du Vin,6841,"['Machtum', 'Ahn', 'Niederwampach', 'Oberwampach', 'Weiswampach']","['Machtum', 'Ahn', 'Niederwampach', 'Oberwampach', 'Weiswampach']",99454.33139,80574.49588
2979,POINT (99759.7584054296 79958.52942579628),2.005E+11,"Nittel, Bahnhof",Nittel,Nittel,Nittel,D,Machtum,453.6573989,Route du Vin,6841,"['Nittel', 'Ell', 'Bettel', 'Igel', 'Ettelbruck']","['Machtum', 'Ahn', 'Niederwampach', 'Oberwampach', 'Weiswampach']",99759.75841,79958.52943
2980,POINT (99753.3645787503 79969.29484990092),2.005E+11,"Nittel, Bahnhof",Nittel,Nittel,Nittel,D,Machtum,441.241613,Route du Vin,6841,"['Nittel', 'Ell', 'Bettel', 'Igel', 'Ettelbruck']","['Machtum', 'Ahn', 'Niederwampach', 'Oberwampach', 'Weiswampach']",99753.36458,79969.29485
2609,POINT (70447.64241901906 76419.85746413661),2.00191E+11,"Mamer (Lycée), Gare routière",Mamer ,,Mamer ,L,Mamer,88.43779368,Rue Gaston Thorn,8268,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",70447.64242,76419.85746
2594,POINT (69930.03051826241 77144.73584710281),2.00191E+11,"MAMER, Arelerstrooss",Mamer,Mamer,Mamer,L,Mamer,12.61431421,Route d'Arlon,8210,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",69930.03052,77144.73585
2595,POINT (69890.53460917603 77157.26569200345),2.00191E+11,"MAMER, Arelerstrooss",Mamer,Mamer,Mamer,L,Mamer,12.54504992,Route d'Arlon,8210,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",69890.53461,77157.26569
2596,POINT (69724.90649790464 77252.11397238291),2.00191E+11,"Mamer, Baerendall",Mamer,Mamer,Mamer,L,Mamer,27.01304422,Route d'Arlon,8211,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",69724.9065,77252.11397
2597,POINT (69709.85893778343 77279.61436202361),2.00191E+11,"Mamer, Baerendall",Mamer,Mamer,Mamer,L,Mamer,7.095750418,Route d'Arlon,8210,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",69709.85894,77279.61436
2598,POINT (69675.61214349126 77125.19011789585),2.00191E+11,"MAMER, C.I.P.A.",Mamer,Mamer,Mamer,L,Mamer,14.43277839,Rue Marie-Paule Molitor-Peffer,8245,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",69675.61214,77125.19012
2599,POINT (68709.77995819526 76550.51930303981),2.00191E+11,"MAMER, Coq Hardi",Mamer,Mamer,Mamer,L,Mamer,19.37598893,Route de Holzem,8232,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",68709.77996,76550.5193
2600,POINT (68626.37805243951 76506.31423392217),2.00191E+11,"MAMER, Coq Hardi",Mamer,Mamer,Mamer,L,Mamer,25.61649205,Rue Marie-Jeanne Birckel,8241,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",68626.37805,76506.31423
2601,POINT (69073.36814338763 77707.83505439598),2.00191E+11,"MAMER, Eglantiers",Mamer,Mamer,Mamer,L,Mamer,25.28171775,Rue des Eglantiers,8227,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",69073.36814,77707.83505
2602,POINT (69044.63455059064 77752.71551710245),2.00191E+11,"MAMER, Eglantiers",Mamer,Mamer,Mamer,L,Mamer,38.68267691,Rue des Eglantiers,8227,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",69044.63455,77752.71552
2603,POINT (69211.79061270044 76981.60692545012),2.00191E+11,"Mamer, Eisebunnsbréck",Mamer,Mamer,Mamer,L,Mamer,10.37859894,Rue de la Gare,8229,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",69211.79061,76981.60693
2604,POINT (69208.20956627975 76997.5188872156),2.00191E+11,"Mamer, Eisebunnsbréck",Mamer,Mamer,Mamer,L,Mamer,13.38536984,Rue du Commerce,8220,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",69208.20957,76997.51889
2605,POINT (70149.29576256081 76981.95098314156),2.00191E+11,"Mamer, Gaaschtbierg",Mamer,Mamer,Mamer,L,Mamer,19.21246123,Route d'Arlon,8211,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",70149.29576,76981.95098
2606,POINT (70224.93742770389 76939.77301134456),2.00191E+11,"Mamer, Gaaschtbierg",Mamer,Mamer,Mamer,L,Mamer,11.40300627,Route d'Arlon,8210,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",70224.93743,76939.77301
2607,POINT (68957.81352849092 76684.9261350441),2.00191E+11,"MAMER, Holzemerstrooss",Mamer,Mamer,Mamer,L,Mamer,19.41383408,Route de Holzem,8232,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",68957.81353,76684.92614
2608,POINT (68974.91499096039 76709.5831239246),2.00191E+11,"MAMER, Holzemerstrooss",Mamer,Mamer,Mamer,L,Mamer,8.97813196,Route de Holzem,8232,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",68974.91499,76709.58312
2610,POINT (69404.21329306523 77478.17524941714),2.00191E+11,"Mamer, Mambra",Mamer,Mamer,Mamer,L,Mamer,37.04128233,Route d'Arlon,8211,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",69404.21329,77478.17525
2611,POINT (69451.2126610858 77424.91971449202),2.00191E+11,"Mamer, Mambra",Mamer,Mamer,Mamer,L,Mamer,18.91221782,Route d'Arlon,8211,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",69451.21266,77424.91971
2612,POINT (68720.41587220065 77992.6162838563),2.00191E+11,"MAMER, Scoutshome",Mamer,Mamer,Mamer,L,Mamer,9.487412717,Route d'Arlon,8211,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",68720.41587,77992.61628
2613,POINT (68716.08370645835 78028.55033773842),2.00191E+11,"MAMER, Scoutshome",Mamer,Mamer,Mamer,L,Mamer,39.93800082,Route d'Arlon,8211,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",68716.08371,78028.55034
2614,POINT (70491.17197606787 76645.67530207476),2.00191E+11,"Mamer, Tossebierg",Mamer,Mamer,Mamer,L,Mamer,67.35755379,Route d'Arlon,8210,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",70491.17198,76645.6753
2615,POINT (70498.08683533469 76674.91491089872),2.00191E+11,"Mamer, Tossebierg",Mamer,Mamer,Mamer,L,Mamer,41.14613457,Route d'Arlon,8210,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",70498.08684,76674.91491
2616,POINT (69374.32848751987 77155.79755028275),2.00191E+11,"Mamer, Zentrum",Mamer,Mamer,Mamer,L,Mamer,10.62768929,Rue du Commerce,8220,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",69374.32849,77155.79755
2617,POINT (69382.2078974387 77158.11792581795),2.00191E+11,"Mamer, Zentrum",Mamer,Mamer,Mamer,L,Mamer,18.79202553,Rue du Commerce,8220,"['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']","['Mamer', 'Pommerloch', 'Mageret', 'Nommern', 'Manom']",69382.2079,77158.11793
2618,POINT (98438.24335735955 85836.87701089124),2.00181E+11,"Manternach, Gare routière",Manternach,Manternach,Manternach,L,Manternach,20.58274522,Op der Gare,6850,"['Manternach', 'Marnach', 'Medernach', 'Echternach', 'Kautenbach']","['Manternach', 'Marnach', 'Medernach', 'Echternach', 'Kautenbach']",98438.24336,85836.87701
2621,POINT (72105.29485728526 86187.87701842134),2.00161E+11,Marienthal,Marienthal,Marienthal,Marienthal,L,Marienthal,157.365878,Rue de Keispelt,7411,"['Marienthal', 'Marvie', 'Blumenthal', 'Wardin', 'Kahren']","['Marienthal', 'Marvie', 'Blumenthal', 'Wardin', 'Kahren']",72105.29486,86187.87702
2622,POINT (72195.13853429482 86220.22547270557),2.00161E+11,Marienthal,Marienthal,Marienthal,Marienthal,L,Marienthal,95.33830232,Rue de Keispelt,7411,"['Marienthal', 'Marvie', 'Blumenthal', 'Wardin', 'Kahren']","['Marienthal', 'Marvie', 'Blumenthal', 'Wardin', 'Kahren']",72195.13853,86220.22547
2623,POINT (72325.952869987 124304.09079105193),2.0011E+11,"Marnach, Bei der Kierch",Marnach,Marnach,Marnach,L,Marnach,22.98414978,Haaptstrooss,9764,"['Marnach', 'Manternach', 'Canach', 'Medernach', 'Garnich']","['Marnach', 'Manternach', 'Canach', 'Medernach', 'Garnich']",72325.95287,124304.0908
2624,POINT (72320.04247219051 124327.90264358635),2.0011E+11,"Marnach, Bei der Kierch",Marnach,Marnach,Marnach,L,Marnach,24.33872404,Haaptstrooss,9764,"['Marnach', 'Manternach', 'Canach', 'Medernach', 'Garnich']","['Marnach', 'Manternach', 'Canach', 'Medernach', 'Garnich']",72320.04247,124327.9026
2625,POINT (72414.04772436952 124460.579635993),2.0011E+11,"Marnach, Beim Cube",Marnach,Marnach,Marnach,L,Marnach,22.78797288,Driicht,9764,"['Marnach', 'Manternach', 'Canach', 'Medernach', 'Garnich']","['Marnach', 'Manternach', 'Canach', 'Medernach', 'Garnich']",72414.04772,124460.5796
2626,POINT (72426.94335227467 124464.00969527676),2.0011E+11,"Marnach, Beim Cube",Marnach,Marnach,Marnach,L,Marnach,20.45347623,Schullstrooss,9764,"['Marnach', 'Manternach', 'Canach', 'Medernach', 'Garnich']","['Marnach', 'Manternach', 'Canach', 'Medernach', 'Garnich']",72426.94335,124464.0097
2629,POINT (72582.51617185792 124846.20628744333),2.00111E+11,"Marnach, Bombatsch",Marnach,Marnach,Marnach,L,Marnach,18.03606132,Bombatsch,9764,"['Marnach', 'Manternach', 'Canach', 'Medernach', 'Garnich']","['Marnach', 'Manternach', 'Canach', 'Medernach', 'Garnich']",72582.51617,124846.2063
