Id,geometry_ATP,stop_id,stop_name,localite_ATP,label,Label_cor,country-corrected,localite_ACT,dist,rue,code_postal,similar_to_locATP,similar_to_locACT,coord_x,coord_y
0,POINT (73726.5970146088 66616.81285931307),2.0022E+11,Abweiler,Abweiler,Abweiler,Abweiler,L,Abweiler,41.17776979,Rue du Village,3311,"['Abweiler', 'Beiler', 'Weiler', 'Kapweiler', 'Beidweiler']","['Abweiler', 'Beiler', 'Weiler', 'Kapweiler', 'Beidweiler']",73726.59701,66616.81286
1,POINT (73772.89709369946 66528.56210122402),2.0022E+11,Abweiler,Abweiler,Abweiler,Abweiler,L,Abweiler,42.46387314,Rue du Village,3311,"['Abweiler', 'Beiler', 'Weiler', 'Kapweiler', 'Beidweiler']","['Abweiler', 'Beiler', 'Weiler', 'Kapweiler', 'Beidweiler']",73772.89709,66528.5621
2,POINT (73550.25961464489 66490.1133724179),2.0022E+11,"Abweiler, Cité",Abweiler,Abweiler,Abweiler,L,Abweiler,12.76627384,Rue du Village,3311,"['Abweiler', 'Beiler', 'Weiler', 'Kapweiler', 'Beidweiler']","['Abweiler', 'Beiler', 'Weiler', 'Kapweiler', 'Beidweiler']",73550.25961,66490.11337
1096,POINT (121775.91522459374 63709.90471019087),2.005E+11,"(D) LOSHEIM, Bahnhof",Losheim,,Losheim am See,D,Ahn,26847.18955,Route du Vin,5401,"['Losheim am See', 'Dalheim', 'Alscheid', 'Hoscheid', 'Gruemelscheid']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",121775.9152,63709.90471
1098,POINT (120922.62549326473 63726.89695997669),2.005E+11,"(D) LOSHEIM, Heimlingen",Losheim,,Losheim am See,D,Ahn,26097.30561,Route du Vin,5401,"['Losheim am See', 'Dalheim', 'Alscheid', 'Hoscheid', 'Gruemelscheid']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",120922.6255,63726.89696
1099,POINT (121504.10649300818 63725.73459675882),2.005E+11,"(D) LOSHEIM, Merziger Str.",Losheim,,Losheim am See,D,Ahn,26602.51448,Route du Vin,5401,"['Losheim am See', 'Dalheim', 'Alscheid', 'Hoscheid', 'Gruemelscheid']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",121504.1065,63725.7346
1100,POINT (121493.82829651175 63734.331924850565),2.005E+11,"(D) LOSHEIM, Merziger Str.",Losheim,,Losheim am See,D,Ahn,26589.33622,Route du Vin,5401,"['Losheim am See', 'Dalheim', 'Alscheid', 'Hoscheid', 'Gruemelscheid']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",121493.8283,63734.33192
2559,POINT (122963.05860178334 63838.70528034001),2.005E+11,"Losheim, Abzweig im Haag",Losheim,,Losheim am See,D,Ahn,27828.95135,Route du Vin,5401,"['Losheim am See', 'Dalheim', 'Alscheid', 'Hoscheid', 'Gruemelscheid']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",122963.0586,63838.70528
2560,POINT (122950.19413051766 63835.15583053812),2.005E+11,"Losheim, Abzweig im Haag",Losheim,,Losheim am See,D,Ahn,27819.22846,Route du Vin,5401,"['Losheim am See', 'Dalheim', 'Alscheid', 'Hoscheid', 'Gruemelscheid']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",122950.1941,63835.15583
2561,POINT (122833.39292407446 63481.53778979686),2.005E+11,"Losheim, Globus Baumarkt",Losheim,,Losheim am See,D,Ahn,27883.36513,Route du Vin,5401,"['Losheim am See', 'Dalheim', 'Alscheid', 'Hoscheid', 'Gruemelscheid']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",122833.3929,63481.53779
2562,POINT (122823.03971889382 63490.13205560637),2.005E+11,"Losheim, Globus Baumarkt",Losheim,,Losheim am See,D,Ahn,27870.16255,Route du Vin,5401,"['Losheim am See', 'Dalheim', 'Alscheid', 'Hoscheid', 'Gruemelscheid']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",122823.0397,63490.13206
2563,POINT (122589.81837109622 64182.911831571626),2.005E+11,"Losheim, Globus Wolfsborn",Losheim,,Losheim am See,D,Ahn,27338.56974,Route du Vin,5401,"['Losheim am See', 'Dalheim', 'Alscheid', 'Hoscheid', 'Gruemelscheid']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",122589.8184,64182.91183
2564,POINT (122592.39719303012 64168.02767210377),2.005E+11,"Losheim, Globus Wolfsborn",Losheim,,Losheim am See,D,Ahn,27347.73798,Route du Vin,5401,"['Losheim am See', 'Dalheim', 'Alscheid', 'Hoscheid', 'Gruemelscheid']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",122592.3972,64168.02767
2565,POINT (122192.3628920071 63788.63648733453),2.005E+11,"Losheim, Haagstraße",Losheim,,Losheim am See,D,Ahn,27173.5534,Route du Vin,5401,"['Losheim am See', 'Dalheim', 'Alscheid', 'Hoscheid', 'Gruemelscheid']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",122192.3629,63788.63649
2566,POINT (122185.3313244549 63761.33163943087),2.005E+11,"Losheim, Haagstraße",Losheim,,Losheim am See,D,Ahn,27180.48822,Route du Vin,5401,"['Losheim am See', 'Dalheim', 'Alscheid', 'Hoscheid', 'Gruemelscheid']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",122185.3313,63761.33164
5,POINT (98455.23002654001 77028.39621375402),2.00181E+11,"Ahn, Alphonse Steinès",Ahn,Ahn,Ahn,L,Ahn,30.70583256,Route du Vin,5401,"['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",98455.23003,77028.39621
6,POINT (98485.64757571956 77070.5425713089),2.00181E+11,"Ahn, Alphonse Steinès",Ahn,Ahn,Ahn,L,Ahn,22.144543,Route du Vin,5401,"['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",98485.64758,77070.54257
7,POINT (98253.83072795808 77061.85914045732),2.00181E+11,"AHN, Op der Bréck",Ahn,Ahn,Ahn,L,Ahn,11.15393015,Rue Aly Duhr,5401,"['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",98253.83073,77061.85914
8,POINT (98317.69983874132 77040.1637765197),2.00181E+11,"AHN, Op der Bréck",Ahn,Ahn,Ahn,L,Ahn,15.45151783,Rue de la Résistance,5401,"['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",98317.69984,77040.16378
9,POINT (98354.94661669277 76794.37422494148),2.00181E+11,"Ahn, Op der Musel",Ahn,Ahn,Ahn,L,Ahn,24.73495388,Route du Vin,5401,"['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",98354.94662,76794.37422
10,POINT (98373.76895775064 76826.13682642335),2.00181E+11,"Ahn, Op der Musel",Ahn,Ahn,Ahn,L,Ahn,29.1977465,Route du Vin,5401,"['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",98373.76896,76826.13683
1150,POINT (107998.857388602 74778.18445931116),2.005E+11,"(D) SAARBURG, Bahnhof-Brückenstr.",Saarburg,Saarburg,Saarburg,D,Ahn,9788.947189,Route du Vin,5401,"['Saarburg', 'Berg', 'Bour', 'Berbourg', 'Saarlouis']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",107998.8574,74778.18446
1151,POINT (107058.06693132958 74514.59036724418),2.005E+11,"(D) SAARBURG, Heckingplatz",Saarburg,Saarburg,Saarburg,D,Ahn,8954.788489,Route du Vin,5401,"['Saarburg', 'Berg', 'Bour', 'Berbourg', 'Saarlouis']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",107058.0669,74514.59037
1152,POINT (107063.81898971125 74520.73641458397),2.005E+11,"(D) SAARBURG, Heckingplatz",Saarburg,Saarburg,Saarburg,D,Ahn,8958.453968,Route du Vin,5401,"['Saarburg', 'Berg', 'Bour', 'Berbourg', 'Saarlouis']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",107063.819,74520.73641
1153,POINT (104502.16550886429 73558.59469830719),2.005E+11,"(D) SAARBURG, Kahren",Saarburg,Saarburg,Saarburg,D,Ahn,6965.579418,Route du Vin,5401,"['Saarburg', 'Berg', 'Bour', 'Berbourg', 'Saarlouis']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",104502.1655,73558.5947
1154,POINT (104504.10792336203 73560.71672791304),2.005E+11,"(D) SAARBURG, Kahren",Saarburg,Saarburg,Saarburg,D,Ahn,6966.303923,Route du Vin,5401,"['Saarburg', 'Berg', 'Bour', 'Berbourg', 'Saarlouis']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",104504.1079,73560.71673
3491,POINT (106275.56924696136 74086.75608038295),2.005E+11,"Saarburg, Im Fichtenhain",Saarburg,Saarburg,Saarburg,D,Ahn,8356.265236,Route du Vin,5401,"['Saarburg', 'Berg', 'Bour', 'Berbourg', 'Saarlouis']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",106275.5692,74086.75608
3492,POINT (106253.94834069324 74103.00139077043),2.005E+11,"Saarburg, Im Fichtenhain",Saarburg,Saarburg,Saarburg,D,Ahn,8330.252352,Route du Vin,5401,"['Saarburg', 'Berg', 'Bour', 'Berbourg', 'Saarlouis']","['Ahn', 'Hahneboesch', 'Kahren', 'Athus', 'Aubange']",106253.9483,74103.00139
1527,POINT (59825.41815664981 122473.20980472195),2.00111E+11,Féitsch,Féitsch,,Allerborn,L,Allerborn,41.61578214,Op der Féitsch,9631,"['Pintsch', 'Fischbach', 'Eischen', 'Greisch', 'Wasserliesch']","['Allerborn', 'Born', 'Haller', 'Herborn', 'Kalborn']",59825.41816,122473.2098
1528,POINT (59835.31774871212 122476.6208314834),2.00111E+11,Féitsch,Féitsch,,Allerborn,L,Allerborn,37.99341161,Op der Féitsch,9631,"['Pintsch', 'Fischbach', 'Eischen', 'Greisch', 'Wasserliesch']","['Allerborn', 'Born', 'Haller', 'Herborn', 'Kalborn']",59835.31775,122476.6208
11,POINT (59211.29890373051 122493.90417152629),2.00111E+11,"Allerborn, Bläiminnestrooss",Allerborn,Allerborn,Allerborn,L,Allerborn,11.29631156,Bläiminnestrooss,9631,"['Allerborn', 'Born', 'Haller', 'Herborn', 'Kalborn']","['Allerborn', 'Born', 'Haller', 'Herborn', 'Kalborn']",59211.2989,122493.9042
12,POINT (58663.50799710356 122402.06077614317),2.00111E+11,"Allerborn, Duerefstrooss",Allerborn,Allerborn,Allerborn,L,Allerborn,31.20761445,Duerefstrooss,9631,"['Allerborn', 'Born', 'Haller', 'Herborn', 'Kalborn']","['Allerborn', 'Born', 'Haller', 'Herborn', 'Kalborn']",58663.508,122402.0608
13,POINT (58649.82584590261 122420.57965173371),2.00111E+11,"Allerborn, Duerefstrooss",Allerborn,Allerborn,Allerborn,L,Allerborn,23.77603738,Duerefstrooss,9631,"['Allerborn', 'Born', 'Haller', 'Herborn', 'Kalborn']","['Allerborn', 'Born', 'Haller', 'Herborn', 'Kalborn']",58649.82585,122420.5797
14,POINT (58819.31040555824 122305.00610778303),2.00111E+11,"Allerborn, Kräizung",Allerborn,Allerborn,Allerborn,L,Allerborn,37.34509279,Bläiminnestrooss,9631,"['Allerborn', 'Born', 'Haller', 'Herborn', 'Kalborn']","['Allerborn', 'Born', 'Haller', 'Herborn', 'Kalborn']",58819.31041,122305.0061
15,POINT (58816.7183208254 122319.92141457375),2.00111E+11,"Allerborn, Kräizung",Allerborn,Allerborn,Allerborn,L,Allerborn,25.65259981,Duerefstrooss,9631,"['Allerborn', 'Born', 'Haller', 'Herborn', 'Kalborn']","['Allerborn', 'Born', 'Haller', 'Herborn', 'Kalborn']",58816.71832,122319.9214
16,POINT (68326.66222638787 115066.3457621275),2.00121E+11,"ALSCHEID, Haut",Alscheid,Alscheid,Alscheid,L,Alscheid,16.06123115,Mäerkelzer Strooss,9632,"['Alscheid', 'Selscheid', 'Welscheid', 'Gruemelscheid', 'Landscheid']","['Alscheid', 'Selscheid', 'Welscheid', 'Gruemelscheid', 'Landscheid']",68326.66223,115066.3458
17,POINT (68316.36327465903 115047.90390961558),2.00121E+11,"ALSCHEID, Haut",Alscheid,Alscheid,Alscheid,L,Alscheid,18.73767106,Mäerkelzer Strooss,9632,"['Alscheid', 'Selscheid', 'Welscheid', 'Gruemelscheid', 'Landscheid']","['Alscheid', 'Selscheid', 'Welscheid', 'Gruemelscheid', 'Landscheid']",68316.36327,115047.9039
18,POINT (68670.11363546527 115112.33056720688),2.00121E+11,"Alscheid, Schoulbierg",Alscheid,Alscheid,Alscheid,L,Alscheid,11.58825107,Duerfstrooss,9632,"['Alscheid', 'Selscheid', 'Welscheid', 'Gruemelscheid', 'Landscheid']","['Alscheid', 'Selscheid', 'Welscheid', 'Gruemelscheid', 'Landscheid']",68670.11364,115112.3306
19,POINT (68500.68205859562 115121.92083711184),2.00121E+11,"ALSCHEID, Village",Alscheid,Alscheid,Alscheid,L,Alscheid,18.46217385,Duerfstrooss,9632,"['Alscheid', 'Selscheid', 'Welscheid', 'Gruemelscheid', 'Landscheid']","['Alscheid', 'Selscheid', 'Welscheid', 'Gruemelscheid', 'Landscheid']",68500.68206,115121.9208
20,POINT (83591.80985230033 87522.04059303248),2.00181E+11,"ALTLINSTER, Altlinster",Altlinster,Altlinster,Altlinster,L,Altlinster,22.68205385,Rue de Godbrange,6150,"['Altlinster', 'Graulinster', 'Altrier', 'Junglinster', 'Bourglinster']","['Altlinster', 'Graulinster', 'Altrier', 'Junglinster', 'Bourglinster']",83591.80985,87522.04059
21,POINT (83611.58072923624 87502.70091332245),2.00181E+11,"ALTLINSTER, Altlinster",Altlinster,Altlinster,Altlinster,L,Altlinster,8.524824687,Rue de Junglinster,6150,"['Altlinster', 'Graulinster', 'Altrier', 'Junglinster', 'Bourglinster']","['Altlinster', 'Graulinster', 'Altrier', 'Junglinster', 'Bourglinster']",83611.58073,87502.70091
23,POINT (91521.38718273812 90823.35454491313),2.0017E+11,"Altrier, Heeschbregerwee",Altrier,Altrier,Altrier,L,Altrier,16.46150923,Heeschbregerwee,6225,"['Altrier', 'Trier', 'Altlinster', 'Altwies', 'Marvie']","['Altrier', 'Trier', 'Altlinster', 'Altwies', 'Marvie']",91521.38718,90823.35454
24,POINT (91570.63706614834 90843.14717041011),2.0017E+11,"Altrier, Heeschbregerwee",Altrier,Altrier,Altrier,L,Altrier,34.61797111,Heeschbregerwee,6225,"['Altrier', 'Trier', 'Altlinster', 'Altwies', 'Marvie']","['Altrier', 'Trier', 'Altlinster', 'Altwies', 'Marvie']",91570.63707,90843.14717
25,POINT (91014.56558154151 90465.92645943689),2.0017E+11,"Altrier, Kreizenhéicht (RN)",Altrier,Altrier,Altrier,L,Altrier,90.4603705,Kreizenheicht,6225,"['Altrier', 'Trier', 'Altlinster', 'Altwies', 'Marvie']","['Altrier', 'Trier', 'Altlinster', 'Altwies', 'Marvie']",91014.56558,90465.92646
26,POINT (90990.43484727501 90495.0181493711),2.0017E+11,"Altrier, Kreizenhéicht (RN)",Altrier,Altrier,Altrier,L,Altrier,57.60371711,Kreizenheicht,6225,"['Altrier', 'Trier', 'Altlinster', 'Altwies', 'Marvie']","['Altrier', 'Trier', 'Altlinster', 'Altwies', 'Marvie']",90990.43485,90495.01815
27,POINT (91544.12605736476 90671.13560465812),2.0017E+11,"Altrier, Op der Schanz",Altrier,Altrier,Altrier,L,Altrier,22.67364211,Heeschbregerwee,6225,"['Altrier', 'Trier', 'Altlinster', 'Altwies', 'Marvie']","['Altrier', 'Trier', 'Altlinster', 'Altwies', 'Marvie']",91544.12606,90671.1356
28,POINT (91419.91396607072 90622.37617390971),2.0017E+11,"Altrier, Op der Schanz",Altrier,Altrier,Altrier,L,Altrier,22.86863713,Op der Schanz,6225,"['Altrier', 'Trier', 'Altlinster', 'Altwies', 'Marvie']","['Altrier', 'Trier', 'Altlinster', 'Altwies', 'Marvie']",91419.91397,90622.37617
29,POINT (86482.65996033978 63813.002603420995),2.00211E+11,"Altwies, An der Kaz",Altwies,Altwies,Altwies,L,Altwies,20.46148232,Route de Mondorf,5670,"['Altwies', 'Altrier', 'Altlinster', 'Saulnes', 'Lentzweiler']","['Altwies', 'Altrier', 'Altlinster', 'Saulnes', 'Lentzweiler']",86482.65996,63813.0026
30,POINT (85934.80158808437 63853.41296069492),2.00211E+11,"Altwies, Beckeschmillen",Altwies,Altwies,Altwies,L,Altwies,25.20100998,Route de Luxembourg,5670,"['Altwies', 'Altrier', 'Altlinster', 'Saulnes', 'Lentzweiler']","['Altwies', 'Altrier', 'Altlinster', 'Saulnes', 'Lentzweiler']",85934.80159,63853.41296
31,POINT (85940.32093259312 63839.62769229993),2.00211E+11,"Altwies, Beckeschmillen",Altwies,Altwies,Altwies,L,Altwies,18.62499629,Route de Luxembourg,5670,"['Altwies', 'Altrier', 'Altlinster', 'Saulnes', 'Lentzweiler']","['Altwies', 'Altrier', 'Altlinster', 'Saulnes', 'Lentzweiler']",85940.32093,63839.62769
32,POINT (86319.35688751028 63925.92032052168),2.00211E+11,"Altwies, Bourgässel",Altwies,Altwies,Altwies,L,Altwies,37.56357197,Route de Luxembourg,5670,"['Altwies', 'Altrier', 'Altlinster', 'Saulnes', 'Lentzweiler']","['Altwies', 'Altrier', 'Altlinster', 'Saulnes', 'Lentzweiler']",86319.35689,63925.92032
33,POINT (86702.43500184834 63663.123109221066),2.00211E+11,"Altwies, Millbaach",Altwies,Altwies,Altwies,L,Altwies,31.32937883,Route de Mondorf,5670,"['Altwies', 'Altrier', 'Altlinster', 'Saulnes', 'Lentzweiler']","['Altwies', 'Altrier', 'Altlinster', 'Saulnes', 'Lentzweiler']",86702.435,63663.12311
34,POINT (86696.98846000372 63674.90572848473),2.00211E+11,"Altwies, Millbaach",Altwies,Altwies,Altwies,L,Altwies,19.30407389,Route de Mondorf,5670,"['Altwies', 'Altrier', 'Altlinster', 'Saulnes', 'Lentzweiler']","['Altwies', 'Altrier', 'Altlinster', 'Saulnes', 'Lentzweiler']",86696.98846,63674.90573
35,POINT (79695.32020851632 70356.65506212323),2.002E+11,"Alzingen, Gässel",Alzingen,Alzingen,Alzingen,L,Alzingen,12.27650002,Rue de Syren,5870,"['Alzingen', 'Maldingen', 'Bilzingen', 'Gralingen', 'Lintgen']","['Alzingen', 'Maldingen', 'Bilzingen', 'Gralingen', 'Lintgen']",79695.32021,70356.65506
36,POINT (79678.03078292769 70336.96964168956),2.002E+11,"Alzingen, Gässel",Alzingen,Alzingen,Alzingen,L,Alzingen,13.97232862,Rue de Syren,5870,"['Alzingen', 'Maldingen', 'Bilzingen', 'Gralingen', 'Lintgen']","['Alzingen', 'Maldingen', 'Bilzingen', 'Gralingen', 'Lintgen']",79678.03078,70336.96964
37,POINT (79578.33055015923 70035.00893088721),2.002E+11,"Alzingen, Hondsbréck",Alzingen,Alzingen,Alzingen,L,Alzingen,34.33221828,Route de Thionville,5887,"['Alzingen', 'Maldingen', 'Bilzingen', 'Gralingen', 'Lintgen']","['Alzingen', 'Maldingen', 'Bilzingen', 'Gralingen', 'Lintgen']",79578.33055,70035.00893
38,POINT (79567.55130091646 70028.67002340185),2.002E+11,"Alzingen, Hondsbréck",Alzingen,Alzingen,Alzingen,L,Alzingen,39.00723388,Route de Thionville,5887,"['Alzingen', 'Maldingen', 'Bilzingen', 'Gralingen', 'Lintgen']","['Alzingen', 'Maldingen', 'Bilzingen', 'Gralingen', 'Lintgen']",79567.5513,70028.67002
39,POINT (79589.46578160099 69951.36968722474),2.002E+11,"Alzingen, Hondsbréck",Alzingen,Alzingen,Alzingen,L,Alzingen,27.90857,Hondsbreck,5835,"['Alzingen', 'Maldingen', 'Bilzingen', 'Gralingen', 'Lintgen']","['Alzingen', 'Maldingen', 'Bilzingen', 'Gralingen', 'Lintgen']",79589.46578,69951.36969
40,POINT (79475.70442658284 70342.32155562396),2.002E+11,"Alzingen, Trapeneck",Alzingen,Alzingen,Alzingen,L,Alzingen,5.279251781,Route de Thionville,5886,"['Alzingen', 'Maldingen', 'Bilzingen', 'Gralingen', 'Lintgen']","['Alzingen', 'Maldingen', 'Bilzingen', 'Gralingen', 'Lintgen']",79475.70443,70342.32156
41,POINT (79491.33000722276 70351.99653314872),2.002E+11,"Alzingen, Trapeneck",Alzingen,Alzingen,Alzingen,L,Alzingen,16.60294987,Route de Thionville,5886,"['Alzingen', 'Maldingen', 'Bilzingen', 'Gralingen', 'Lintgen']","['Alzingen', 'Maldingen', 'Bilzingen', 'Gralingen', 'Lintgen']",79491.33001,70351.99653
2042,POINT (79412.08496426149 70729.15580327826),2.002E+11,"Hesperange, Urbengsschlass",Hesperange,Hesperange,Hesperange,L,Alzingen,17.72413577,Route de Thionville,5886,"['Hesperange', 'Herserange', 'Emerange', 'Enscherange', 'Hupperdange']","['Alzingen', 'Maldingen', 'Bilzingen', 'Gralingen', 'Lintgen']",79412.08496,70729.1558
42,POINT (79418.01953824 92006.19587571542),2.0016E+11,"Angelsberg, Paafendall",Angelsberg,Angelsberg,Angelsberg,L,Angelsberg,9.224879791,Rue de Mersch,7410,"['Angelsberg', 'Berg', 'Bergem', 'Igel', 'Berlé']","['Angelsberg', 'Berg', 'Bergem', 'Igel', 'Berlé']",79418.01954,92006.19588
43,POINT (79413.48190031359 92021.10049718001),2.0016E+11,"Angelsberg, Paafendall",Angelsberg,Angelsberg,Angelsberg,L,Angelsberg,10.33712524,Rue de l'Ecole,7410,"['Angelsberg', 'Berg', 'Bergem', 'Igel', 'Berlé']","['Angelsberg', 'Berg', 'Bergem', 'Igel', 'Berlé']",79413.4819,92021.1005
44,POINT (70810.31757440335 85320.57280708525),2.00161E+11,"Ansembourg, Kapell",Ansembourg,Ansembourg,Ansembourg,L,Ansembourg,62.99364385,Rue de la Vallée,7411,"['Ansembourg', 'Bour', 'Brandenbourg', 'Stolzembourg', 'Sanem']","['Ansembourg', 'Bour', 'Brandenbourg', 'Stolzembourg', 'Sanem']",70810.31757,85320.57281
45,POINT (70811.67302848832 85311.56135056357),2.00161E+11,"Ansembourg, Kapell",Ansembourg,Ansembourg,Ansembourg,L,Ansembourg,65.63631532,Rue de la Vallée,7411,"['Ansembourg', 'Bour', 'Brandenbourg', 'Stolzembourg', 'Sanem']","['Ansembourg', 'Bour', 'Brandenbourg', 'Stolzembourg', 'Sanem']",70811.67303,85311.56135
56,POINT (56602.3855794189 102939.27505601109),2.00151E+11,"Arsdorf, Am Duerf",Arsdorf,Arsdorf,Arsdorf,L,Arsdorf,22.83318979,Rue du Lac,8808,"['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']","['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']",56602.38558,102939.2751
57,POINT (56607.157691029824 102945.37198880818),2.00151E+11,"Arsdorf, Am Duerf",Arsdorf,Arsdorf,Arsdorf,L,Arsdorf,29.70518239,Rue du Lac,8808,"['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']","['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']",56607.15769,102945.372
58,POINT (57109.88101233024 102801.40250437091),2.00151E+11,"Arsdorf, Am Gronn",Arsdorf,Arsdorf,Arsdorf,L,Arsdorf,10.028302,Rue Jean-Jacques Klein,8808,"['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']","['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']",57109.88101,102801.4025
59,POINT (57096.37297155768 102786.8887522329),2.00151E+11,"Arsdorf, Am Gronn",Arsdorf,Arsdorf,Arsdorf,L,Arsdorf,13.23896658,Rue Jean-Jacques Klein,8808,"['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']","['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']",57096.37297,102786.8888
60,POINT (56554.38256708233 102780.31449245769),2.00151E+11,"Arsdorf, An der Gaass",Arsdorf,Arsdorf,Arsdorf,L,Arsdorf,22.32806211,Rue du Lac,8808,"['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']","['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']",56554.38257,102780.3145
61,POINT (56581.22119690061 102784.31359606385),2.00151E+11,"Arsdorf, An der Gaass",Arsdorf,Arsdorf,Arsdorf,L,Arsdorf,22.6382714,Rue du Lac,8808,"['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']","['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']",56581.2212,102784.3136
62,POINT (56739.85850074714 103087.5059260888),2.00151E+11,"Arsdorf, Bei der Kapell",Arsdorf,Arsdorf,Arsdorf,L,Arsdorf,19.51980988,Rue du Lac,8808,"['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']","['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']",56739.8585,103087.5059
63,POINT (56756.31089088539 103101.11629618821),2.00151E+11,"Arsdorf, Bei der Kapell",Arsdorf,Arsdorf,Arsdorf,L,Arsdorf,20.38677175,Rue du Lac,8808,"['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']","['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']",56756.31089,103101.1163
64,POINT (55866.76626041652 103897.85729329711),2.00151E+11,"Arsdorf, Misärsbréck (Parking)",Arsdorf,Arsdorf,Arsdorf,L,Arsdorf,317.8888579,Misärshaff,8808,"['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']","['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']",55866.76626,103897.8573
65,POINT (55680.13988374613 103595.70585079506),2.00151E+11,"Arsdorf, Misärshaff",Arsdorf,Arsdorf,Arsdorf,L,Arsdorf,38.20774653,Misärshaff,8808,"['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']","['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']",55680.13988,103595.7059
66,POINT (55675.42515665599 103586.49505316047),2.00151E+11,"Arsdorf, Misärshaff",Arsdorf,Arsdorf,Arsdorf,L,Arsdorf,48.20900989,Misärshaff,8808,"['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']","['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']",55675.42516,103586.4951
67,POINT (56905.665104009444 102750.66107842661),2.00151E+11,"Arsdorf, Op der Lee",Arsdorf,Arsdorf,Arsdorf,L,Arsdorf,23.2656827,Rue Jean-Jacques Klein,8808,"['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']","['Arsdorf', 'Ermsdorf', 'Reisdorf', 'Walsdorf', 'Boursdorf']",56905.6651,102750.6611
