origin,dest,count
3015,8141,143.501961
3015,9021,4.625
3015,10021,14.3125
3015,10041,10.2631579
3015,10071,5.25
3015,10111,41.2666667
3015,10131,5.19230769
3015,10141,12.8083333
3015,11011,43.5
3015,11021,13.5166667
3015,11031,49.1190476
3015,11041,12.9
3015,11051,103.833333
3015,11081,62.768959
3015,12011,132.003332
3015,12021,47.8978175
3015,12031,52.6761134
3015,12041,37.7777778
3015,12051,320.116774
3015,12061,32.9583333
3015,12071,98.8611111
3015,12091,19.3511837
3015,13011,33.8288515
3015,13021,21.45
3015,13031,87.3791317
3015,13041,16.25
3015,13051,276.863312
3015,13061,89.6984848
3015,13071,125.139158
3015,13081,45.5833333
3015,13091,29.7867521
3015,21004,103.530354
3015,54099,68.0062271
3015,54137,31.5841658
3015,54270,5.15466825
3015,54323,144.047463
3015,54395,31.5841658
3015,54575,29.4604206
3015,54580,97.3693157
3015,57022,31.5841658
3015,57038,144.807069
3015,57463,300.169914
3015,57498,30.5612386
3015,57565,12.7389927
3015,57672,372.817831
3015,57731,29.349257
3015,57733,153.718821
3015,57764,28.3028204
3015,62063,46.6670301
3015,63067,91.7036782
3015,75056,204.048865
3015,81001,154.216917
3015,81004,22.2504161
3015,81015,69.3031569
3015,82037,28.9064546
3015,84043,37.4726686
3015,85045,72.2851723
3015,85046,51.1425387
3015,91034,52.6586093
3015,6412001,52.0174419
3015,7111001,112.123901
3015,7211001,351.399419
3015,7232018,24.150716
3015,7235062,66.7323726
3015,7235068,107.007614
3015,10041100,27.5430615
3015,10042113,50.6835439
3015,10042115,68.9437872
3016,1031,15.6842105
3016,1061,53.7536232
3016,1071,9.39130435
3016,1081,61.7969925
3016,1091,244.614593
3016,1093,174.704545
3016,2011,10.7
3016,2021,10.2941176
3016,2041,122.111631
3016,2071,182.356328
3016,2092,41.8095238
3016,2101,17.6761083
3016,2111,27.0323169
3016,3012,198.841116
3016,3013,301.618991
3016,3014,444.467264
3016,3015,325.936799
3016,3016,1580.80062
3016,3017,490.58574
3016,3019,547.922984
3016,3020,188.368831
3016,3021,101.500775
3016,3022,372.124888
3016,3023,419.730364
3016,3024,16.875
3016,4011,56.6640654
3016,4031,28.6563132
3016,4041,45.1428571
3016,4043,61.115
3016,4051,28.3003953
3016,4061,9.78571429
3016,4081,118.070307
3016,4091,83.9174419
3016,5071,54.0862069
3016,5081,19.0625
3016,5091,117.63474
3016,6071,9.58823529
3016,7011,17.5294118
3016,7041,87.3865546
3016,7101,15.8571429
3016,8101,18.0238095
3016,8111,9.4375
3016,8141,22.0625
3016,9011,10.5294118
3016,9031,6.34782609
3016,11081,7.47058824
3016,12021,9.36363636
3016,12041,72.2388889
3016,13041,7.94117647
3016,13051,57.7378641
3016,13091,14.9166667
3016,54029,22.1836562
3016,54099,29.349257
3016,54137,48.6384775
3016,54138,69.0291543
3016,54580,29.5872455
3016,55545,29.349257
3016,57463,61.1714113
3016,57498,62.8293612
3016,57672,132.062098
3016,57764,29.349257
3016,81001,110.717997
3016,81004,34.1805171
3016,84043,22.2504161
3016,7211001,111.083763
3016,7232018,27.5430615
3016,7235062,20.8184421
3016,7235068,46.4641415
3016,7235094,8.95772539
3017,1011,55.0216388
3017,1031,69.2057041
3017,1041,23.4515152
3017,1051,50.2273954
3017,1061,113.029167
3017,1071,7.73076923
3017,1081,95.9128655
3017,1091,86.7817864
3017,1093,101.475271
3017,1101,8
3017,1111,131.398283
3017,2011,88.7332589
3017,2012,284.305332
3017,2021,18.290646
3017,2023,77.25
3017,2041,682.167379
3017,2042,51.8823529
3017,2043,345.8569
3017,2044,111.631579
3017,2045,69.2714261
3017,2051,37.5789474
3017,2071,333.144617
3017,2081,45.5681818
3017,2082,30.6
3017,2091,10.7
3017,2092,66.35
3017,2101,32.2071429
3017,2111,105.475494
3017,2121,25.7647059
3017,2133,93.0195363
3017,2141,117.47642
3017,3011,396.214208
3017,3012,341.242694
3017,3013,449.597989
3017,3014,958.856801
3017,3015,816.877293
3017,3016,443.738835
3017,3017,6649.3056
3017,3019,1592.48436
3017,3020,374.299277
3017,3021,561.225001
3017,3022,794.257109
3017,3023,504.130179
3017,3024,220.486873
3017,4011,416.371888
3017,4021,116.766945
3017,4031,163.362952
3017,4032,517.448848
3017,4041,122.734524
3017,4043,11.6
3017,4051,86.1509288
3017,4061,205.606272
3017,4071,66.2264957
3017,4081,476.022958
3017,4091,166.929735
3017,4101,17.08
3017,5011,33.5517754
3017,5021,10.6
3017,5031,9.5
3017,5041,20.0583333
3017,5051,5.10526316
3017,5061,8.94117647
3017,5071,33.4258373
3017,5081,35.8860294
3017,5091,17.8709677
3017,5101,5.45454545
3017,5111,28.1111111
3017,6031,26.3846154
3017,6071,30.3150541
3017,6091,48.5467826
3017,6101,50.1428571
3017,6111,13.0454545
3017,7021,12.6153846
3017,7031,8.85714286
3017,7051,14.8571429
3017,7061,17.25
3017,7071,85.2731037
3017,7081,66.3875
3017,7111,13.9166667
3017,7121,10.0909091
3017,8051,11.875
3017,8101,11.468254
3017,8121,7.64285714
3017,8131,16.2072511
3017,8141,26.6363636
3017,9011,7
3017,9021,5.05882353
3017,9031,15.7777778
3017,10011,11.125
3017,10031,25.6
3017,10041,5.45454545
3017,10061,12.3333333
3017,10121,3.72222222
3017,10131,9.16666667
3017,10141,10.6875
3017,11002,34.1805171
3017,11011,9.64285714
3017,11021,4.625
3017,11031,109.626753
3017,11041,9.88235294
3017,11051,70.0595355
3017,11061,12.5333333
3017,11071,10.3125
3017,11081,22.5272727
3017,12011,47.3484163
3017,12021,6
3017,12031,18.4740741
3017,12041,55.7291667
3017,12051,182.368687
3017,12061,16.5971387
3017,12071,65.8431272
3017,12091,63.1126984
3017,13021,39.9621212
3017,13031,19.1428571
3017,13041,50.426309
3017,13051,58.1636364
3017,13061,36.3638966
3017,13071,16.75
3017,13091,20.2222222
3017,13131,37
3017,54029,60.570943
3017,54099,62.1454044
3017,54138,68.0062271
3017,54270,30.5612386
3017,54323,368.754565
3017,54395,131.084123
3017,54575,5.48558887
3017,54580,37.4449885
3017,55545,78.2049071
3017,57022,64.4172364
3017,57038,163.179284
3017,57076,106.622577
3017,57203,63.8522884
3017,57227,99.1735317
3017,57463,796.285853
3017,57498,395.318695
3017,57529,17
3017,57531,7.53337416
3017,57565,77.2674943
3017,57630,22.801267
3017,57650,63.1978798
3017,57672,639.819102
3017,57731,62.1454044
3017,57733,278.713321
3017,57764,192.322773
3017,62063,56.5414056
3017,63067,122.113785
3017,75056,62.8293612
3017,81001,293.351328
3017,81003,84.8177009
3017,81004,69.7179256
3017,81013,22.9828855
3017,81015,126.738491
3017,82003,71.3583952
3017,82014,46.6670301
3017,84043,116.199346
3017,85045,135.869495
3017,85046,291.469221
3017,91034,23.7521547
3017,7111001,45.6451956
3017,7211001,453.609895
3017,7232018,74.5102946
3017,7232201,46.4641415
3017,7235062,103.217546
3017,7235068,73.7578696
3017,7235094,22.4796457
3017,10041100,52.1941476
3017,10042113,88.5592451
3017,10042115,173.066185
3019,1011,435.648776
3019,1021,90.4285714
3019,1031,285.471371
3019,1041,33.4486014
3019,1051,171.249084
3019,1061,288.355815
3019,1071,109.260717
3019,1081,302.466403
3019,1091,625.005863
3019,1093,714.157371
3019,1101,8.79487179
3019,1111,292.179049
3019,2011,521.699488
3019,2012,74.8
3019,2021,481.847685
3019,2023,212.321882
3019,2031,533.832005
3019,2032,127.292146
3019,2033,380.986184
3019,2034,94.5277778
3019,2041,933.485218
3019,2042,497.552189
3019,2043,383.42888
3019,2044,149.844632
3019,2045,646.41779
3019,2051,349.734181
3019,2061,251.45812
3019,2071,338.149655
3019,2081,182.364352
3019,2082,159.222222
3019,2091,193.823402
3019,2092,117.128788
3019,2101,87.8769841
3019,2111,622.967905
3019,2121,187.606862
3019,2131,179.580556
3019,2132,243.830013
3019,2133,435.979813
3019,2141,339.778402
3019,3011,1045.53342
3019,3012,3544.55935
3019,3013,3126.98446
3019,3014,9379.47418
3019,3015,3687.87566
3019,3016,613.721569
3019,3017,1894.3247
3019,3019,25352.7577
3019,3020,4245.00755
3019,3021,1492.91635
3019,3022,2938.12323
3019,3023,3115.3611
3019,3024,560.194708
3019,4011,1743.12649
3019,4021,304.382448
3019,4031,773.742741
3019,4032,990.225506
3019,4041,403.462065
3019,4043,295.75702
3019,4051,270.071183
3019,4061,583.083833
3019,4071,50.9333333
3019,4081,1084.94834
3019,4091,516.380605
3019,4101,58.8102151
3019,5011,113.270952
3019,5021,173.390246
3019,5031,20.5788043
3019,5041,18.2196078
3019,5051,32.8618421
3019,5061,40.5374968
3019,5071,116.341437
3019,5081,123.508762
3019,5091,456.419922
3019,5101,41.9857834
3019,5111,29.9274255
3019,6031,58.825
3019,6041,22.96
3019,6071,9.18181818
3019,6081,35.2
3019,6091,70.0425214
3019,6101,68.3108712
3019,6111,27.4
3019,7011,19.9615385
3019,7021,132.108788
3019,7031,45.7817308
3019,7041,157.005491
3019,7061,34.5
3019,7071,565.319733
3019,7081,33.4571429
3019,7101,34.5166667
3019,7121,49.515
3019,7131,9.35294118
3019,8021,98.6641604
3019,8031,18.2181818
3019,8051,22.6516817
3019,8071,10.9375
3019,8091,123.493857
3019,8101,55.2560996
3019,8105,37.4449885
3019,8111,24.6875
3019,8121,18.8595238
3019,8131,13.8095238
3019,8141,88.2776929
3019,9021,10.9230769
3019,9031,11.4615385
3019,10011,10.9333333
3019,10021,29.3125
3019,10041,32.5012821
3019,10061,86.9613095
3019,10111,111.32344
3019,10131,17.975
3019,10141,10.6875
3019,11011,18.1666667
3019,11021,21.4259518
3019,11031,52.8888889
3019,11041,94.7440099
3019,11051,314.860025
3019,11061,57.2673735
3019,11071,14.63711
3019,11081,21.5335968
3019,12011,221.88817
3019,12021,38.4603175
3019,12031,127.562671
3019,12041,266.888636
3019,12051,263.359164
3019,12061,48.9571429
3019,12071,143.976515
3019,12091,96.3238095
3019,13011,84.4553221
3019,13021,194.764502
3019,13031,128.470876
3019,13041,29.0565611
3019,13051,353.659382
3019,13061,127.970665
3019,13071,317.4228
3019,13081,31.4333333
3019,13091,43.9483083
3019,13131,79.2823529
3019,21004,173.796489
3019,51108,32.8330706
3019,54029,123.285503
3019,54099,121.538111
3019,54137,165.648057
3019,54138,31.5841658
3019,54270,32.2681226
3019,54323,452.806989
3019,54395,61.1714113
3019,54575,60.2385991
3019,54580,158.949772
3019,55029,81.7770782
3019,55545,121.666399
3019,57022,154.810546
3019,57038,68.7212496
3019,57076,31.5841658
3019,57124,79.035086
3019,57203,94.413527
3019,57227,62.0549689
3019,57365,60.570943
3019,57463,1055.54376
3019,57498,387.227659
3019,57529,34.5838712
3019,57531,32.2681226
3019,57565,108.96277
3019,57630,37.4449885
3019,57650,128.34732
3019,57672,1584.78695
3019,57731,162.668289
3019,57764,167.306584
3019,59350,37.4449885
3019,62063,140.454409
3019,63067,58.5590745
3019,75056,77.6625943
3019,81001,458.775547
3019,81003,109.07521
3019,81004,184.07235
3019,81013,28.1596532
3019,81015,64.9991821
3019,82003,98.1106855
3019,82014,28.1596532
3019,82037,71.335488
3019,84043,137.345102
3019,85045,140.756274
3019,85046,247.558701
3019,91034,95.9233155
3019,6412001,192.81876
3019,7111001,73.2547779
3019,7211001,368.494079
3019,7232018,45.6451956
3019,7232201,15.5735125
3019,7235062,68.2273561
3019,7235068,131.196191
3019,7235118,23.2320707
3019,10041100,78.4273761
3019,10042113,173.046977
3019,10042115,166.213608
3020,1011,204.39217
3020,1031,58.3358766
3020,1041,29.7876263
3020,1051,63.7197031
3020,1061,245.437447
3020,1071,43.9997751
3020,1091,34.5683761
3020,1111,52.937107
3020,2011,81.44
3020,2012,82.0625
3020,2022,96.8461538
3020,2031,215.456869
3020,2033,49.4833333
3020,2041,59.2106061
3020,2045,59.9204545
3020,2051,75.6504329
3020,2071,166.83562
3020,2082,27.4743769
3020,2101,21.5333333
3020,2111,184.584314
3020,2121,29.5912587
3020,2132,53.7536232
3020,2133,57.052795
3020,2141,136.123333
3020,3011,293.774461
3020,3012,261.619351
3020,3013,921.125361
3020,3014,1702.19545
3020,3015,605.928004
3020,3016,246.106695
3020,3017,339.19941
3020,3019,3953.83025
3020,3020,7577.80605
3020,3021,317.924423
3020,3022,908.029776
3020,3023,784.586495
3020,3024,177.281597
3020,4011,385.998508
3020,4021,279.095224
3020,4031,510.876969
3020,4032,594.640744
3020,4041,353.401702
3020,4043,610.198732
3020,4051,64.457265
3020,4061,107.79951
3020,4071,164.965238
3020,4081,604.051329
3020,4091,254.169344
3020,4101,29.6935484
3020,5011,27.0169217
3020,5021,10.6
3020,5031,29.7759197
3020,5041,4.48148148
3020,5051,24.8052632
3020,5061,6.5
3020,5071,23.5166667
3020,5081,28.2857143
3020,5091,89.1644046
3020,5101,5.09090909
3020,5111,21.034188
3020,6031,27.1098039
3020,6071,31.9791667
3020,6101,8
3020,7031,32.6016043
3020,7041,47.034188
3020,7061,32.7115385
3020,7071,127.661616
3020,7081,9.66666667
3020,7111,5.92307692
3020,7121,4.77777778
3020,8021,12.0769231
3020,8051,4.38888889
3020,8071,6.91666667
3020,8091,9
3020,8101,6.55555556
3020,8111,9.4375
3020,8121,5.0952381
3020,9021,5.84615385
3020,10011,4.73333333
3020,10041,31.8474554
3020,10061,14.3125
3020,10071,28.8507937
3020,10131,36.2611527
3020,10141,10.6875
3020,11031,23.2026144
3020,11041,9.88235294
3020,11051,79.6974359
3020,11061,13.8054299
3020,11071,10.2857143
3020,11081,17.4424242
3020,12011,47.8099548
3020,12021,52.3045958
3020,12031,10.3684211
3020,12041,27.5430615
3020,12051,250.816711
3020,12061,63.8165631
3020,12071,92.0277056
3020,12091,16.8854296
3020,13011,28.9995475
3020,13021,27.1
3020,13031,30.8117647
3020,13041,18.7142857
3020,13051,73.7077922
3020,13061,30.4
3020,13071,62
3020,13081,30.2857143
3020,13091,27.05
3020,21004,124.323034
3020,21231,63.8522884
3020,54099,120.24451
3020,54137,45.4511658
3020,54138,29.5872455
3020,54270,44.0102152
3020,54323,62.0549689
3020,57038,11.789279
3020,57124,37.4449885
3020,57227,45.4511658
3020,57463,130.46488
3020,57498,120.341143
3020,57630,31.5841658
3020,57672,421.058283
3020,57764,65.1011932
3020,81001,79.4253563
3020,81004,28.1596532
3020,81015,24.2665088
3020,82003,93.5291011
3020,82036,21.2844934
3020,82037,23.7521547
3020,83034,57.9326717
3020,85045,109.99238
3020,85046,74.6765781
3020,5315001,14
3020,7111001,45.7117164
3020,7211001,323.945347
3020,7232018,71.5935743
3020,7232201,23.7351624
3020,7235062,91.9625185
3020,7235068,35.9530919
3020,7235094,43.1487491
3020,7235118,23.2320707
3020,8212001,20.8184421
3020,10042113,33.5316793
3020,10042115,114.825141
3021,1011,54.2461538
3021,1031,23.2307692
3021,1041,24.829157
3021,1051,19.1666667
3021,1071,12.0625
3021,1081,57.7378641
3021,1091,43.3333333
3021,1101,4.33333333
3021,1111,43.6606335
3021,2011,73.6125
3021,2021,154.584018
3021,2031,104.8125
3021,2032,117.268025
3021,2041,211.945775
3021,2045,196.916112
3021,2051,49.5067358
3021,2061,77.7472211
3021,2071,102.176639
3021,2082,50.5555556
3021,2092,18.3379613
3021,2101,11.1111111
3021,2111,30.6
3021,2133,62.6363636
3021,2141,45.5190939
3021,3011,372.780882
3021,3012,337.148809
3021,3013,598.082489
3021,3014,1251.67814
3021,3015,371.542035
3021,3016,49.4833333
3021,3017,497.356582
3021,3019,1190.37383
3021,3020,360.399921
3021,3021,7731.11048
3021,3022,541.09311
3021,3023,1412.85883
3021,3024,49.515
3021,4011,239.10249
3021,4021,279.031083
3021,4031,74.3603188
3021,4032,477.949895
3021,4041,96.6859186
3021,4043,399.926204
3021,4051,254.522511
3021,4061,8.17647059
3021,4071,49.8116883
3021,4081,47.6566711
3021,4091,127.455556
3021,4101,8.72
3021,5011,39.3846154
3021,5021,46.2375
3021,5031,9.64705882
3021,5041,20.35
3021,5051,6.5625
3021,5071,46.2761905
3021,5091,258.401779
3021,5111,39.5555556
3021,6041,13.95
3021,6061,24.0666667
3021,6101,14.75
3021,6111,35.2222222
3021,7041,5.85714286
3021,7061,34.5284091
3021,7081,9.83333333
3021,7111,13.2279412
3021,7131,12.3636364
3021,8021,5.5
3021,8051,7.08333333
3021,8091,24.5
3021,8141,32.2352941
3021,10011,6.26666667
3021,10061,5.85714286
3021,11031,5.58333333
3021,11041,8.76470588
3021,11051,42.7777778
3021,11061,5.61111111
3021,11071,11.2666667
3021,11081,17.0588235
3021,12021,8.10526316
3021,12031,26.1083333
3021,12051,158.080146
3021,12061,8.66666667
3021,12091,9.33333333
3021,13011,8.07142857
3021,13021,38.1818182
3021,13031,135.011306
3021,13041,47.9631579
3021,13051,52.0174419
3021,13071,49.4642857
3021,13081,20.9886364
3021,13091,4
3021,54029,29.5872455
3021,54137,62.0549689
3021,54323,28.3028204
3021,54395,30.5612386
3021,55545,32.2681226
3021,57076,30.5612386
3021,57227,31.5841658
3021,57463,152.367651
3021,57498,31.5841658
3021,57531,30.5612386
3021,57672,99.6767226
3021,57733,30.5612386
3021,57764,30.5612386
3021,63067,23.7521547
3021,67482,32.2681226
3021,75056,32.2681226
3021,81001,22.9828855
3021,81004,14.2675806
3021,81015,22.9828855
3021,84043,23.7521547
3021,85045,51.9118079
3021,85046,51.9118079
3021,7111001,27.5430615
3021,7211001,209.903462
3021,7232018,18.4633654
3021,7235062,33.4320907
3021,8212001,53.7536232
3021,10042113,131.174456
3022,1011,178.642857
3022,1031,37.9809524
3022,1041,13.5972222
3022,1051,52.0895843
3022,1061,85.3855519
3022,1071,119.922687
3022,1081,139.528257
3022,1091,171.182955
3022,1093,207.520237
3022,1101,16.5277778
3022,1111,104.7266
3022,2011,136.310668
3022,2012,109.147826
3022,2021,146.88618
3022,2023,349.5875
3022,2031,113.454545
3022,2032,10.1428571
3022,2033,329.271429
3022,2041,186.5
3022,2042,236.666667
3022,2043,110.75
3022,2044,396.188095
3022,2045,459.568686
3022,2051,34.5037594
3022,2061,167.5
3022,2071,100.875952
3022,2081,82.8333333
3022,2082,57.0614025
3022,2091,423.382353
3022,2092,332.980952
3022,2101,31.8833333
3022,2111,124.922754
3022,2121,28.6428571
3022,2132,112.3
3022,2133,247.283217
3022,2141,158.509518
3022,3011,509.986054
3022,3012,1736.36489
3022,3013,1161.89202
3022,3014,2992.40277
3022,3015,1029.49589
3022,3016,410.884435
3022,3017,766.397131
3022,3019,2328.80395
3022,3020,788.445065
3022,3021,372.370378
3022,3022,8703.60857
3022,3023,3064.90994
3022,3024,571.338018
3022,4011,654.44359
3022,4021,290.268233
3022,4031,389.589221
3022,4032,105.2579
3022,4041,262.041099
3022,4043,232.580716
3022,4051,236.01375
3022,4061,445.039305
3022,4071,422.77793
3022,4081,931.841908
3022,4091,359.467849
3022,4101,74.1868817
3022,5011,84.9061864
3022,5021,57.8138948
3022,5031,30.0788043
3022,5041,17.1873638
3022,5051,49.2886591
3022,5061,10
3022,5071,82.9043368
3022,5081,170.923593
3022,5091,386.684316
3022,5101,5.84210526
3022,5111,40.952381
3022,6071,23.45
3022,6091,17.1666667
3022,6111,25.3636364
3022,7011,29.0326797
3022,7021,17.4166667
3022,7031,20.1470588
3022,7041,77.2083333
3022,7061,54.7222222
3022,7071,232.951136
3022,7081,12.3846154
3022,7111,13.7980769
3022,7121,10.0909091
3022,7131,9.35294118
3022,8021,66.1444444
3022,8031,8.22222222
3022,8051,10.9375
3022,8091,8.22222222
3022,8101,8.11111111
3022,8111,10.1428571
3022,8121,17.5932138
3022,8131,5.125
3022,8141,42.5775401
3022,9021,5.05882353
3022,10011,6.23076923
3022,10041,11.5384615
3022,10061,12.3333333
3022,10121,8.72222222
3022,10131,54.7073077
3022,10141,10.6875
3022,11021,31.3191087
3022,11031,8
3022,11051,165.117013
3022,11071,19.0761905
3022,11081,26.3737503
3022,12011,260.280275
3022,12021,51.8963745
3022,12031,87.0591252
3022,12041,76.0277778
3022,12051,800.8909
3022,12061,40.5422042
3022,12071,77.3921053
3022,12091,130.258064
3022,13011,8.07142857
3022,13021,8.36
3022,13031,33.5565611
3022,13041,35.7997558
3022,13051,75.8004926
3022,13061,15.5454545
3022,13071,47.4029219
3022,13081,36.280303
3022,13091,32.0492424
3022,21004,48.1307122
3022,54029,82.3459795
3022,54099,100.27435
3022,54138,32.2681226
3022,54270,67.032234
3022,54323,60.570943
3022,54395,31.5841658
3022,54580,273.769063
3022,55545,65.7478089
3022,57022,107.723048
3022,57038,64.5362452
3022,57076,30.5612386
3022,57124,140.263685
3022,57203,135.668167
3022,57227,116.572042
3022,57365,86.7256978
3022,57463,864.978674
3022,57498,63.8522884
3022,57529,31.5841658
3022,57531,64.4172364
3022,57565,24.9710811
3022,57650,107.59657
3022,57672,1617.52841
3022,57731,94.978475
3022,57733,117.671654
3022,57764,231.092317
3022,59350,37.9067358
3022,62063,19.1403885
3022,63067,59.5034925
3022,81001,598.673253
3022,81003,18.6501638
3022,81004,44.1355034
3022,81013,28.1596532
3022,81015,231.007424
3022,82003,129.515608
3022,82036,23.7521547
3022,82037,23.7521547
3022,83034,15.3682609
3022,85045,103.823616
3022,85046,112.20585
3022,91034,23.7521547
3022,6412001,110.75
3022,7111001,46.9672332
3022,7211001,769.991513
3022,7232018,163.853433
3022,7235062,68.2229632
3022,7235068,102.578092
3022,7235118,33.4320907
3022,10041100,23.2320707
3022,10042113,60.9359424
3022,10042115,74.375244
3023,1011,43.8461538
3023,1031,84.1385073
3023,1041,28.4531802
3023,1051,99.5109119
3023,1061,47.5138889
3023,1071,52.3488451
3023,1081,162.909549
3023,1091,156.348052
3023,1093,32.1098901
3023,1101,9.02262443
3023,1111,107.346352
3023,2011,133.981818
3023,2012,263.922919
3023,2021,140.854167
3023,2022,25.8421053
3023,2031,275.928728
3023,2032,59.9204545
3023,2034,42.2222222
3023,2041,415.416063
3023,2042,213.654762
3023,2043,28.3028204
3023,2051,84.1690476
3023,2061,96.4333333
3023,2071,106.211367
3023,2081,241.806445
3023,2082,50.5555556
3023,2101,21.6833333
3023,2111,203.102323
3023,2133,164.768908
3023,2141,113.61086
3023,3011,1361.55844
3023,3012,981.220301
3023,3013,1177.54929
3023,3014,3014.12317
3023,3015,1400.46291
3023,3016,223.475926
3023,3017,900.327512
3023,3019,2726.22318
3023,3020,542.419949
3023,3021,1418.10153
3023,3022,2736.42196
3023,3023,10492.7457
3023,3024,589.982556
3023,4011,204.99192
3023,4021,337.348395
3023,4031,646.781481
3023,4032,316.645424
3023,4041,500.924263
3023,4043,208.719774
3023,4051,301.441397
3023,4061,270.338877
3023,4071,210.468361
3023,4081,834.864291
3023,4091,957.00404
3023,4101,123.947345
3023,5011,117.049495
3023,5021,29.4920635
3023,5031,39.8528428
3023,5041,10.8344227
3023,5051,15.4375
3023,5061,35.3214286
3023,5071,138.742895
3023,5081,190.195145
3023,5091,238.493486
3023,5101,29.4083333
3023,5111,16.5927602
3023,6061,35.2
3023,6071,11.48
3023,6091,22.4545455
3023,6101,16.2941176
3023,6111,71.9434809
3023,7011,9.58823529
3023,7021,12.6153846
3023,7041,36.7054015
3023,7051,25.210084
3023,7061,17.8
3023,7071,155.461905
3023,7081,22.7380952
3023,7121,7.3
3023,7131,13.8181818
3023,8021,43.8333333
3023,8051,10.952381
3023,8071,6.9
3023,8091,65.4766214
3023,8111,19.2053571
3023,8131,8.4
3023,8141,86.7403846
3023,9021,5.07692308
3023,10011,4.73333333
3023,10031,8.7
3023,10041,43
3023,10061,14.3125
3023,10111,51.541958
3023,10121,5.25
3023,10131,22.8454545
3023,10141,20.6210526
3023,11002,34.1805171
3023,11011,55.5
3023,11021,28.2321429
3023,11031,18.8888889
3023,11041,95.3098506
3023,11051,212.987546
3023,11061,33.9738562
3023,11071,18.0952381
3023,11081,31.6
3023,12011,150.447977
3023,12021,55.6279762
3023,12031,71.1333333
3023,12041,103.468729
3023,12051,232.592703
3023,12061,28
3023,12071,27.8181818
3023,12091,121.853724
3023,13011,49.1760181
3023,13031,9.94117647
3023,13041,133.424258
3023,13051,210.895626
3023,13061,120.133766
3023,13071,104.448786
3023,13081,60.0961538
3023,13091,35.8909091
3023,13131,75.2046218
3023,21004,109.180844
3023,21231,37.4449885
3023,54029,186.4782
3023,54099,17.9374541
3023,54137,31.5841658
3023,54138,31.5841658
3023,54323,464.205554
3023,54395,115.164277
3023,54575,19.5627528
3023,54580,92.1551089
3023,55545,28.3028204
3023,57022,92.1786182
3023,57038,62.1749526
3023,57076,189.730973
3023,57124,142.5432
3023,57203,125.936805
3023,57227,184.193431
3023,57365,45.4511658
3023,57463,960.498104
3023,57498,78.2842363
3023,57529,126.562641
3023,57565,50.2507842
3023,57650,179.711186
3023,57672,1058.30428
3023,57731,113.457393
3023,57733,120.457929
3023,57764,314.352145
3023,62063,28.1596532
3023,63067,46.6670301
3023,67482,29.5872455
3023,81001,836.095565
3023,81003,71.256464
3023,81004,292.755476
3023,81015,96.1019233
3023,82003,71.3583952
3023,82014,22.2504161
3023,82036,47.5043094
3023,83034,45.0366481
3023,84043,132.595843
3023,85045,50.186786
3023,85046,312.4131
3023,88160,45.4511658
3023,91034,89.8945755
3023,6412001,33.4320907
3023,7111001,50.0227071
3023,7211001,1067.55344
3023,7232018,194.645201
3023,7232201,22.4796457
3023,7235062,138.057212
3023,7235068,224.347477
3023,7235094,91.4234328
3023,8212001,23.7351624
3023,10041100,135.949329
3023,10042113,134.613858
3023,10042115,215.375731
3024,1011,54.5604343
3024,1031,24.2
3024,1041,6.55555556
3024,1071,47.8977546
3024,1081,15.3684211
3024,1101,4.33333333
3024,1111,59.9204545
3024,2011,53.3076923
3024,2012,52.0174419
3024,2041,68.0254237
3024,2081,41
3024,2082,57.7378641
3024,2092,91.2666667
3024,3011,664.663592
3024,3012,395.035912
3024,3013,66.7694916
3024,3014,675.727629
3024,3015,234.930943
3024,3016,16.875
3024,3017,220.486873
3024,3019,436.534527
3024,3020,49.4833333
3024,3021,58.5775
3024,3022,509.391821
3024,3023,578.601604
3024,3024,1567.65037
3024,4011,79.585488
3024,4021,22.3078261
3024,4031,82.4489164
3024,4041,32.1428571
3024,4043,257.223172
3024,4061,25.8904762
3024,4071,17.1862745
3024,4081,103.172222
3024,4091,546.770137
3024,5031,12.1875
3024,5041,11.8148148
3024,5051,6.66666667
3024,5081,28.7142857
3024,5101,6.06666667
3024,6031,26.3846154
3024,7031,15.375
3024,7131,9.35294118
3024,8031,19.199095
3024,8101,12.3
3024,8111,9.0625
3024,10061,16.4666667
3024,10131,75.3272727
3024,11041,18.7647059
3024,11081,15.9637681
3024,12011,12.5384615
3024,12021,13.6666667
3024,12041,52.3055556
3024,12051,35.3529412
3024,12061,9.78571429
3024,12091,102.168281
3024,13041,6.80769231
3024,13051,33.3333333
3024,13091,17.3409091
3024,54099,69.0291543
3024,57463,82.1221857
3024,57498,19.906226
3024,57529,21.5
3024,57672,61.2009594
3024,57764,31.5841658
3024,63067,21.2844934
3024,81001,68.3610341
3024,81015,24.6807649
3024,85045,18.3379613
3024,7211001,49.4833333
3024,7235062,23.7351624
4011,1011,187.626208
4011,1021,43.4375
4011,1031,221.52865
4011,1041,123.308614
4011,1051,70.6666667
4011,1061,322.865365
4011,1071,151.224861
4011,1081,33.7
4011,1091,986.07224
4011,1093,264.98036
4011,1101,23.0269841
4011,1111,199.067853
4011,2011,108.224056
4011,2012,79.0155527
4011,2021,73
4011,2023,178.462844
4011,2031,244.989033
4011,2032,194.571429
4011,2033,194.571429
4011,2034,15.7142857
4011,2041,477.368124
4011,2042,239.478354
4011,2043,10.7222222
4011,2044,55.125
4011,2045,321.740092
4011,2051,148.373967
4011,2061,416.099067
4011,2071,312.138096
4011,2081,262.041564
4011,2082,157.909722
