,StopPointCode,StopPointAuthority,StopPointShortName,StopPointPublicCode,StopPointStopType,StopPointLatitude,StopPointLongitude,passengers
2,96760301,RGTR,"NOERTRANGE, Um Dréicht",NODRÉI01,busStation,49.9791250869347,5.90946479632443,5
3,95430101,RGTR,"WILTZ, Aneschbach",WZANBA01,busStation,49.9682886648799,5.92179180740758,772
6,96720201,RGTR,"NIEDERWAMPACH, A Beetel",NIABEE01,busStation,50.0094182583741,5.83981599686259,972
7,96720101,RGTR,"NIEDERWAMPACH, Haaptstrooss",NIHAAP01,busStation,50.0107288736869,5.84731035281651,795
8,96730101,RGTR,"OBERWAMPACH, Bréck",OBBRÉC01,busStation,50.0159392384141,5.85763582975281,867
9,96730201,RGTR,"OBERWAMPACH, Duerefstrooss Belzen",OBDUER01,busStation,50.0161017748595,5.86131111235571,152
10,96730202,RGTR,"OBERWAMPACH, Duerefstrooss Belzen",OBDUER02,busStation,50.0161541486561,5.86125185033671,141
12,96730102,RGTR,"OBERWAMPACH, Bréck",OBBRÉC02,busStation,50.0160765901159,5.85772459506972,643
13,96720102,RGTR,"NIEDERWAMPACH, Haaptstrooss",NIHAAP02,busStation,50.0107138293758,5.84708797509575,202
15,96720202,RGTR,"NIEDERWAMPACH, A Beetel",NIABEE02,busStation,50.009777988287,5.84014138278317,67
16,95430102,RGTR,"WILTZ, Aneschbach",WZANBA02,busStation,49.9682755100271,5.92197396730409,945
17,96760302,RGTR,"NOERTRANGE, Um Dréicht",NODRÉI02,busStation,49.9792635837303,5.90926060315531,471
4,97640401,RGTR,"MARNACH, Op der Breck",MABREC01,busStation,50.0547716485576,6.0673018113732,318
12,98330302,RGTR,"DORSCHEID, Lehmkaul",DOLEHM02,busStation,50.0418097485744,6.07947673053156,949
13,97660201,RGTR,"MUNSHAUSEN, Bei der Kiirch",MUKIIR01,busStation,50.0327165118205,6.03769750931344,113
14,97640701,RGTR,"MARNACH, Bei der Kiirch",MAKIIR01,busStation,50.0530711258951,6.06089459012056,981
15,97660101,RGTR,"MUNSHAUSEN, Iewescht Duerf",MUIDUE01,busStation,50.0356285996169,6.03688967861647,455
16,97640801,RGTR,"MARNACH, Munzerstrooss",MAMUNZ01,busStation,50.0491449358565,6.05825658297943,430
18,97640702,RGTR,"MARNACH, Bei der Kiirch",MAKIIR02,busStation,50.052956479482,6.0609854305985,196
19,97640402,RGTR,"MARNACH, Op der Breck",MABREC02,busStation,50.0547848640238,6.06746867511805,786
20,97640301,RGTR,"MARNACH, Geschäftszenter",MAGESC01,busStation,50.0523440707427,6.07234001283395,873
21,97630102,RGTR,"MARNACH, Dosberstrooss",MADOSB02,busStation,50.0500823034247,6.07326011140274,563
22,97630202,RGTR,"MARNACH, Schwaarzenhiwwel",MASCHW02,busStation,50.0472086926778,6.07346295037947,759
23,97630302,RGTR,"MARNACH, Beim Sender",MASEND02,busStation,50.0432031877886,6.07729675082907,168
25,98330101,RGTR,"DORSCHEID, Am Poul",DOPOUL01,busStation,50.0364767737291,6.07918595217346,957
26,97660202,RGTR,"MUNSHAUSEN, Bei der Kiirch",MUKIIR02,busStation,50.0327722606902,6.03741475362263,666
27,98330301,RGTR,"DORSCHEID, Lehmkaul",DOLEHM01,busStation,50.0419978241316,6.07980056023256,83
28,97630301,RGTR,"MARNACH, Beim Sender",MASEND01,busStation,50.0431942055149,6.07729729667818,446
29,97630201,RGTR,"MARNACH, Schwaarzenhiwwel",MASCHW01,busStation,50.0473397239041,6.07366453074707,90
30,97630101,RGTR,"MARNACH, Dosberstrooss",MADOSB01,busStation,50.0501134745305,6.07342586751907,119
31,97640302,RGTR,"MARNACH, Geschäftszenter",MAGESC02,busStation,50.0525478443887,6.07221582978853,511
32,97640802,RGTR,"MARNACH, Munzerstrooss",MAMUNZ02,busStation,50.049427627334,6.05840693948502,200
33,97660102,RGTR,"MUNSHAUSEN, Iewescht Duerf",MUIDUE02,busStation,50.0357062301082,6.03675919387596,854
39,97760501,RGTR,"WILWERWILTZ, Bei der Barriär",WWBARR01,busStation,49.9884504400185,6.00006661258754,100
40,97760502,RGTR,"WILWERWILTZ, Bei der Barriär",WWBARR02,busStation,49.9884065812806,5.99976236916803,547
12,98300101,RGTR,"BOCKHOLTZ, Kiirch",BOKIIR01,busStation,50.0115677023071,6.05079508054367,979
18,98300102,RGTR,"BOCKHOLTZ, Kiirch",BOKIIR02,busStation,50.011612258307,6.05077839138567,810
4,95340101,RGTR,"WILTZ, Kautebaacherstrooss",WZKAUT01,busStation,49.9666589132786,5.93327677495069,304
7,96700101,RGTR,"MERKHOLTZ, Dellewee",MEDELL01,busStation,49.9624156885145,5.97998652721007,48
8,96320301,RGTR,"ALSCHEID, Schoulbierg",ALSCH01,busStation,49.9701621052217,6.01020110109533,868
9,96700301,RGTR,"MERKHOLTZ, Duerfstrooss",MEDUEF01,busStation,49.9616608707051,5.98001984457249,907
10,95160201,RGTR,"WILTZ, Post",WZPOST01,busStation,49.9660985731083,5.93182007607529,364
7,96740501,RGTR,"NOCHER, Schoul",NOSCHO01,busStation,49.9470152198294,5.97726989764018,572
12,95120201,RGTR,"WILTZ, Bastnacherstrooss",WZBAST01,busStation,49.9593088736595,5.93293529954088,919
13,96810301,RGTR,"ROULLINGEN, Chalets Scouts",ROCHAL01,busStation,49.9587116892582,5.92601475998661,416
14,96810101,RGTR,"ROULLINGEN, Réimerwee",RORÉIM01,busStation,49.9569769472836,5.92132842633355,406
15,96810201,RGTR,"ROULLINGEN, Am Duerf",RODUER01,busStation,49.9546994052377,5.92398365396168,115
16,96530101,RGTR,"GOESDORF, Maeschgaart",GOMAES01,busStation,49.9228816578499,5.96604447088624,618
18,96530202,RGTR,"GOESDORF, Pompjeën",GOPOMP02,busStation,49.9213057625763,5.96667295318565,164
19,96530102,RGTR,"GOESDORF, Maeschgaart",GOMAES02,busStation,49.9229919862487,5.9661350817953,637
20,96440302,RGTR,"DAHL, Waassertuurm",DAWAAS02,busStation,49.9355406662568,5.96952798176964,547
21,96440202,RGTR,"DAHL, Masselerstrooss",DAMASS02,busStation,49.9345912769796,5.97864717033145,599
22,96740302,RGTR,"NOCHER-ROUTE, Zenner",NRZENN02,busStation,49.9464687402612,5.96496609711399,240
23,96740402,RGTR,"NOCHER, Um Knupp",NOKNUP02,busStation,49.9470683034781,5.97206641421033,983
24,96740602,RGTR,"NOCHER, Welscheedgen",NOWELS02,busStation,49.9451082568333,5.97486604268551,918
25,96530201,RGTR,"GOESDORF, Pompjeën",GOPOMP01,busStation,49.9213373186069,5.96650376315943,707
26,96740502,RGTR,"NOCHER, Schoul",NOSCHO02,busStation,49.9469286710114,5.97740079149568,153
27,96740702,RGTR,"NOCHER, Kautebaacherwee",NOKAUT02,busStation,49.9467353077413,5.98137224243215,813
28,96740701,RGTR,"NOCHER, Kautebaacherwee",NOKAUT01,busStation,49.9468078859679,5.98139558515779,736
29,96740601,RGTR,"NOCHER, Welscheedgen",NOWELS01,busStation,49.9452048743989,5.97477634084636,664
30,96740401,RGTR,"NOCHER, Um Knupp",NOKNUP01,busStation,49.9471211018695,5.97202127688539,617
31,96740301,RGTR,"NOCHER-ROUTE, Zenner",NRZENN01,busStation,49.9465665742016,5.96526665306961,449
32,96440101,RGTR,"DAHL, Ale Wee",DAALEW01,busStation,49.9355149150991,5.97577386991589,583
33,96440201,RGTR,"DAHL, Masselerstrooss",DAMASS01,busStation,49.9346289286817,5.97836605725077,406
34,96440501,RGTR,"DAHL, Al Molkerei",DAMOLK01,busStation,49.9344552517572,5.9751572976316,457
35,96440301,RGTR,"DAHL, Waassertuurm",DAWAAS01,busStation,49.9353622567799,5.96889802992729,534
37,96810202,RGTR,"ROULLINGEN, Am Duerf",RODUER02,busStation,49.9547791271636,5.92393673932969,205
38,96810102,RGTR,"ROULLINGEN, Réimerwee",RORÉIM02,busStation,49.9568273322423,5.92111486493236,880
39,96810302,RGTR,"ROULLINGEN, Chalets Scouts",ROCHAL02,busStation,49.958518284494,5.92584580220454,604
40,95120202,RGTR,"WILTZ, Bastnacherstrooss",WZBAST02,busStation,49.9592014674526,5.93295607419048,495
4,96370201,RGTR,"BOCKHOLTZ (GOESDORF), Op der Millen",BOODMI01,busStation,49.9265030520902,6.00670363379656,713
10,96370101,RGTR,"BOCKHOLTZ (GOESDORF), Bockholtz",BOBOCK01,busStation,49.9227997166884,5.99535369049977,571
16,96370102,RGTR,"BOCKHOLTZ (GOESDORF), Bockholtz",BOBOCK02,busStation,49.9229182837178,5.99541598654885,491
18,96740101,RGTR,"NOCHER-ROUTE, Trin",NRTRIN01,busStation,49.9482382856702,5.95662913041616,496
20,96740201,RGTR,"NOCHER-ROUTE, An der Delt",NRDELT01,busStation,49.9480059845686,5.96114696662301,315
22,96440502,RGTR,"DAHL, Al Molkerei",DAMOLK02,busStation,49.9344085275617,5.97509053620231,276
33,96530401,RGTR,"GOESDORF, Gemeng",GOGEME01,busStation,49.9207989885587,5.97034151687469,325
34,91530302,RGTR,"GOEBELSMUEHLE, Op der Gare",GOOGAR02,busStation,49.9213399301457,6.05306116466647,824
35,91530303,RGTR,"GOEBELSMUEHLE, Op der Gare",GOOGAR03,busStation,49.9213586023025,6.05308789316833,71
36,96370202,RGTR,"BOCKHOLTZ (GOESDORF), Op der Millen",BOODMI02,busStation,49.9265853266218,6.00675427602108,685
37,96530402,RGTR,"GOESDORF, Gemeng",GOGEME02,busStation,49.9207288424814,5.97006723993297,74
42,96440102,RGTR,"DAHL, Ale Wee",DAALEW02,busStation,49.9357253894212,5.97556555062886,557
45,96740202,RGTR,"NOCHER-ROUTE, An der Delt",NRDELT02,busStation,49.9481636361924,5.96098367868828,989
46,96740102,RGTR,"NOCHER-ROUTE, Trin",NRTRIN02,busStation,49.9483075784506,5.95652716722738,893
7,96690101,RGTR,"MECHER (Haute-Sûre), Kapell",MEKAPE01,busStation,49.9227907926353,5.87328790012636,765
1,99400101,RGTR,"ASSELBORN, Burregaass",ASBURR01,busStation,50.0966237365419,5.97388650472122,51
4,99400301,RGTR,"ASSELBORN, Uäwwelaanst",ASUÄWW01,busStation,50.0971520089123,5.97137784602299,758
7,97530201,RGTR,"HEINERSCHEID, Bei Dikches",HEDIKC01,busStation,50.0920807131532,6.08489378298014,886
8,97490101,RGTR,"FISCHBACH (CLERVAUX), Bei Prëntzen",FIPRËN01,busStation,50.0740094839108,6.07103392003717,637
9,97640102,RGTR,"MARNACH, Feschberstrooss",MAFESC02,busStation,50.0667724223141,6.06837238352881,400
10,97530202,RGTR,"HEINERSCHEID, Bei Dikches",HEDIKC02,busStation,50.0917242990223,6.08431414477363,398
11,99460202,RGTR,"BINSFELD, Beim alen Burren",BIBURR02,busStation,50.119592825725,6.03705040011645,140
12,97640202,RGTR,"MARNACH, Pënnik",MAPENN02,busStation,50.0640532087105,6.06649788286201,556
13,99460302,RGTR,"BINSFELD, Om Béchel",BIBÉCH02,busStation,50.1198169717985,6.0408982121414,414
14,99680101,RGTR,"HEINERSCHEID, Lausdorn",HELAUS01,busStation,50.1180110125341,6.08326226018704,939
15,97530302,RGTR,"HEINERSCHEID, Bei Millisch",HEBMIL02,busStation,50.0986933994314,6.08635224448658,413
16,97530102,RGTR,"HEINERSCHEID, Geméin",HEGEMÉ02,busStation,50.0946941879112,6.08651106758739,525
17,97490102,RGTR,"FISCHBACH (CLERVAUX), Bei Prëntzen",FIPRËN02,busStation,50.0740142367626,6.07086589324897,352
23,99400102,RGTR,"ASSELBORN, Burregaass",ASBURR02,busStation,50.0965704520591,5.97356821172618,234
31,97530101,RGTR,"HEINERSCHEID, Geméin",HEGEMÉ01,busStation,50.0948248489945,6.08669891553694,977
33,97640201,RGTR,"MARNACH, Pënnik",MAPENN01,busStation,50.0640304972589,6.06666697140732,577
34,97640101,RGTR,"MARNACH, Feschberstrooss",MAFESC01,busStation,50.0669577089072,6.06858469632495,200
35,97530301,RGTR,"HEINERSCHEID, Bei Millisch",HEBMIL01,busStation,50.0987780975637,6.08650094121331,501
36,99460301,RGTR,"BINSFELD, Om Béchel",BIBÉCH01,busStation,50.1198174752004,6.04021259688758,106
37,99400302,RGTR,"ASSELBORN, Uäwwelaanst",ASUÄWW02,busStation,50.0972464289325,5.97120406740782,381
38,99460201,RGTR,"BINSFELD, Beim alen Burren",BIBURR01,busStation,50.1197042380047,6.03683364519825,788
6,96450202,RGTR,"DERENBACH, Kapell",DEKAPE02,busStation,50.0114563644078,5.88353171290518,591
9,96450501,RGTR,"DERENBACH, Bei der Kirich",DEBEIK01,busStation,50.0145424201766,5.88890244566243,283
11,96410101,RGTR,"BRACHTENBACH, Om Bierig",BROMBI01,busStation,50.0192478641191,5.90437597678209,945
12,96410201,RGTR,"BRACHTENBACH, Bei der Kirich",BRBEIK01,busStation,50.0206640894794,5.90957683732373,123
14,96450502,RGTR,"DERENBACH, Bei der Kirich",DEBEIK02,busStation,50.0146494412771,5.8888676065908,994
15,96450201,RGTR,"DERENBACH, Kapell",DEKAPE01,busStation,50.0111618738028,5.88362057714825,364
1,98390302,RGTR,"OBEREISENBACH, Kounenhaff",OBKOUN02,busStation,50.0168504943633,6.13629223472025,609
3,97690101,RGTR,"RODER, Ruadder",RORODE01,busStation,50.0550900629846,6.08206536261419,873
4,98390801,RGTR,"OBEREISENBACH, Bongertswies",OBBONG01,busStation,50.008898721205,6.14215331587193,127
5,98390301,RGTR,"OBEREISENBACH, Kounenhaff",OBKOUN01,busStation,50.0166487104032,6.13649969541933,302
7,98390501,RGTR,"RODERSHAUSEN, Kiirch",ROKIIR01,busStation,50.0363775295727,6.12997620476507,967
8,98390601,RGTR,"RODERSHAUSEN, Um Weier",ROWEIE01,busStation,50.0403574907492,6.13194571106499,940
9,98390701,RGTR,"RODERSHAUSEN, Dosberbréck",RODOSB01,busStation,50.0491692197696,6.12595762363576,24
11,98390602,RGTR,"RODERSHAUSEN, Um Weier",ROWEIE02,busStation,50.0406957292031,6.13179982897652,997
12,98390502,RGTR,"RODERSHAUSEN, Kiirch",ROKIIR02,busStation,50.0363927336471,6.12986356164872,0
13,98390802,RGTR,"OBEREISENBACH, Bongertswies",OBBONG02,busStation,50.0089122204672,6.14197104772347,293
15,98390401,RGTR,"RODERSHAUSEN, Millewee",ROMILL01,busStation,50.0328718866448,6.12863509899973,806
16,98390402,RGTR,"RODERSHAUSEN, Millewee",ROMILL02,busStation,50.0329237109773,6.12854821017943,943
2,96630102,RGTR,"KAUTENBACH, Am Duerf",KADUER02,busStation,49.9517774353079,6.016624760178,997
3,98340602,RGTR,"SCHINKER, Um Rank",SCRANK02,busStation,49.9916412701091,6.08744451792512,504
4,98340502,RGTR,"HOLZTHUM, Op der Hoecht",HOHOEC02,busStation,49.9834957630984,6.07085982068648,111
5,98340702,RGTR,"HOLZTHUM, Ferme Theves",HOTHEV02,busStation,49.991027950265,6.08416055475591,814
6,96630101,RGTR,"KAUTENBACH, Am Duerf",KADUER01,busStation,49.9517199367405,6.0168374558758,847
7,98340302,RGTR,"HOLZTHUM, Kiirfecht",HOKIRF02,busStation,49.9869056531055,6.0762197194671,231
8,98340402,RGTR,"HOLZTHUM, Bei der Kiirch",HOBKIR02,busStation,49.9848453271053,6.07335894998008,471
9,98310301,RGTR,"CONSTHUM, Ennescht Duerf",COENNE01,busStation,49.9723319706359,6.04994569699611,922
11,98310302,RGTR,"CONSTHUM, Ennescht Duerf",COENNE02,busStation,49.9724371542383,6.05019033652788,207
12,98340501,RGTR,"HOLZTHUM, Op der Hoecht",HOHOEC01,busStation,49.9831237977959,6.07038016617896,464
13,98340401,RGTR,"HOLZTHUM, Bei der Kiirch",HOBKIR01,busStation,49.9846877035008,6.07317319199787,387
14,98340301,RGTR,"HOLZTHUM, Kiirfecht",HOKIRF01,busStation,49.9868542185148,6.07632050922649,728
15,98340701,RGTR,"HOLZTHUM, Ferme Theves",HOTHEV01,busStation,49.9909367244178,6.08411025956506,431
16,98340601,RGTR,"SCHINKER, Um Rank",SCRANK01,busStation,49.9914966192254,6.08777420514113,712
1,98370102,RGTR,"NEIDHAUSEN, Kiirch",NEKIIR02,busStation,50.0289979411823,6.06623355572958,563
8,98330201,RGTR,"DORSCHEID, Am Duerf",DODUER01,busStation,50.0355258223351,6.07179934424486,9
9,98400101,RGTR,"SIEBENALER, Bei der Kierch",SIKIER01,busStation,50.0098098772404,6.02530104945344,283
11,98400102,RGTR,"SIEBENALER, Bei der Kierch",SIKIER02,busStation,50.0097933438138,6.02535790891225,552
13,98370101,RGTR,"NEIDHAUSEN, Kiirch",NEKIIR01,busStation,50.0288711319359,6.06619939228189,208
1,97450101,RGTR,"DOENNANGE, Haaptstrooss",DOHAAP01,busStation,50.0613249685093,5.95643337316521,244
2,77690101,RGTR,"BISSEN, ArcelorMittal S.A.",BIARCE01,busStation,49.7841720176963,6.05795171257501,565
3,97720202,RGTR,"TROINE, Duarrefstrooss",TRDUAR02,busStation,50.0638007349456,5.88300328330054,881
4,97800501,RGTR,"WINCRANGE, Béigener Strooss",WIBEIG01,busStation,50.0531150987089,5.91503625960931,925
6,97720102,RGTR,"TROINE, Bréck",TRBRÉC02,busStation,50.0621924693967,5.88341504968209,819
7,97430101,RGTR,"CRENDAL, Duerefstrooss",CRDUER01,busStation,50.0568982481211,5.89700522830167,379
9,97800201,RGTR,"WINCRANGE, Bei der Kapell",WIKAPE01,busStation,50.051498924435,5.91819980965586,530
10,97400101,RGTR,"BOEVANGE, Wëntgerdall",BOWËNT01,busStation,50.0483865704055,5.92974371733922,322
11,97620201,RGTR,"LULLANGE, Haaptstrooss",LLHAAP01,busStation,50.0584007226208,5.94239320574019,916
12,97440101,RGTR,"DEIFFELT, Haaptstrooss",DEHAAP01,busStation,50.064798491701,5.96299157041686,518
14,97610101,RGTR,"LENTZWEILER, Haaptstrooss",LEHAAP01,busStation,50.0696155324419,5.97519653972074,342
16,97710101,RGTR,"STOCKEM, Duärrefstrooss",STDUÄR01,busStation,50.0779092401058,5.95728384021487,933
17,97700101,RGTR,"RUMLANGE, Om Knäppchen",RUKNÄP01,busStation,50.0787534914137,5.97442539085522,474
18,97410101,RGTR,"BOXHORN, Schemer",BOSCHE01,busStation,50.0820857835158,5.99047494227379,692
20,97420102,RGTR,"BOXHORN, Hauptstrooss",BOHAUP02,busStation,50.0801981517927,5.99608738765077,51
21,97070302,RGTR,"CLERVAUX, Baastnecherstrooss",CLBAST02,busStation,50.065299735359,6.0218675598982,33
22,97070109,RGTR,"CLERVAUX, Gare",CLGARE09,busStation,50.0623714680204,6.02449460800947,987
23,97110402,RGTR,"CLERVAUX, Maison de Retraite",CLMAIS02,busStation,50.057793531258,6.02558845987601,58
25,97110201,RGTR,"CLERVAUX, Place Benelux",CLBENE01,busStation,50.0547943463205,6.03106963891311,433
26,97090201,RGTR,"CLERVAUX, Police",CLPOLI01,busStation,50.0542216597717,6.025571929449,613
28,97090101,RGTR,"CLERVAUX, Clinique",CLCLIN01,busStation,50.0533221166478,6.0248730871847,954
29,97680102,RGTR,"REULER, Hôh quai 2",REHOH02,busStation,50.0526052164478,6.03376169113853,485
37,98060202,RGTR,"HOSINGEN, Bayrischt",HOBAYE02,busStation,50.0193184208547,6.09195542978992,365
38,97430102,RGTR,"CRENDAL, Duerefstrooss",CRDUER02,busStation,50.0570048974818,5.89695642275652,815
39,97610102,RGTR,"LENTZWEILER, Haaptstrooss",LEHAAP02,busStation,50.0696769464999,5.97513676521661,639
41,98060102,RGTR,"HOSINGEN, Bei der Kierch",HOKIER02,busStation,50.0161406302177,6.09186816816957,492
54,97720101,RGTR,"TROINE, Bréck",TRBRÉC01,busStation,50.0624757431147,5.88357835550685,906
72,97720201,RGTR,"TROINE, Duarrefstrooss",TRDUAR01,busStation,50.0637614375132,5.88288005258394,352
76,93760102,RGTR,"HOSCHEID, Braaken",HOBRAA02,busStation,49.9503273004629,6.08121114900051,287
82,98060101,RGTR,"HOSINGEN, Ewescht-Duerf",HOEWES01,busStation,50.0171512078127,6.09198861902544,449
83,98060201,RGTR,"HOSINGEN, Bayrischt",HOBAYE01,busStation,50.0195267648963,6.09201265398794,354
85,97680101,RGTR,"REULER, Hôh quai 1",REHOH01,busStation,50.0531708869797,6.0347746976821,970
86,97090102,RGTR,"CLERVAUX, Clinique",CLCLIN02,busStation,50.0534216325739,6.02489487312244,657
87,97090202,RGTR,"CLERVAUX, Police",CLPOLI02,busStation,50.0541285840599,6.02580124646584,674
88,97110101,RGTR,"CLERVAUX, Place de la Libération",CLLIBÉ01,busStation,50.0531358128572,6.02953732653813,729
89,97110301,RGTR,"CLERVAUX, Postes",CLPOST01,busStation,50.054987408247,6.03017743979489,744
90,97110401,RGTR,"CLERVAUX, Maison de Retraite",CLMAIS01,busStation,50.0578560462742,6.02557061803663,291
91,97420101,RGTR,"BOXHORN, Hauptstrooss",BOHAUP01,busStation,50.0807131248375,5.99478298026145,898
92,97410102,RGTR,"BOXHORN, Schemer",BOSCHE02,busStation,50.0821435836461,5.99027559135948,60
93,97700102,RGTR,"RUMLANGE, Om Knäppchen",RUKNÄP02,busStation,50.0789093308385,5.97419189851569,538
94,97710102,RGTR,"STOCKEM, Duärrefstrooss",STDUÄR02,busStation,50.0779136335296,5.95745131561873,919
95,97440102,RGTR,"DEIFFELT, Haaptstrooss",DEHAAP02,busStation,50.0650191581501,5.96317328428288,519
96,97450102,RGTR,"DOENNANGE, Haaptstrooss",DOHAAP02,busStation,50.0611973769948,5.95705633602431,908
97,97620202,RGTR,"LULLANGE, Haaptstrooss",LLHAAP02,busStation,50.0584412144317,5.94222294381933,55
98,97400102,RGTR,"BOEVANGE, Wëntgerdall",BOWËNT02,busStation,50.0484349172976,5.92953106580854,267
99,97800202,RGTR,"WINCRANGE, Bei der Kapell",WIKAPE02,busStation,50.051538639418,5.91800165742123,413
100,97800502,RGTR,"WINCRANGE, Béigener Strooss",WIBEIG02,busStation,50.0533284143387,5.91493873607757,627
2,97590301,RGTR,"KNAPHOSCHEID, Schenten",KNSCHE01,busStation,50.0116502004499,5.96235285684954,737
3,97650102,RGTR,"MECHER (Clervaux), Dueref",MEDUER02,busStation,50.040054098767,6.01581825955761,597
4,96510302,RGTR,"ESCHWEILER (WILTZ), Gaass",ESGAAS02,busStation,49.9956413396467,5.94745311408839,885
9,97750102,RGTR,"WEICHERDANGE, Kiirch",WEKIIR02,busStation,50.0371493557619,5.98802154436784,878
10,96820201,RGTR,"SELSCHEID, Ennëscht Wis",SEENNË01,busStation,50.0173212452545,5.94775390615396,895
12,97750302,RGTR,"WEICHERDANGE, Café Bourg",WECAFÉ02,busStation,50.0378473939394,5.98476525356999,868
13,97750402,RGTR,"WEICHERDANGE, Kirelshaff",WEKIRE02,busStation,50.0322326067738,5.97194709896835,432
15,97590102,RGTR,"KNAPHOSCHEID, Kleinhoscheid",KNKLEI02,busStation,50.0185147916096,5.96615020464109,669
16,96510402,RGTR,"ESCHWEILER (WILTZ), Halt",ESHALT02,busStation,49.9858931132068,5.95923284906717,529
17,97590201,RGTR,"KNAPHOSCHEID, Dahl",KNDAHL01,busStation,50.0164624618619,5.96472981916858,572
18,97590202,RGTR,"KNAPHOSCHEID, Dahl",KNDAHL02,busStation,50.0163852782982,5.9648743015075,584
20,96820302,RGTR,"SELSCHEID, Roudebësch",SEROUD02,busStation,50.0199357314737,5.94864926979612,609
21,96820202,RGTR,"SELSCHEID, Ennëscht Wis",SEENNË02,busStation,50.0173535006479,5.94761224206522,545
23,96510102,RGTR,"ESCHWEILER (WILTZ), Hielert",ESHIEL02,busStation,49.9984891534972,5.94798441840144,919
31,97750301,RGTR,"WEICHERDANGE, Café Bourg",WECAFÉ01,busStation,50.0377773547576,5.9848394826254,634
36,96510401,RGTR,"ESCHWEILER (WILTZ), Halt",ESHALT01,busStation,49.9857785474441,5.95932379430275,978
37,96510301,RGTR,"ESCHWEILER (WILTZ), Gaass",ESGAAS01,busStation,49.9956798328639,5.94754836399152,108
38,96510101,RGTR,"ESCHWEILER (WILTZ), Hielert",ESHIEL01,busStation,49.9986035315171,5.94822838691573,231
39,96820301,RGTR,"SELSCHEID, Roudebësch",SEROUD01,busStation,50.0199861404662,5.94885551362168,462
40,97590101,RGTR,"KNAPHOSCHEID, Kleinhoscheid",KNKLEI01,busStation,50.0185781629818,5.96650922735447,42
41,97750401,RGTR,"WEICHERDANGE, Kirelshaff",WEKIRE01,busStation,50.0321730138089,5.97207654487942,320
42,97750101,RGTR,"WEICHERDANGE, Kiirch",WEKIIR01,busStation,50.036971535689,5.98810251608923,576
43,97650101,RGTR,"MECHER (Clervaux), Dueref",MEDUER01,busStation,50.0399725449465,6.01579538281091,443
9,97480101,RGTR,"ESELBORN, Neidierfchen",ESNEID01,busStation,50.059679137019,6.00308536875542,662
14,96310301,RGTR,"ALLERBORN, Kräizung",ALKRÄI01,busStation,50.0346458474672,5.87239233042992,335
15,97060101,RGTR,"CLERVAUX, Hall Polyvalent",CLPOLY01,busStation,50.0613124082067,6.01793626304802,299
16,97480102,RGTR,"ESELBORN, Neidierfchen",ESNEID02,busStation,50.0597797377464,6.00314896653794,123
17,97480202,RGTR,"ESELBORN, Dueref",ESDUER02,busStation,50.0625786627635,6.00180054520751,356
18,97610301,RGTR,"LENTZWEILER, Op der Sang",LESANG01,busStation,50.063921601935,5.98385630396757,734
19,97610501,RGTR,"LENTZWEILER, An der Feckel",LEFECK01,busStation,50.0686080765215,5.9807248595989,729
24,96310302,RGTR,"ALLERBORN, Kräizung",ALKRÄI02,busStation,50.0347027397337,5.87250036812267,811
27,96310402,RGTR,"ALLERBORN, Duerefstrooss",ALDUER02,busStation,50.0356461099956,5.87012044852101,798
28,97610302,RGTR,"LENTZWEILER, Op der Sang",LESANG02,busStation,50.0637084961501,5.98361812387732,672
29,97480201,RGTR,"ESELBORN, Dueref",ESDUER01,busStation,50.0626289811943,6.00200702992065,6
31,96310401,RGTR,"ALLERBORN, Duerefstrooss",ALDUER01,busStation,50.0354983330938,5.87031163933216,58
35,97610502,RGTR,"LENTZWEILER, An der Feckel",LEFECK02,busStation,50.068528696522,5.98078575442231,620
36,97060102,RGTR,"CLERVAUX, Hall Polyvalent",CLPOLY02,busStation,50.0612477848479,6.01647295160181,824
1,97680302,RGTR,"REULER, Duerf",REDUER02,busStation,50.0567453562824,6.03630085415693,715
3,97550302,RGTR,"HUPPERDANGE, Knupp",HUKNUP02,busStation,50.0948322127993,6.05386367238232,297
8,97680402,RGTR,"REULER, Centre Scolaire",RECENT02,busStation,50.0613930060262,6.03757941635495,526
9,97550102,RGTR,"HUPPERDANGE, Schull",HUSCHU02,busStation,50.096001488805,6.05739991959595,607
12,97740102,RGTR,"URSPELT, Schlass",URSCHL02,busStation,50.0745976806954,6.0452780174574,532
13,97740202,RGTR,"URSPELT, Knupp",URKNUP02,busStation,50.076783417692,6.04420698536274,938
14,97550202,RGTR,"HUPPERDANGE, Hualewee",HUHUAL02,busStation,50.0957262500376,6.06215751621283,335
15,97560102,RGTR,"KAESFURT (HEINERSCHEID), Kaesfurt",KAKAES02,busStation,50.0923699453834,6.07315811752546,987
16,97550101,RGTR,"HUPPERDANGE, Schull",HUSCHU01,busStation,50.0961304248577,6.05751787696723,130
20,99720501,RGTR,"LIELER, Gässelchen",LIGÄSS01,busStation,50.1237307901276,6.10691160146361,986
21,99720201,RGTR,"LIELER, Schull",LISCHU01,busStation,50.1250084431829,6.11089245865503,228
24,99720301,RGTR,"LIELER, Beim Biereg",LIBIER01,busStation,50.1254094676302,6.10857344763174,276
25,99720401,RGTR,"LIELER, Om Knupp",LIKNUP01,busStation,50.1239314165519,6.10485658319252,334
27,97560101,RGTR,"KAESFURT (HEINERSCHEID), Kaesfurt",KAKAES01,busStation,50.0925045003371,6.07278634448109,539
