,StopPointCode,StopPointAuthority,StopPointShortName,StopPointPublicCode,StopPointStopType,StopPointLatitude,StopPointLongitude,passengers
11,66610301,RGTR,"BORN, Op der Gare",BOOGAR01,busStation,49.7571253417405,6.50782146534072,913
12,66610201,RGTR,"BORN, Kapell",BOKAPE01,busStation,49.7581983385994,6.51044644812061,205
13,66610101,RGTR,"BORN, Pëtzwee",BOPËTZ01,busStation,49.7606278087905,6.51340483744251,313
14,65600401,RGTR,"HINKEL, Burer Millen",HIBURE01,busStation,49.7719674146715,6.51028250203892,250
15,64510101,RGTR,"ECHTERNACH, Manertchen",ECMANE01,busStation,49.7993110312236,6.453024259924,974
16,68580101,RGTR,"MANTERNACH, Munschecker",MAMUNS01,busStation,49.6992662551699,6.43950948130961,852
17,65600402,RGTR,"HINKEL, Burer Millen",HIBURE02,busStation,49.7711637150307,6.51097651615336,56
18,64690101,RGTR,"ECHTERNACH, route d'Osweiler",ECOSWE01,busStation,49.8077219107286,6.42939686496909,671
20,64500302,RGTR,"ECHTERNACH, Gare Centre 2",ECGARC02,busStation,49.8102612181421,6.41737682791597,973
22,64690102,RGTR,"ECHTERNACH, route d'Osweiler",ECOSWE02,busStation,49.807474636465,6.42960457302237,209
23,67600101,RGTR,"GREVENMACHER, Schoul 2",GRSHL201,busStation,49.6829463467579,6.44149024770015,35
24,65600202,RGTR,"HINKEL, Haaptstrooss",HIHAAP02,busStation,49.7828380573072,6.51464328460873,931
25,66610102,RGTR,"BORN, Pëtzwee",BOPËTZ02,busStation,49.7601824811743,6.51277495475796,77
26,66610202,RGTR,"BORN, Kapell",BSKAPE02,busStation,49.7582867067562,6.5103724906364,24
1,68680202,RGTR,"WECKER, Gare",WEGARE02,busStation,49.6995645937321,6.3868452295455,766
11,68680501,RGTR,"WECKER, An der Schmett",WESCHM01,busStation,49.7029165572655,6.39466859834949,107
12,68300102,RGTR,"BERBOURG, Kiirch",BEKIIR02,busStation,49.7310781193945,6.39404870502962,809
13,68310102,RGTR,"BERBOURG, Schoulstrooss",BESCHS02,busStation,49.734348026758,6.39344323631637,762
14,68680502,RGTR,"WECKER, An der Schmett",WESCHM02,busStation,49.7029481322564,6.3944727220061,139
21,64500304,RGTR,"ECHTERNACH, Gare Centre 4",ECGARC04,busStation,49.8103049057311,6.41731889714251,25
22,68310101,RGTR,"BERBOURG, Schoulstrooss",BESCHS01,busStation,49.7341162855234,6.3935389327088,264
23,68300101,RGTR,"BERBOURG, Kiirch",BEKIIR01,busStation,49.7312464047208,6.39433113863228,503
24,68680203,RGTR,"WECKER, Gare",WEGARE03,busStation,49.6996842155195,6.38696363616177,991
1,18550803,RGTR,"LUX Kirchberg, Gare rout. Luxexpo q. 3",LUKGLU03,busStation,49.636423096171,6.17487453811664,265
2,66010101,RGTR,"WASSERBILLIG, Mesenich frontière",WAMESF01,busStation,49.7257212401332,6.49076621341779,972
1,26320302,RGTR,"FINDEL, Business Center",FIBUSI02,busStation,49.6243093015105,6.19464499620267,184
2,11100103,RGTR,"FINDEL, Aéroport 03",FIAÉRO03,busStation,49.6348775765237,6.21539646483282,14
3,26330102,RGTR,"SENNINGERBERG, Autobunn",SEAUTO02,busStation,49.6387783054614,6.21636518449976,669
4,26320102,RGTR,"FINDEL, Gréiwelscheierhaff",FIGRÉI02,busStation,49.6257640005047,6.19824520254383,880
5,49003802,RGTR,"(D) TRIER, Nordallee",ATRNOR02,busStation,49.7617031018937,6.6382490201114,602
6,25300102,RGTR,"LUX Cloche d'Or, Cloche d'Or",LUCLOR02,busStation,49.5839209377206,6.11550432004264,374
8,53650101,RGTR,"MUNSBACH, Parc d'Activité Syrdall 2",MUPARC01,busStation,49.6386253939267,6.26807125251161,871
9,26330501,RGTR,"SENNINGERBERG, Lou Hemmer",SEHEMM01,busStation,49.6329734506854,6.21029716988174,637
10,13500202,RGTR,"HOWALD, P&R Sud Quai 2",HOPRSQ02,busStation,49.5793927726964,6.12876334493626,975
11,26320201,RGTR,"FINDEL, Findel",FIFIND01,busStation,49.6295268416847,6.20503728866959,869
12,26320101,RGTR,"FINDEL, Gréiwelscheierhaff",FIGRÉI01,busStation,49.6258474749149,6.19797728250781,575
13,26330502,RGTR,"SENNINGERBERG, Lou Hemmer",SEHEMM02,busStation,49.6330443429366,6.21062553981155,34
14,26320301,RGTR,"FINDEL, Business Center",FIBUSI01,busStation,49.6237878683026,6.19280543541121,729
15,82259504,RGTR,"LUX Gasperich, Gerhard Mercator Quai 4",LUGERH04,busStation,49.58221425029,6.12428061004296,121
16,25570102,RGTR,"LUX Gasperich, Leonardo da Vinci",LUGLEV02,busStation,49.5803845482005,6.12052794152184,904
17,12350102,RGTR,"LUX Gasperich, Émile Bian Quai 2",LUGEMB02,busStation,49.5801339515472,6.11805220439028,280
18,25290301,RGTR,"HOWALD, Ronnebësch Quai 1",HORONN01,busStation,49.5790058065176,6.13383611434509,513
19,25290302,RGTR,"HOWALD, Ronnebësch Quai 2",HORONN02,busStation,49.5787629914478,6.13347678438602,211
20,13500201,RGTR,"HOWALD, P&R Sud Quai 1",HOPRSQ01,busStation,49.5796014490673,6.12883410642051,584
21,26320202,RGTR,"FINDEL, Findel",FIFIND02,busStation,49.6287933834814,6.20409595608583,469
22,11100104,RGTR,"FINDEL, Aéroport 04",FIAÉRO04,busStation,49.6351594173965,6.21626687988738,413
23,26330101,RGTR,"SENNINGERBERG, Autobunn",SEAUTO01,busStation,49.6396667246127,6.2166469679534,44
24,49003801,RGTR,"(D) TRIER, Nordallee",ATRNOR01,busStation,49.7615481299637,6.63858983528344,694
25,49003601,RGTR,"(D) TRIER, Christophstr.",ATRCHR01,busStation,49.7590407964754,6.64577968362107,93
1,49011401,RGTR,"TRIER, Südbahnhof (Saarstr.)",ATRSUD01,busStation,49.7440461066016,6.63435919651441,358
2,66300301,RGTR,"WASSERBILLIG, Op der Bréck",WABRÉC01,busStation,49.7143585503528,6.50571119216447,832
5,66930201,RGTR,"MERTERT, Route Nationale",MENATI01,busStation,49.7038676998849,6.47864622228658,39
6,66860101,RGTR,"MERTERT, Copal",MECOPA01,busStation,49.7071692758578,6.48692299743857,682
7,66300201,RGTR,"WASSERBILLIG, Marais",WAMARA01,busStation,49.7115066312811,6.49445394301692,114
8,49008402,RGTR,"(D) ZEWEN, Kantstrasse",AZEKAN02,busStation,49.7194828299295,6.58230183584092,904
9,49009002,RGTR,"(D) IGEL, Kirche",AIGKIR02,busStation,49.7090778232997,6.55291073345938,786
10,66300202,RGTR,"WASSERBILLIG, Marais",WAMARA02,busStation,49.7112025838215,6.49370659692494,687
11,49012901,RGTR,"(D) EUREN, Eisenbahnstraße",AEUEIS01,busStation,49.7374833857999,6.61483011091502,403
12,66930202,RGTR,"MERTERT, Route Nationale",MENATI02,busStation,49.703831545978,6.47739974165875,714
13,49008401,RGTR,"(D) ZEWEN, Kantstrasse",AZEKAN01,busStation,49.7196025486348,6.58243463718161,554
14,49012301,RGTR,"(D) TRIER, Gilbertstraße",ATRGIL01,busStation,49.7475723473742,6.63611733033629,523
15,49011402,RGTR,"TRIER, Südbahnhof (Saarstr.)",ATRSUD02,busStation,49.7449260402239,6.63471896424456,536
16,49003701,RGTR,"(D) TRIER, Hauptbahnhof",ATRHAU01,busStation,49.7572333799119,6.65157419571385,444
17,49012302,RGTR,"(D) TRIER, Gilbertstraße",ATRGIL02,busStation,49.7476585342864,6.63593266292828,941
18,66860102,RGTR,"MERTERT, Copal",MECOPA02,busStation,49.707096146166,6.48645514132331,996
19,49012902,RGTR,"(D) EUREN, Eisenbahnstraße",AEUEIS02,busStation,49.7369215821437,6.61288673135321,616
20,49009001,RGTR,"(D) IGEL, Kirche",AIGKIR01,busStation,49.7090831982684,6.55231396912767,253
21,66300302,RGTR,"WASSERBILLIG, Op der Bréck",WABRÉC02,busStation,49.7144184378721,6.50598559426278,259
1,14320101,RGTR,"LUX Kirchberg, Europe Gare routière",LUKEGR01,busStation,49.6245213783721,6.15105134465056,775
2,49004402,RGTR,"(D) WINCHERINGEN, Moselbrücke",AWIMOS02,busStation,49.6067356479493,6.40531095910857,98
3,54800101,RGTR,"WORMELDANGE, Geméen",WOGEMÉ01,busStation,49.6090237972858,6.40384658479243,292
4,11150302,RGTR,"LUX Kirchberg, Antoine de St Exupéry",LUKANT02,busStation,49.6272682410446,6.15190203407096,368
5,11590102,RGTR,"LUX Kirchberg, Avalon",LUKAVA02,busStation,49.6326336092454,6.16156158829004,921
6,11150402,RGTR,"LUX Kirchberg, Konrad Adenauer",LUKKON02,busStation,49.6294028793648,6.15712357513579,409
7,49000601,RGTR,"(D) BILZINGEN ORT, Wincheringen",ABIWIN01,busStation,49.5982572964549,6.45167058700298,75
8,13470201,RGTR,"LUX Kirchberg, Poutty Stein",LUKPST01,busStation,49.6357647658936,6.16928883237607,299
9,54800102,RGTR,"WORMELDANGE, Geméen (route du vin)",WOGEMÉ02,busStation,49.6087765617235,6.40445500205424,113
10,13470101,RGTR,"LUX Kirchberg, Luxexpo quai 4",LUKLUX01,busStation,49.6359556739063,6.17599589266018,966
11,49004302,RGTR,"(D) WINCHERINGEN, Wincheringen Ort",AWIWIN02,busStation,49.6088300223167,6.4277925979335,523
12,49000602,RGTR,"(D) BILZINGEN ORT, Wincheringen",ABIWIN02,busStation,49.5982210488067,6.45165863648426,236
13,49001702,RGTR,"(D) MERZKIRCHEN, Abzw.",AMEABZ02,busStation,49.5790737372695,6.47693721936547,141
14,49006102,RGTR,"(D) SAARBURG, Im Fichtenhain",ASAFIC02,busStation,49.6009829224366,6.53089458615278,281
15,49006101,RGTR,"(D) SAARBURG, Im Fichtenhain",ASAFIC01,busStation,49.6010412666266,6.53109925733723,93
16,49001701,RGTR,"(D) MERZKIRCHEN, Abzw.",AMEABZ01,busStation,49.5790917092303,6.47693629217448,528
17,49004301,RGTR,"(D) WINCHERINGEN, Wincheringen Ort",AWIWIN01,busStation,49.6088222665044,6.42784838090848,415
18,11590101,RGTR,"LUX Kirchberg, Avalon",LUKAVA01,busStation,49.631814019827,6.16005797960575,667
19,49004401,RGTR,"(D) WINCHERINGEN, Moselbrücke",AWIMOS01,busStation,49.6067638447362,6.40536483401828,546
20,18550701,RGTR,"LUX Kirchberg, Hugo Gernsback",LUKGER01,busStation,49.6358357792626,6.17477002220887,521
21,11150401,RGTR,"LUX Kirchberg, Konrad Adenauer",LUKKON01,busStation,49.629411329238,6.1567352831339,281
22,11150301,RGTR,"LUX Kirchberg, Antoine de St Exupéry",LUKANT01,busStation,49.6272546200985,6.15134885313784,501
1,44020101,RGTR,"BELVAUX, Lycée Bel-Val",BXLBEL01,busStation,49.5029905232409,5.93793177683619,660
2,25570101,RGTR,"LUX Gasperich, Leonardo da Vinci",LUGLEV01,busStation,49.5802942479232,6.12159864139566,222
3,43700102,RGTR,"BELVAL, Um Bedding",BEBEDD02,busStation,49.5028453348898,5.94298316874696,876
4,43600102,RGTR,"BELVAL, Porte de France",BEPOFA02,busStation,49.5031204706516,5.94556316624171,465
5,43660102,RGTR,"BELVAL, Porte des Sciences",BEPOSC02,busStation,49.5039001192507,5.94749011378242,437
7,33600202,RGTR,"LEUDELANGE, Op der Strooss",LESTRO02,busStation,49.5634123885725,6.07019870086865,634
8,82259501,RGTR,"LUX Gasperich, Gerhard Mercator Quai 1",LUGERH01,busStation,49.5827821141998,6.12287736182589,338
9,33600102,RGTR,"LEUDELANGE, Edeleck",LEEDEL02,busStation,49.5656197671242,6.07992875637501,770
18,43660101,RGTR,"BELVAL, Porte des Sciences",BEPOSC01,busStation,49.5038647950433,5.94717457167683,305
24,33600101,RGTR,"LEUDELANGE, Edeleck",LEEDEL01,busStation,49.5656739285618,6.07957972160912,722
25,33600201,RGTR,"LEUDELANGE, Op der Strooss",LESTRO01,busStation,49.5632908276591,6.06930693913235,869
26,43600101,RGTR,"BELVAL, Porte de France",BEPOFA01,busStation,49.5028651983314,5.94509556114244,473
27,43700101,RGTR,"BELVAL, Um Bedding",BEBEDD01,busStation,49.5029259451855,5.94330969236029,747
2,18550802,RGTR,"LUX Kirchberg, Gare rout. Luxexpo q. 2",LUKGLU02,busStation,49.6363754754075,6.17476647958936,398
1,69220102,RGTR,"BERG (BETZDORF), Haff Biel",BEHAFF02,busStation,49.6792120077011,6.35068488694734,754
3,69400201,RGTR,"NIEDERANVEN, Geisfeld",NIGEIS01,busStation,49.6529175714658,6.26224086806739,54
4,26330202,RGTR,"SENNINGERBERG, Laangschib",SELAAN02,busStation,49.6441726630684,6.22033831016528,401
5,26330302,RGTR,"SENNINGERBERG, Mensterbësch",SEMENS02,busStation,49.6457033787254,6.22526641928634,621
6,69600102,RGTR,"SENNINGEN, Um Kiem",SEKIEM02,busStation,49.6491699150002,6.24345542639224,710
8,69400302,RGTR,"NIEDERANVEN, Routscheed",NIROUT02,busStation,49.6505214460209,6.25262087803633,477
9,69210102,RGTR,"BETZDORF, Banzelt",BEBANZ02,busStation,49.6728016724217,6.32854919681573,314
11,69600302,RGTR,"SENNINGEN, Kierch",SEKIER02,busStation,49.6498330010801,6.24787946593808,687
13,69160101,RGTR,"ROODT-SUR-SYRE, Rothoicht",ROROTH01,busStation,49.6592253288694,6.28751062377788,420
14,69160301,RGTR,"ROODT-SUR-SYRE, Campus scolaire",ROCAMS01,busStation,49.6636615981652,6.29871174014008,745
15,69400202,RGTR,"NIEDERANVEN, Geisfeld",NIGEIS02,busStation,49.6529832244586,6.26197390926051,387
16,69120101,RGTR,"ROODT-SUR-SYRE, Barriär",ROBARR01,busStation,49.6662130132331,6.30396197767514,328
17,69210101,RGTR,"BETZDORF, Banzelt",BEBANZ01,busStation,49.6729982253369,6.33004938871953,459
19,67940101,RGTR,"GREVENMACHER, Enner der Bréck",GRENNE01,busStation,49.6757412463031,6.44152194429145,592
20,69220101,RGTR,"BERG (BETZDORF), Haff Biel",BEHAFF01,busStation,49.6793456097149,6.35141240636726,143
21,69220201,RGTR,"BERG (BETZDORF), Bei der Schmett",BEBDSC01,busStation,49.6821734241539,6.35981316846899,551
22,69600301,RGTR,"SENNINGEN, Kierch",SEKIER01,busStation,49.6496676213864,6.24660022816245,566
25,69160302,RGTR,"ROODT-SUR-SYRE, Campus scolaire",ROCAMS02,busStation,49.6634538550192,6.29790554538126,695
28,69120102,RGTR,"ROODT-SUR-SYRE, Barriär",ROBARR02,busStation,49.666274615425,6.30390313004129,886
30,68410202,RGTR,"MACHTUM, Gëllebur",MAGËLL02,busStation,49.6598470480542,6.4314496024688,696
31,67310102,RGTR,"GREVENMACHER, Gare routière quai 2",GRGARE02,busStation,49.6800611883761,6.44649409022583,455
32,67940201,RGTR,"GREVENMACHER, Route de Machtum",GRMACH01,busStation,49.6704740872851,6.43116690053935,133
33,68410301,RGTR,"MACHTUM, Deisermillen",MADEIS01,busStation,49.66158535792,6.4250662128134,475
34,68410201,RGTR,"MACHTUM, Gëllebur",MAGËLL01,busStation,49.6598444369486,6.43214264698594,144
35,68410101,RGTR,"MACHTUM, Bei Kallek's",MAKALL01,busStation,49.6597930474866,6.43631664743775,316
36,68410401,RGTR,"MACHTUM, Ongkaf",MAONGK01,busStation,49.6595117586866,6.43742622037112,463
37,67940102,RGTR,"GREVENMACHER, Enner der Bréck",GRENNE02,busStation,49.6764017581201,6.44291514141003,157
38,68410302,RGTR,"MACHTUM, Deisermillen",MADEIS02,busStation,49.6618121512018,6.42515124735488,955
39,69160102,RGTR,"ROODT-SUR-SYRE, Rothoicht",ROROTH02,busStation,49.6592720976849,6.28720314089962,769
40,67940202,RGTR,"GREVENMACHER, Route de Machtum",GRMACH02,busStation,49.670680065846,6.43153029871319,43
43,69220202,RGTR,"BERG (BETZDORF), Bei der Schmett",BEBDSC02,busStation,49.6813631921096,6.3570287347556,106
44,69400301,RGTR,"NIEDERANVEN, Routscheed",NIROUT01,busStation,49.6504577935771,6.25183468303685,311
45,69600101,RGTR,"SENNINGEN, Um Kiem",SEKIEM01,busStation,49.64911386598,6.24261341259093,994
46,26330301,RGTR,"SENNINGERBERG, Mensterbësch",SEMENS01,busStation,49.645529742294,6.2244034654307,482
47,26330201,RGTR,"SENNINGERBERG, Laangschib",SELAAN01,busStation,49.6445496385773,6.22105110222188,351
3,63600102,RGTR,"GRUNDHOF, Grondhaff",GRGRON02,busStation,49.8358419718458,6.32954424404665,907
8,65550202,RGTR,"BOLLENDORF-PONT, Pont",BPPONT02,busStation,49.8503052023664,6.35927149322346,661
11,63500201,RGTR,"DILLINGEN, Cloosbierg",DICLOO01,busStation,49.8437942091878,6.3194099797386,176
18,93920201,RGTR,"WALLENDORF-PONT, Cité",WPCITÉ01,busStation,49.8696157730592,6.2794121899717,359
21,65900201,RGTR,"WEILERBACH, Laufenwehr",WBLAUF01,busStation,49.8399352431884,6.375999855663,550
28,93920101,RGTR,"WALLENDORF-PONT, Bei der Bréck",WPBRÉC01,busStation,49.8731421807603,6.29054438262623,397
30,93900101,RGTR,"REISDORF, An der Ee",READEE01,busStation,49.8701220683313,6.26919530565262,64
31,63500102,RGTR,"DILLINGEN, Déiljen",DIDÉIL02,busStation,49.8524491516516,6.31983532264179,277
32,63400201,RGTR,"REISDORF, Hermeswis",REHERM01,busStation,49.8635036835978,6.3131696162297,959
33,63400202,RGTR,"REISDORF, Hermeswis",REHERM02,busStation,49.8636423170322,6.3133289218118,501
34,63500101,RGTR,"DILLINGEN, Déiljen",DIDÉIL01,busStation,49.8524099989888,6.31969835517445,678
36,63600101,RGTR,"GRUNDHOF, Grondhaff",GRGRON01,busStation,49.8357425015192,6.32952190851867,713
38,65900102,RGTR,"WEILERBACH, Weilerbach",WBWEIB02,busStation,49.83312510705,6.38354501036563,505
39,65550301,RGTR,"BOLLENDORF-PONT, Gare",BPGARE01,busStation,49.8495592808654,6.35417843606556,327
41,65550201,RGTR,"BOLLENDORF-PONT, Pont",BPPONT01,busStation,49.850086312714,6.35835127777461,116
42,65900202,RGTR,"WEILERBACH, Laufenwehr",WBLAUF02,busStation,49.8399919845539,6.37612197047002,401
43,65550101,RGTR,"BOLLENDORF-PONT, Hamicht",BPHAMI01,busStation,49.8468836982824,6.36783290124539,238
44,65900101,RGTR,"WEILERBACH, Weilerbach",WBWEIB01,busStation,49.8330857158875,6.38339415174032,423
46,64500301,RGTR,"ECHTERNACH, Gare Centre 1",ECGARC01,busStation,49.8103123428633,6.41724899537986,573
48,65550102,RGTR,"BOLLENDORF-PONT, Hamicht",BPHAMI02,busStation,49.8469144410152,6.36799817177161,500
49,63500202,RGTR,"DILLINGEN, Cloosbierg",DICLOO02,busStation,49.843661371461,6.31950079564777,834
50,65550302,RGTR,"BOLLENDORF-PONT, Gare",BPGARE02,busStation,49.8496267152297,6.35397997649245,858
52,93920102,RGTR,"WALLENDORF-PONT, Bei der Bréck",WPBRÉC02,busStation,49.8733488170078,6.29053281314532,120
55,93920202,RGTR,"WALLENDORF-PONT, Cité",WPCITÉ02,busStation,49.8697239087599,6.27942002984943,595
57,93900102,RGTR,"REISDORF, An der Ee",READEE02,busStation,49.8703922940495,6.26997342386094,789
1,17500102,RGTR,"LUX Limpertsberg, Theater Quai 2",LULTHE02,busStation,49.6175162213904,6.1257191534585,66
2,62250502,RGTR,"ALTRIER, Heeschbregerwee",ALHEES02,busStation,49.7519114357349,6.32846601725348,378
7,62520101,RGTR,"WOLPER, Wolpert",WOWOLP01,busStation,49.762897809943,6.35284592666482,625
13,62510101,RGTR,"SCHEIDGEN, Mechelshaff",SCMECH01,busStation,49.7753226382855,6.38218762448813,76
16,17500101,RGTR,"LUX Limpertsberg, Theater Quai 1",LULTHE01,busStation,49.6183112702562,6.12549234280199,335
17,64500102,RGTR,"ECHTERNACH, Charly's Halt",ECCHAR02,busStation,49.8105044535765,6.41577913888391,335
22,62510102,RGTR,"SCHEIDGEN, Mechelshaff",SCMECH02,busStation,49.7750752256448,6.38158975207326,22
23,62520102,RGTR,"WOLPER, Wolpert",WOWOLP02,busStation,49.7628262424789,6.35168326219936,989
25,62250101,RGTR,"ALTRIER, Bildchen",ALBILD01,busStation,49.7522400518244,6.32789256667944,980
1,69450101,RGTR,"NIEDERANVEN, Op de Wolleken",NIWOLL01,busStation,49.655354089197,6.25079662720017,284
2,69970201,RGTR,"OBERANVEN, Gemeng",OBGEME01,busStation,49.6590281888871,6.24300902197018,538
3,69800201,RGTR,"RAMELDANGE, Rëtsch",RARËTS01,busStation,49.6656476101831,6.24217729585528,683
4,69700301,RGTR,"OBERANVEN, Fielsenhaus",OBFIEL01,busStation,49.6575382170255,6.244285036761,667
6,69800102,RGTR,"RAMELDANGE, Bounert",RABOUN02,busStation,49.6640321697818,6.23856814570432,168
7,69770102,RGTR,"OBERANVEN, Rue d'Ernster",OBERNS02,busStation,49.66141890576,6.23989416723038,905
8,69890101,RGTR,"HOSTERT (NIEDERANVEN), Binnewee",HOBINN01,busStation,49.6544223050472,6.23623008314259,536
9,69970101,RGTR,"OBERANVEN, Schetzel",OBSCHE01,busStation,49.6595030436383,6.23953143362725,773
10,69700401,RGTR,"OBERANVEN, Routstrach",OBROUT01,busStation,49.6578950627889,6.24907356920634,738
11,69450201,RGTR,"NIEDERANVEN, Laach",NILAAC01,busStation,49.6514720942932,6.2547704462975,721
13,69800101,RGTR,"RAMELDANGE, Bounert",RABOUN01,busStation,49.6641771030895,6.23936380023228,114
14,16380102,RGTR,"SENNINGERBERG, Rue du Golf",SEGOLF02,busStation,49.6448993506289,6.22100347273234,660
16,69890102,RGTR,"HOSTERT (NIEDERANVEN), Binnewee",HOBINN02,busStation,49.6545500659694,6.23630598465058,595
18,69890202,RGTR,"HOSTERT (NIEDERANVEN), Betzberg",HOBETZ02,busStation,49.6524688614104,6.23956932159108,543
19,69700202,RGTR,"HOSTERT (NIEDERANVEN), Kierfech",HOKIIF02,busStation,49.6556409854735,6.23264126122783,32
21,69700402,RGTR,"OBERANVEN, Routstrach",OBROUT02,busStation,49.658268648087,6.24813786367597,666
23,16460102,RGTR,"SENNINGERBERG, Charly's Statioun",SECHAR02,busStation,49.6498060247866,6.22603064533552,724
24,69970102,RGTR,"OBERANVEN, Schetzel",OBSCHE02,busStation,49.6590435320159,6.2395020149965,702
26,16380101,RGTR,"SENNINGERBERG, Rue du Golf",SEGOLF01,busStation,49.6452171021181,6.22149798332582,425
27,16460101,RGTR,"SENNINGERBERG, Charly's Statioun",SECHAR01,busStation,49.6504991234151,6.22604665032831,719
30,69700201,RGTR,"HOSTERT (NIEDERANVEN), Kierfech",HOKIIF01,busStation,49.6555944100932,6.23257461780014,531
31,69890201,RGTR,"HOSTERT (NIEDERANVEN), Betzberg",HOBETZ01,busStation,49.6524279725427,6.23936379015804,134
32,69450202,RGTR,"NIEDERANVEN, Laach",NILAAC02,busStation,49.6514371421897,6.25481398177772,847
36,69450102,RGTR,"NIEDERANVEN, Op de Wolleken",NIWOLL02,busStation,49.6557075392868,6.25052727027599,298
37,69700302,RGTR,"OBERANVEN, Fielsenhaus",OBFIEL02,busStation,49.6575842944029,6.24357568305668,254
38,69770101,RGTR,"OBERANVEN, Rue d'Ernster",OBERNS01,busStation,49.6618236598351,6.23913672389945,433
8,62100202,RGTR,"CONSDORF, Gare",COGARE02,busStation,49.7731339220991,6.34100885097896,789
10,11150202,RGTR,"LUX Kirchberg, Jean Monnet",LUKJEA02,busStation,49.6248805868722,6.14628026929342,748
12,65510201,RGTR,"BERDORF, Bif. Kalkesbach",BEKALK01,busStation,49.8001242477881,6.34346324674752,821
18,65510102,RGTR,"BERDORF, Bif. Heisbich",BEHEIS02,busStation,49.8171366702824,6.34468634174661,402
20,62250501,RGTR,"ALTRIER, Heeschbregerwee",ALHEES01,busStation,49.7518241739148,6.32819312253633,904
33,62250301,RGTR,"HERSBERG, Heeschbreg",HEHEES01,busStation,49.7560476207169,6.32759989050908,75
35,62100201,RGTR,"CONSDORF, Gare",COGARE01,busStation,49.7731563514646,6.3412020919718,825
36,62100101,RGTR,"CONSDORF, Post",COPOST01,busStation,49.7784919229948,6.33693678414617,393
38,62120101,RGTR,"CONSDORF, Melicksheck",COMELI01,busStation,49.7875561781982,6.34617976513984,532
40,65510101,RGTR,"BERDORF, Bif. Heisbich",BEHEIS01,busStation,49.817318201765,6.34514911314744,452
53,65510202,RGTR,"BERDORF, Bif. Kalkesbach",BEKALK02,busStation,49.8002808773643,6.34323229635655,186
55,62120102,RGTR,"CONSDORF, Melicksheck",COMELI02,busStation,49.7877764224156,6.3455841414683,345
58,62100102,RGTR,"CONSDORF, Post",COPOST02,busStation,49.7785801742525,6.33686248301785,907
59,62250302,RGTR,"HERSBERG, Heeschbreg",HEHEES02,busStation,49.7558220443819,6.32757063847557,995
63,11150201,RGTR,"LUX Kirchberg, Jean Monnet",LUKJEA01,busStation,49.6248872949517,6.14582286905635,509
3,62310102,RGTR,"BECH, Neidierfchen",BENEID02,busStation,49.7526893578664,6.36357951183614,554
21,61650101,RGTR,"ERNSTER, Naasswiss",ERNAAS01,busStation,49.68298920836,6.24771235508736,834
22,61830201,RGTR,"GONDERANGE, Schoul",GOSCHO01,busStation,49.6929624218912,6.24793925209175,345
24,61800101,RGTR,"GONDERANGE, Op der Gare",GOODGA01,busStation,49.6926185154056,6.25239638286431,762
25,62300301,RGTR,"BECH, Faubourg",BEFAUB01,busStation,49.7527668426714,6.35947930131563,591
34,62300302,RGTR,"BECH, Faubourg",BEFAUB02,busStation,49.7526468764536,6.35934697164726,681
36,62300202,RGTR,"BECH, Beim Weiher",BEBEIM02,busStation,49.7523147654934,6.36214194441719,523
37,62310101,RGTR,"BECH, Neidierfchen",BENEID01,busStation,49.7526007718988,6.36363985607275,320
44,61650102,RGTR,"ERNSTER, Naasswiss",ERNAAS02,busStation,49.6829945699633,6.2475595364648,505
48,62300201,RGTR,"BECH, Beim Weiher",BEBEIM01,busStation,49.7524058782728,6.36219253799713,977
51,61870102,RGTR,"GONDERANGE, Eeschelerstrooss",GOEESC02,busStation,49.6928391795167,6.2533546841676,86
55,61830202,RGTR,"GONDERANGE, Schoul",GOSCHO02,busStation,49.6928819854679,6.24758323242021,389
1,68320101,RGTR,"BETZDORF, Bei der Schoul",BEBEIS01,busStation,49.6876242134155,6.34875759930852,264
2,69140102,RGTR,"ROODT-SUR-SYRE, Bowengsbierg",ROBOWE02,busStation,49.6668637486922,6.30138954129075,195
5,68380102,RGTR,"HAGELSDORF, Hagelsdorf",HAHAGE02,busStation,49.6923122758671,6.36456100632664,657
7,69140202,RGTR,"ROODT-SUR-SYRE, rue d'Olingen",ROOLIN02,busStation,49.6702199993766,6.30257600038028,716
8,68380101,RGTR,"HAGELSDORF, Hagelsdorf",HAHAGE01,busStation,49.6923735939744,6.36448835084983,995
10,69510201,RGTR,"OLINGEN, rue de Betzdorf",OLBETZ01,busStation,49.6818356240973,6.31657402152211,328
11,69140201,RGTR,"ROODT-SUR-SYRE, rue d'Olingen",ROOLIN01,busStation,49.670261745973,6.30282319418277,167
18,24430402,RGTR,"SENNINGERBERG, Rue des Pins",SEPINS02,busStation,49.6482280900165,6.23753706586063,416
19,69500302,RGTR,"OLINGEN, Centre Culturel",OLCECU02,busStation,49.6799260239949,6.31491845116564,163
20,24430102,RGTR,"SENNINGERBERG, Rue des Résidences",SERÉSI02,busStation,49.6499800827577,6.23480526064964,888
21,24430202,RGTR,"SENNINGERBERG, Gromscheed",SEGROM02,busStation,49.6516898691889,6.23106414909675,0
22,24430302,RGTR,"SENNINGERBERG, Kapell",SEKAPE02,busStation,49.6501879710706,6.22657700966195,725
25,24430301,RGTR,"SENNINGERBERG, Kapell",SEKAPE01,busStation,49.6501277361054,6.22669128068898,337
26,24430201,RGTR,"SENNINGERBERG, Gromscheed",SEGROM01,busStation,49.6516446176199,6.2310528619469,244
