"POSTE_ID","ind","C_weekday","V_weekday","C_weekend","V_weekend"
2,"00",4.59753086419753,16.9432098765432,2.7,39.1333333333333
2,"01",3.13086419753086,9.12098765432099,1.77777777777778,25.9555555555556
2,"02",3.50617283950617,9.96543209876543,1.83333333333333,19.5333333333333
2,"03",7.01728395061728,12.3358024691358,1.98888888888889,18.4666666666667
2,"04",10.5185185185185,32.2024691358025,3,19
2,"05",22.158024691358,233.274074074074,3.86666666666667,46.5555555555556
2,"06",52.3654320987654,540.656790123457,6.58888888888889,81.9888888888889
2,"07",54.9037037037037,723.441975308642,8.06666666666667,127.477777777778
2,"08",50.3111111111111,599.244444444444,9.68888888888889,197.122222222222
2,"09",50.0691358024691,403.155555555556,12.5444444444444,335.777777777778
2,"10",52.9530864197531,399.318518518519,13.9111111111111,472.477777777778
2,"11",55.041975308642,411.308641975309,16.1888888888889,576.266666666667
2,"12",52.2617283950617,420.725925925926,15.9444444444444,563.233333333333
2,"13",52.8296296296296,424.172839506173,15.4333333333333,563.211111111111
2,"14",50.9185185185185,471.669135802469,12.8222222222222,614.566666666667
2,"15",50.2172839506173,523.920987654321,10.2777777777778,613.211111111111
2,"16",48.7604938271605,708.597530864198,8.68888888888889,552.644444444444
2,"17",38.8888888888889,921.57037037037,8.3,487.8
2,"18",28.1037037037037,584.617283950617,6.75555555555556,377.922222222222
2,"19",19.9506172839506,312.661728395062,5.9,264.544444444444
2,"20",12.0641975308642,157.313580246914,4.12222222222222,163.355555555556
2,"21",7.65925925925926,109.338271604938,2.9,108.722222222222
2,"22",4.70123456790123,84.0444444444445,2.22222222222222,79.7111111111111
2,"23",5.17530864197531,45.2197530864198,1.43333333333333,48.9222222222222
7,"00",2.5721271393643,48.6356968215159,1.41614906832298,97.2546583850932
7,"01",2.03911980440098,26.2493887530562,0.683229813664596,61.0186335403727
7,"02",2.28361858190709,17.9902200488998,0.571428571428571,40.9316770186335
7,"03",2.16625916870416,18.4987775061125,0.695652173913043,32.4099378881988
7,"04",4.29339853300733,43.4474327628362,0.608695652173913,33.3540372670807
7,"05",9.81907090464548,204.79217603912,1.14285714285714,67.0186335403727
7,"06",23.4278728606357,667.853300733496,1.56521739130435,107.739130434783
7,"07",37.6674816625917,833.951100244499,2.60869565217391,168.757763975155
7,"08",31.9902200488998,712.034229828851,4.26086956521739,324.695652173913
7,"09",33.080684596577,627.61369193154,4.75776397515528,544.434782608696
7,"10",33.7066014669927,704.953545232274,5.3416149068323,751.565217391304
7,"11",31.9119804400978,761.246943765281,6.02484472049689,873.055900621118
7,"12",29.9902200488998,794.958435207824,5.85093167701863,920.95652173913
7,"13",29.721271393643,792.958435207824,5.82608695652174,925.925465838509
7,"14",29.2371638141809,847.20293398533,7.04347826086957,969.031055900621
7,"15",26.161369193154,872.562347188264,6.07453416149068,944.757763975155
7,"16",22.6454767726161,994.308068459658,4.80745341614907,873.850931677019
7,"17",23.2127139364303,1065.55501222494,4.38509316770186,797.167701863354
7,"18",21.7652811735941,913.471882640587,3.60248447204969,653.204968944099
7,"19",13.4034229828851,628.611246943765,3.1055900621118,471.639751552795
7,"20",8.96332518337408,414.41564792176,2.67080745341615,337.428571428571
7,"21",6.10268948655257,289.726161369193,2.01242236024845,239.701863354037
7,"22",4.21026894865526,220.982885085575,2.85714285714286,170.732919254658
7,"23",3.49144254278729,105.364303178484,1.68944099378882,105.913043478261
10,"00",1.515,60.39,1.19587628865979,120.103092783505
10,"01",1.85,37.845,0.896907216494845,78.2474226804124
10,"02",2.385,24.855,0.814432989690722,52.7835051546392
10,"03",3.4,35.67,1.37113402061856,60.9587628865979
10,"04",3.705,63.825,1.30927835051546,52.340206185567
10,"05",13.375,315.215,1.75257731958763,128.463917525773
10,"06",21.62,784.86,2.98969072164948,156.731958762887
10,"07",26.475,760.68,3.72164948453608,211.144329896907
10,"08",28.845,619.375,5.18556701030928,360.742268041237
10,"09",31.63,561.285,5.88659793814433,519.329896907216
10,"10",28.655,593.815,6.54639175257732,675.494845360825
10,"11",27.66,630.26,5.70103092783505,775.463917525773
10,"12",25.6,684.28,5.92783505154639,770.412371134021
10,"13",28.105,667.875,5.22680412371134,733.226804123711
10,"14",28.365,738.975,5.10309278350515,776.762886597938
10,"15",29.785,823.6,5.44329896907217,780.907216494845
10,"16",24.3,930.785,4.7319587628866,724.257731958763
10,"17",21.29,972.465,4.49484536082474,707.659793814433
10,"18",18.92,893.535,3.15463917525773,645.226804123711
10,"19",11.285,641.655,2.71134020618557,519.092783505155
10,"20",7.405,419.855,1.88659793814433,377.103092783505
10,"21",4.965,307.39,1.41237113402062,281.484536082474
10,"22",3.15,251.385,1.4020618556701,229.835051546392
10,"23",2.035,133.71,1.21649484536082,143.670103092784
11,"00",1.02842377260982,24.031007751938,1.48148148148148,48.4947368421053
11,"01",0.516795865633075,11.7260981912145,1.03703703703704,31.2
11,"02",0.532299741602067,7.89664082687339,0.71957671957672,21.8947368421053
11,"03",0.837209302325581,8.84754521963824,1.5026455026455,17.5052631578947
11,"04",0.878552971576227,16.2222222222222,0.698412698412698,16.3578947368421
11,"05",4.68733850129199,67.7467700258398,1.34391534391534,25.3894736842105
11,"06",25.0284237726098,292.599483204134,1.12169312169312,34.5157894736842
11,"07",48.2222222222222,410.175710594315,2.43386243386243,50.9894736842105
11,"08",25.5348837209302,336.46511627907,2.91005291005291,77.3368421052632
11,"09",10.9457364341085,211.204134366925,3.56613756613757,127.568421052632
11,"10",9.27648578811369,167.870801033592,4.27513227513228,164.926315789474
11,"11",9.22997416020672,169.891472868217,4.84656084656085,196.989473684211
11,"12",8.62015503875969,193.121447028424,5.04761904761905,202.8
11,"13",9.4108527131783,211.865633074935,4.38095238095238,197.073684210526
11,"14",9.42635658914729,233.906976744186,5.53439153439153,220.989473684211
11,"15",12.9819121447028,296.573643410853,4.97354497354497,236.789473684211
11,"16",21.8242894056848,487.421188630491,5.00529100529101,224.736842105263
11,"17",21.7157622739018,646.625322997416,5.1957671957672,217.778947368421
11,"18",14.0981912144703,514.470284237726,4.86772486772487,203.042105263158
11,"19",8.27906976744186,289.111111111111,3.47089947089947,158.989473684211
11,"20",5.60206718346253,157.374677002584,2.6984126984127,107.778947368421
11,"21",3.15762273901809,99.0129198966408,1.94708994708995,79
11,"22",2.97674418604651,83.6640826873385,2,66.3368421052632
11,"23",2.03617571059432,52.5167958656331,1.66137566137566,52.1578947368421
12,"00",4.13812154696133,65.2430939226519,5.73333333333333,127.744444444444
12,"01",2.84530386740331,36.3480662983425,4.98888888888889,82.1222222222222
12,"02",2.24309392265193,20.7955801104972,3.01111111111111,53.0222222222222
12,"03",2.38121546961326,21.3314917127072,2.51111111111111,39.4666666666667
12,"04",5.34254143646409,52.1602209944751,3.04444444444444,42.3777777777778
12,"05",8.88397790055249,161.552486187845,3.62222222222222,65.1
12,"06",26.3259668508287,439.160220994475,7.14444444444444,104.688888888889
12,"07",40.4640883977901,619.795580110497,11.9,161.311111111111
12,"08",39.7016574585635,581.872928176796,17.6333333333333,300.644444444444
12,"09",40.3149171270718,593.209944751381,22.5888888888889,477.077777777778
12,"10",40.171270718232,677.541436464088,29.0111111111111,664.744444444444
12,"11",42.3425414364641,721.850828729282,31.6,792.966666666667
12,"12",41.8563535911602,740.46408839779,29.2,757.633333333333
12,"13",40.2044198895028,706.281767955801,27.1,698.844444444444
12,"14",45.0441988950276,837.966850828729,29.5,800.166666666667
12,"15",50.3149171270718,952.82320441989,29.8111111111111,881.444444444444
12,"16",56.4585635359116,1079.40331491713,29.0333333333333,867.222222222222
12,"17",51.7403314917127,1199.65745856354,27.1444444444444,841.1
12,"18",46.3922651933702,1071.13812154696,23.0333333333333,756.566666666667
12,"19",33.3867403314917,743.53591160221,18.7333333333333,572.366666666667
12,"20",20.4364640883978,434.773480662983,13.5555555555556,363.822222222222
12,"21",14.1546961325967,275.342541436464,10,245.788888888889
12,"22",12.2707182320442,235.14364640884,9.67777777777778,206.811111111111
12,"23",7.28176795580111,140.005524861878,6.86666666666667,140.233333333333
15,"00",0.160493827160494,28.0574948665298,0.310679611650485,72.231884057971
15,"01",0.0823045267489712,17.5154004106776,0.155339805825243,46.6183574879227
15,"02",0.111111111111111,10.0780287474333,0.087378640776699,28.5893719806763
15,"03",0.423868312757202,8.95277207392197,0.262135922330097,27.6714975845411
15,"04",0.131687242798354,34.4435318275154,0.184466019417476,24.7342995169082
15,"05",1.65020576131687,254.032854209446,0.29126213592233,94.0289855072464
15,"06",6.32098765432099,912.673511293635,0.728155339805825,128.859903381643
15,"07",7.97942386831276,1072.09445585216,1.29126213592233,183.864734299517
15,"08",7.86831275720165,953.260780287474,2.01941747572816,331.458937198068
15,"09",9.04938271604938,629.092402464066,2.70873786407767,529.36231884058
15,"10",7.38271604938272,598.4681724846,2.25242718446602,702.231884057971
15,"11",6.88888888888889,572.004106776181,2.22330097087379,752.396135265701
15,"12",5.48148148148148,609.248459958932,1.83495145631068,626.396135265701
15,"13",5.34156378600823,590.52977412731,1.76699029126214,582.647342995169
15,"14",5.60082304526749,753.564681724846,1.87378640776699,729.024154589372
15,"15",6.09876543209877,784.451745379877,2.50485436893204,753.671497584541
15,"16",7.04526748971193,877.067761806981,1.68932038834951,717.140096618357
15,"17",3.94650205761317,992.657084188912,1.54368932038835,699.333333333333
15,"18",2.39506172839506,930.464065708419,1.27184466019417,626.009661835749
15,"19",1.65843621399177,626.960985626283,0.941747572815534,489.632850241546
15,"20",1.10288065843621,394.837782340862,0.495145631067961,336.222222222222
15,"21",0.777777777777778,277.449691991786,0.514563106796116,254.3961352657
15,"22",0.51440329218107,146.657084188912,0.368932038834951,134.347826086957
