"POSTE_ID","ind","C_weekday","V_weekday","C_weekend","V_weekend"
2,"00",2.77911646586345,9.36345381526104,1.67010309278351,22.2628865979381
2,"01",2.42771084337349,5.08232931726908,1.52061855670103,14.2422680412371
2,"02",2.16867469879518,3.9859437751004,1.31443298969072,9.44845360824742
2,"03",3.47791164658635,6.40763052208835,1.29896907216495,8.66494845360825
2,"04",7.0281124497992,18.0080321285141,2.01030927835052,9.0360824742268
2,"05",17.859437751004,132.823293172691,2.68556701030928,27.7680412371134
2,"06",32.1767068273092,249.275100401606,4.93298969072165,41.7577319587629
2,"07",32.3534136546185,361.293172690763,5.58762886597938,65.9896907216495
2,"08",29.7068273092369,297.375502008032,7.17525773195876,112.036082474227
2,"09",29.6465863453815,210.875502008032,8.85051546391753,201.324742268041
2,"10",31.8534136546185,212.983935742972,10.7731958762887,280.443298969072
2,"11",33.3855421686747,224.393574297189,11.2525773195876,339.69587628866
2,"12",33.1546184738956,231.652610441767,10.6752577319588,330.752577319588
2,"13",32.9357429718875,230.977911646586,9.96907216494845,327.896907216495
2,"14",32.1686746987952,257.341365461847,9.27835051546392,352.587628865979
2,"15",31.4196787148594,293.291164658635,6.92268041237113,345.335051546392
2,"16",29.8734939759036,393.524096385542,6.87628865979381,314.505154639175
2,"17",23.7710843373494,477.877510040161,5.98969072164948,274.40206185567
2,"18",18.3453815261044,300.248995983936,4.84020618556701,219.09793814433
2,"19",12.6305220883534,169.417670682731,3.97422680412371,149.731958762887
2,"20",8.03413654618474,84.570281124498,2.69587628865979,84.8041237113402
2,"21",5.56224899598394,56.5160642570281,2.28865979381443,58.6237113402062
2,"22",3.78915662650602,42.1064257028112,1.44329896907216,42.4329896907216
2,"23",3.57028112449799,22.3694779116466,1.25257731958763,24.8298969072165
7,"00",1.64876957494407,24.0201342281879,0.797752808988764,49.5280898876404
7,"01",1.27964205816555,13.6957494407159,0.48876404494382,31.0561797752809
7,"02",1.21029082774049,9.63758389261745,0.466292134831461,19.7808988764045
7,"03",1.43624161073825,9.22595078299776,0.455056179775281,15.1741573033708
7,"04",2.39821029082774,24.4541387024608,0.544943820224719,16.3258426966292
7,"05",6.48545861297539,114.080536912752,0.943820224719101,33.6123595505618
7,"06",16.3131991051454,328.434004474273,2.73033707865169,56.2865168539326
7,"07",22.9082774049217,371.854586129754,2.92696629213483,87.5337078651685
7,"08",20.407158836689,333.2774049217,3.57303370786517,172.185393258427
7,"09",21.1364653243848,313.680089485459,4.3314606741573,291.325842696629
7,"10",21.6375838926174,352.237136465324,4.36516853932584,397.870786516854
7,"11",20.3937360178971,378.843400447427,4.85955056179775,459.634831460674
7,"12",19.0671140939597,402.7225950783,4.06741573033708,480.651685393258
7,"13",19.4876957494407,403.004474272931,3.8314606741573,482.35393258427
7,"14",18.8389261744966,430.44966442953,3.69101123595506,501.910112359551
7,"15",17.1923937360179,451.62192393736,3.06741573033708,486.449438202247
7,"16",12.7315436241611,516.955257270694,2.91573033707865,454.915730337079
7,"17",9.19686800894855,542.733780760626,2.6123595505618,419.404494382022
7,"18",8.90156599552573,462.800894854586,1.98876404494382,344.831460674157
7,"19",5.59955257270694,319.022371364653,1.82584269662921,249.511235955056
7,"20",4.28635346756152,210.876957494407,1.28651685393258,182.449438202247
7,"21",3.22595078299776,148.480984340045,1.34831460674157,129.415730337079
7,"22",2.48322147651007,113.073825503356,1.32584269662921,94.4044943820225
7,"23",2.12080536912752,57.8680089485459,1.02247191011236,59.8707865168539
10,"00",0.464751958224543,27.6501305483029,0.4625,64.10625
10,"01",0.691906005221932,18.6762402088773,0.45625,39.28125
10,"02",0.72845953002611,17.6240208877285,0.55,28.425
10,"03",1.01566579634465,16.3185378590078,0.5875,31.64375
10,"04",2.3289817232376,42.7493472584856,0.51875,26.4875
10,"05",7.93472584856397,190.754569190601,1.33125,63.19375
10,"06",12.934725848564,419.088772845953,1.74375,78.7625
10,"07",15.9477806788512,391.916449086162,2.9125,109.6875
10,"08",15.9660574412533,329.1227154047,3.61875,187.1125
10,"09",16.934725848564,293.425587467363,3.89375,272.3
10,"10",15.733681462141,308.514360313316,4.2625,354.2375
10,"11",15.3994778067885,328.997389033943,3.65,400.9875
10,"12",13.1227154046997,358.125326370757,3.28125,402.71875
10,"13",14.3994778067885,352.049608355091,3.15625,381.29375
10,"14",15.1096605744125,390.263707571802,2.88125,404.55625
10,"15",16.3368146214099,436.986945169713,2.9125,398.8
10,"16",12.4543080939948,484.530026109661,2.39375,376.0625
10,"17",10.4099216710183,512.524804177546,2.38125,370.7875
10,"18",8.31592689295039,463.772845953003,1.76875,344.9125
10,"19",5.71279373368146,325.161879895561,1.45,275.61875
10,"20",3.91906005221932,210.274151436031,0.8,198.825
10,"21",1.62924281984334,151.89817232376,0.6375,145.98125
10,"22",0.926892950391645,119.736292428198,0.58125,112.71875
10,"23",0.731070496083551,66.1958224543081,0.3875,74.21875
11,"00",0.283582089552239,12.0421836228288,0.297142857142857,24.12
11,"01",0.139303482587065,6.33746898263027,0.262857142857143,15.7657142857143
11,"02",0.256218905472637,3.61290322580645,0.274285714285714,10.5371428571429
11,"03",0.278606965174129,6.42679900744417,0.24,9.17714285714286
11,"04",0.621890547263682,11.1042183622829,0.274285714285714,8.03428571428571
11,"05",2.181592039801,59.2779156327543,0.48,16.6228571428571
11,"06",10.1641791044776,218.816377171216,0.32,19.1428571428571
11,"07",14.4626865671642,262.640198511166,0.982857142857143,30.1257142857143
11,"08",6.85323383084577,185.200992555831,1.09714285714286,48.0514285714286
