"POSTE_ID","date","C","V","T"
422,2021-04-02,180,5494,5674
422,2021-04-03,56,3484,3540
422,2021-04-04,17,2389,2406
422,2021-04-05,21,1827,1848
422,2021-04-06,201,5025,5226
422,2021-04-07,209,4730,4939
422,2021-04-08,209,4993,5202
422,2021-04-09,213,5075,5288
422,2021-04-10,33,3074,3107
422,2021-04-11,8,1872,1880
422,2021-04-12,187,5229,5416
422,2021-04-13,209,5212,5421
422,2021-04-14,196,5131,5327
422,2021-04-15,219,5388,5607
422,2021-04-16,226,5429,5655
422,2021-04-17,70,3735,3805
422,2021-04-18,18,2365,2383
422,2021-04-19,193,5331,5524
422,2021-04-20,210,5567,5777
422,2021-04-21,214,5601,5815
422,2021-04-22,213,5893,6106
422,2021-04-23,179,5769,5948
422,2021-04-24,74,4093,4167
422,2021-04-25,18,2861,2879
422,2021-05-13,31,2598,2629
422,2021-05-14,114,5049,5163
422,2021-05-15,54,3609,3663
422,2021-05-16,23,2517,2540
422,2021-05-17,142,5641,5783
422,2021-05-18,174,5932,6106
422,2021-05-19,196,6203,6399
422,2021-05-20,284,5918,6202
422,2021-05-21,379,6258,6637
422,2021-05-22,125,6144,6269
422,2021-05-23,48,3627,3675
422,2021-05-24,17,2151,2168
422,2021-05-25,150,5041,5191
422,2021-05-26,154,5235,5389
422,2021-05-27,248,5555,5803
422,2021-05-28,267,5688,5955
422,2021-05-29,123,3884,4007
422,2021-05-30,56,2946,3002
422,2021-05-31,165,5549,5714
422,2021-06-01,195,5932,6127
422,2021-06-02,200,6005,6205
422,2021-06-03,153,6075,6228
422,2021-06-04,185,6290,6475
422,2021-06-05,47,3877,3924
422,2021-06-06,26,2546,2572
422,2021-06-07,165,5478,5643
422,2021-06-08,188,6013,6201
422,2021-06-09,214,6050,6264
422,2021-06-10,189,6191,6380
422,2021-06-11,215,6357,6572
422,2021-06-12,71,4652,4723
422,2021-06-13,68,5659,5727
422,2021-06-14,169,5641,5810
422,2021-06-15,178,5894,6072
422,2021-06-16,151,6140,6291
422,2021-06-17,160,6220,6380
422,2021-06-18,174,6074,6248
422,2021-06-19,43,3979,4022
422,2021-06-20,23,2796,2819
422,2021-06-21,86,4644,4730
422,2021-06-22,185,6087,6272
422,2021-06-23,31,2606,2637
422,2021-06-24,175,5742,5917
422,2021-06-25,211,6366,6577
422,2021-06-26,84,4934,5018
422,2021-06-27,23,3248,3271
422,2021-06-28,194,5555,5749
422,2021-06-29,163,6087,6250
422,2021-06-30,154,6152,6306
422,2021-07-01,232,6338,6570
422,2021-07-02,194,6669,6863
422,2021-07-03,68,3969,4037
422,2021-07-04,26,2642,2668
422,2021-07-05,163,6098,6261
422,2021-07-06,160,6206,6366
422,2021-07-07,169,5976,6145
422,2021-07-08,155,6148,6303
422,2021-07-09,170,6305,6475
422,2021-07-10,43,4741,4784
422,2021-07-11,24,3059,3083
422,2021-07-12,166,6624,6790
422,2021-07-13,96,6338,6434
422,2021-07-14,98,6762,6860
422,2021-07-15,166,6567,6733
422,2021-07-16,155,6109,6264
422,2021-07-17,35,3492,3527
422,2021-07-18,27,2791,2818
422,2021-07-19,126,5333,5459
422,2021-07-20,183,5614,5797
422,2021-07-21,174,5465,5639
422,2021-07-22,153,5594,5747
422,2021-07-23,149,5700,5849
422,2021-07-24,57,3340,3397
422,2021-07-25,40,2533,2573
422,2021-07-26,151,5040,5191
422,2021-07-27,154,5404,5558
422,2021-07-28,159,5184,5343
422,2021-07-29,183,5345,5528
422,2021-07-30,147,5077,5224
422,2021-07-31,60,3289,3349
422,2021-08-01,30,2381,2411
422,2021-08-02,72,4039,4111
422,2021-08-03,88,4213,4301
422,2021-08-04,98,4066,4164
422,2021-08-05,110,4187,4297
422,2021-08-06,108,4252,4360
422,2021-08-07,67,2958,3025
422,2021-08-08,27,2338,2365
422,2021-08-09,78,3693,3771
422,2021-08-10,85,3923,4008
422,2021-08-11,98,4229,4327
422,2021-08-12,113,4226,4339
422,2021-08-13,106,4275,4381
422,2021-08-14,63,2930,2993
422,2021-08-15,32,2621,2653
422,2021-08-16,118,3625,3743
422,2021-08-17,96,3838,3934
422,2021-08-18,104,3760,3864
422,2021-08-19,113,3983,4096
422,2021-08-20,92,4341,4433
422,2021-08-21,49,2796,2845
422,2021-08-22,19,2375,2394
422,2021-08-23,129,4198,4327
422,2021-08-24,128,4588,4716
422,2021-08-25,156,4821,4977
422,2021-08-26,167,4715,4882
422,2021-08-27,152,4842,4994
422,2021-08-28,45,3148,3193
422,2021-08-29,21,2415,2436
422,2021-08-30,162,4931,5093
422,2021-08-31,178,5137,5315
422,2021-09-01,173,5433,5606
422,2021-09-02,174,5174,5348
422,2021-09-03,182,5569,5751
422,2021-09-04,62,3366,3428
422,2021-09-05,29,2721,2750
422,2021-09-06,181,5402,5583
422,2021-09-07,174,5754,5928
422,2021-09-08,169,5863,6032
422,2021-09-09,186,5871,6057
422,2021-09-10,205,5897,6102
422,2021-09-11,84,4469,4553
422,2021-09-12,37,3367,3404
422,2021-09-13,194,6063,6257
422,2021-09-14,193,6112,6305
422,2021-09-15,178,5910,6088
422,2021-09-16,196,6139,6335
422,2021-09-17,193,6114,6307
422,2021-09-18,63,4236,4299
422,2021-09-19,51,3863,3914
422,2021-09-20,188,5755,5943
422,2021-09-21,218,5922,6140
422,2021-09-22,234,6056,6290
422,2021-09-23,187,6128,6315
422,2021-09-24,252,6026,6278
422,2021-09-25,138,4314,4452
422,2021-09-26,37,2990,3027
422,2021-09-27,164,5734,5898
422,2021-09-28,286,6130,6416
422,2021-09-29,228,5774,6002
422,2021-09-30,190,5822,6012
422,2021-10-01,203,5913,6116
422,2021-10-02,67,3988,4055
422,2021-10-03,12,2725,2737
422,2021-10-04,160,5342,5502
422,2021-10-05,271,6120,6391
422,2021-10-06,321,6081,6402
422,2021-10-07,326,6094,6420
422,2021-10-08,297,5732,6029
422,2021-10-09,67,4110,4177
422,2021-10-10,58,3027,3085
422,2021-10-11,187,5498,5685
422,2021-10-12,222,6190,6412
422,2021-10-13,238,5866,6104
422,2021-10-14,204,6000,6204
422,2021-10-15,181,5741,5922
422,2021-10-16,82,4096,4178
422,2021-10-17,41,2771,2812
422,2021-10-18,183,5575,5758
422,2021-10-19,137,6136,6273
422,2021-10-20,142,5683,5825
422,2021-10-21,140,5635,5775
422,2021-10-22,163,5602,5765
422,2021-10-23,65,4233,4298
422,2021-10-24,116,8178,8294
422,2021-10-25,172,5751,5923
422,2021-10-26,180,5703,5883
422,2021-10-27,197,5677,5874
422,2021-10-28,186,5938,6124
422,2021-10-29,158,5925,6083
422,2021-10-30,60,3601,3661
422,2021-11-01,22,2538,2560
422,2021-11-02,105,5019,5124
422,2021-11-03,117,5067,5184
422,2021-11-04,166,5152,5318
422,2021-11-05,133,5078,5211
422,2021-11-06,56,3379,3435
422,2021-11-07,23,2642,2665
422,2021-11-08,158,5598,5756
422,2021-11-09,183,5826,6009
422,2021-11-10,208,5596,5804
422,2021-11-11,262,5901,6163
422,2021-11-12,239,5838,6077
422,2021-11-13,52,3644,3696
422,2021-11-14,24,2631,2655
422,2021-11-15,177,5418,5595
422,2021-11-16,188,6019,6207
422,2021-11-17,177,5470,5647
422,2021-11-18,254,6978,7232
422,2021-11-19,174,5857,6031
422,2021-11-20,69,3856,3925
422,2021-11-21,24,2461,2485
422,2021-11-22,182,5068,5250
422,2021-11-23,217,5882,6099
422,2021-11-24,192,5600,5792
422,2021-11-25,205,5739,5944
422,2021-11-26,175,5528,5703
422,2021-11-27,46,3625,3671
422,2021-11-28,17,2471,2488
422,2021-11-29,174,5360,5534
422,2021-11-30,99,5518,5617
422,2021-12-01,96,5503,5599
422,2021-12-02,156,5549,5705
422,2021-12-03,190,5700,5890
422,2021-12-04,35,3592,3627
422,2021-12-05,15,2474,2489
422,2021-12-06,180,5212,5392
422,2021-12-07,176,5375,5551
422,2021-12-08,205,5366,5571
422,2021-12-09,169,5583,5752
422,2021-12-10,131,5507,5638
422,2021-12-11,64,3736,3800
422,2021-12-12,17,2454,2471
422,2021-12-13,141,5086,5227
422,2021-12-14,161,5374,5535
422,2021-12-15,174,5249,5423
422,2021-12-16,193,5595,5788
422,2021-12-17,174,5524,5698
422,2021-12-18,48,3259,3307
422,2021-12-19,22,2362,2384
422,2021-12-20,108,4040,4148
422,2021-12-21,103,4393,4496
422,2021-12-22,106,4166,4272
422,2021-12-23,72,4045,4117
422,2021-12-24,48,3054,3102
422,2021-12-25,23,1632,1655
422,2021-12-26,17,1542,1559
422,2021-12-27,37,2860,2897
422,2021-12-28,55,3034,3089
422,2021-12-29,45,3052,3097
422,2021-12-30,38,3262,3300
422,2021-12-31,36,2880,2916
423,2021-01-01,19,727,746
423,2021-01-02,69,1605,1674
423,2021-01-03,30,1022,1052
423,2021-01-04,140,3093,3233
423,2021-01-05,172,3310,3482
423,2021-01-06,223,3324,3547
423,2021-01-07,184,3445,3629
423,2021-01-08,185,3518,3703
423,2021-01-09,71,2046,2117
423,2021-01-10,27,1140,1167
423,2021-01-11,354,4409,4763
423,2021-01-12,330,4857,5187
423,2021-01-13,352,4782,5134
423,2021-01-14,324,4586,4910
423,2021-01-15,232,4282,4514
423,2021-01-16,76,2286,2362
423,2021-01-17,30,1067,1097
423,2021-01-18,377,4335,4712
423,2021-01-19,334,4537,4871
423,2021-01-20,383,4622,5005
423,2021-01-21,354,4570,4924
423,2021-01-22,342,4780,5122
423,2021-01-23,82,2458,2540
423,2021-01-24,36,1156,1192
423,2021-01-25,357,4425,4782
423,2021-01-26,360,4673,5033
423,2021-01-27,369,4532,4901
423,2021-01-28,409,4778,5187
423,2021-01-29,367,4950,5317
423,2021-01-30,80,2712,2792
423,2021-01-31,31,1243,1274
423,2021-02-02,425,4828,5253
423,2021-02-03,367,4766,5133
423,2021-02-04,356,4792,5148
423,2021-02-05,419,4916,5335
423,2021-02-06,83,2576,2659
423,2021-02-07,29,1232,1261
423,2021-02-08,372,4086,4458
423,2021-02-09,356,4264,4620
423,2021-02-10,383,4168,4551
423,2021-02-11,390,4358,4748
423,2021-02-12,339,4403,4742
423,2021-02-13,89,2536,2625
423,2021-02-14,31,1286,1317
423,2021-02-15,392,3959,4351
423,2021-02-16,408,4426,4834
423,2021-02-17,322,4372,4694
423,2021-02-18,350,4310,4660
423,2021-02-19,378,4604,4982
423,2021-02-20,109,2700,2809
423,2021-02-21,24,1624,1648
423,2021-02-22,396,4516,4912
423,2021-02-23,505,5101,5606
423,2021-02-24,470,4867,5337
423,2021-02-25,376,5130,5506
423,2021-02-26,377,5083,5460
423,2021-02-27,113,2892,3005
423,2021-02-28,30,1591,1621
423,2021-03-01,393,5181,5574
423,2021-03-02,478,5442,5920
423,2021-03-03,408,5433,5841
423,2021-03-04,410,5602,6012
423,2021-03-05,405,5547,5952
423,2021-03-06,113,3124,3237
423,2021-03-07,28,1651,1679
423,2021-03-08,440,5413,5853
423,2021-03-09,419,5564,5983
423,2021-03-10,464,5422,5886
423,2021-03-11,438,5599,6037
423,2021-03-12,454,5569,6023
423,2021-03-13,96,2832,2928
423,2021-03-14,26,1454,1480
423,2021-03-15,428,5173,5601
423,2021-03-16,416,5443,5859
423,2021-03-17,430,5328,5758
423,2021-03-18,471,5615,6086
423,2021-03-19,462,5567,6029
423,2021-03-20,108,3108,3216
423,2021-03-21,26,1626,1652
423,2021-03-22,414,5195,5609
423,2021-03-23,432,5669,6101
423,2021-03-24,567,5587,6154
423,2021-03-25,474,5411,5885
423,2021-03-26,468,5641,6109
423,2021-03-27,141,2891,3032
423,2021-03-29,443,5455,5898
423,2021-03-30,433,5843,6276
423,2021-03-31,510,5815,6325
423,2021-04-01,500,6031,6531
423,2021-04-02,432,6066,6498
423,2021-04-03,107,3371,3478
423,2021-04-04,42,1728,1770
423,2021-04-05,47,1307,1354
423,2021-04-06,436,5295,5731
423,2021-04-07,410,5160,5570
423,2021-04-08,486,5381,5867
423,2021-04-09,457,5231,5688
423,2021-04-10,91,2859,2950
423,2021-04-11,29,1478,1507
423,2021-04-12,503,5446,5949
423,2021-04-13,471,5563,6034
423,2021-04-14,517,5691,6208
423,2021-04-15,524,5779,6303
423,2021-04-16,471,5826,6297
423,2021-04-17,129,3300,3429
423,2021-04-18,36,1720,1756
423,2021-04-19,488,5683,6171
423,2021-04-20,465,5940,6405
423,2021-04-21,472,5876,6348
423,2021-04-22,481,5935,6416
423,2021-04-23,454,6276,6730
423,2021-04-24,147,3642,3789
423,2021-04-25,28,2042,2070
423,2021-04-26,464,5846,6310
423,2021-04-27,421,6111,6532
423,2021-04-28,472,6065,6537
423,2021-04-29,471,6473,6944
423,2021-04-30,507,6671,7178
423,2021-05-01,35,1866,1901
423,2021-05-02,35,1972,2007
423,2021-05-03,479,5924,6403
423,2021-05-04,434,6026,6460
423,2021-05-05,450,6026,6476
423,2021-05-06,494,6111,6605
423,2021-05-07,503,6180,6683
423,2021-05-08,88,3605,3693
423,2021-05-09,35,1982,2017
423,2021-05-10,471,5701,6172
423,2021-05-11,402,6026,6428
423,2021-05-12,441,6339,6780
423,2021-05-13,49,1615,1664
423,2021-05-14,287,4751,5038
423,2021-05-15,86,2988,3074
423,2021-05-16,45,1665,1710
423,2021-05-17,424,5854,6278
423,2021-05-18,462,6059,6521
423,2021-05-19,492,6200,6692
423,2021-05-20,438,6115,6553
423,2021-05-21,462,6219,6681
423,2021-05-22,205,3566,3771
423,2021-05-23,54,1764,1818
423,2021-05-24,29,1261,1290
423,2021-05-25,436,5112,5548
423,2021-05-26,456,5065,5521
423,2021-05-27,466,5081,5547
423,2021-05-28,460,5343,5803
423,2021-05-29,160,2984,3144
423,2021-05-30,45,1807,1852
423,2021-05-31,471,5604,6075
423,2021-06-01,423,5740,6163
423,2021-06-02,423,5822,6245
423,2021-06-03,408,5986,6394
423,2021-06-04,461,5903,6364
423,2021-06-05,93,3074,3167
423,2021-06-06,33,1595,1628
423,2021-06-07,435,5232,5667
423,2021-06-08,409,5658,6067
423,2021-06-09,401,5565,5966
423,2021-06-10,427,5650,6077
423,2021-06-11,390,5638,6028
423,2021-06-12,119,3465,3584
423,2021-06-13,76,2700,2776
423,2021-06-14,418,5401,5819
423,2021-06-15,401,5349,5750
423,2021-06-16,448,5340,5788
423,2021-06-17,439,5594,6033
423,2021-06-18,432,5499,5931
423,2021-06-19,107,3108,3215
423,2021-06-20,34,1574,1608
423,2021-06-21,438,5198,5636
423,2021-06-22,398,5460,5858
423,2021-06-23,49,1450,1499
423,2021-06-24,421,5083,5504
423,2021-06-25,450,5258,5708
423,2021-06-26,141,3242,3383
423,2021-06-27,33,1900,1933
423,2021-06-28,451,5007,5458
423,2021-06-29,522,5312,5834
423,2021-06-30,471,5366,5837
423,2021-07-01,463,5517,5980
423,2021-07-02,460,5487,5947
423,2021-07-03,112,2989,3101
423,2021-07-04,42,1620,1662
423,2021-07-05,438,5072,5510
423,2021-07-06,408,5418,5826
423,2021-07-07,360,5086,5446
423,2021-07-08,454,5054,5508
423,2021-07-09,436,5222,5658
423,2021-07-10,174,3529,3703
423,2021-07-11,24,1878,1902
423,2021-07-12,500,4968,5468
423,2021-07-13,525,5399,5924
423,2021-07-14,464,5489,5953
423,2021-07-15,368,4489,4857
423,2021-07-16,485,5108,5593
423,2021-07-17,141,2613,2754
423,2021-07-18,50,1566,1616
423,2021-07-19,401,4699,5100
423,2021-07-20,477,4957,5434
423,2021-07-21,466,4735,5201
423,2021-07-22,488,4991,5479
423,2021-07-23,479,4938,5417
423,2021-07-24,144,2479,2623
423,2021-07-25,61,1521,1582
423,2021-07-26,421,4439,4860
423,2021-07-27,404,4535,4939
423,2021-07-28,387,4674,5061
423,2021-07-29,359,4669,5028
423,2021-07-30,365,4295,4660
423,2021-07-31,105,2450,2555
423,2021-08-01,40,1512,1552
423,2021-08-02,242,3634,3876
423,2021-08-03,216,3636,3852
423,2021-08-04,236,3872,4108
423,2021-08-05,231,3921,4152
423,2021-08-06,242,3860,4102
423,2021-08-07,96,2211,2307
423,2021-08-08,31,1417,1448
423,2021-08-09,195,3431,3626
423,2021-08-10,208,3745,3953
423,2021-08-11,243,3975,4218
423,2021-08-12,284,3719,4003
423,2021-08-13,233,3859,4092
423,2021-08-14,85,2272,2357
423,2021-08-15,67,1524,1591
423,2021-08-16,201,3396,3597
423,2021-08-17,229,3583,3812
423,2021-08-18,225,3570,3795
423,2021-08-19,253,3828,4081
423,2021-08-20,248,3960,4208
423,2021-08-21,92,2341,2433
423,2021-08-22,38,1286,1324
423,2021-08-23,332,3501,3833
423,2021-08-24,311,3726,4037
423,2021-08-25,377,3770,4147
423,2021-08-26,340,3805,4145
423,2021-08-27,372,3690,4062
423,2021-08-28,123,1827,1950
423,2021-08-29,30,1081,1111
423,2021-08-30,394,3925,4319
423,2021-11-10,444,5870,6314
423,2021-11-11,470,5899,6369
423,2021-11-12,485,5712,6197
423,2021-11-13,107,2823,2930
423,2021-11-14,38,1475,1513
423,2021-11-15,518,5315,5833
423,2021-11-16,564,5820,6384
423,2021-11-17,520,5641,6161
423,2021-11-18,706,6522,7228
423,2021-11-19,475,5535,6010
423,2021-11-20,103,2780,2883
423,2021-11-21,37,1466,1503
423,2021-11-22,395,5314,5709
423,2021-11-23,496,5611,6107
423,2021-11-24,404,5610,6014
423,2021-11-25,433,5714,6147
423,2021-11-26,404,5514,5918
423,2021-11-27,153,2688,2841
423,2021-11-28,36,1404,1440
423,2021-11-29,469,5316,5785
423,2021-11-30,436,5891,6327
423,2021-12-01,426,5582,6008
423,2021-12-02,470,5547,6017
423,2021-12-03,483,5422,5905
423,2021-12-04,171,2623,2794
423,2021-12-05,39,1456,1495
423,2021-12-06,474,5007,5481
423,2021-12-07,445,5735,6180
423,2021-12-08,406,5456,5862
423,2021-12-09,419,5399,5818
423,2021-12-10,448,5439,5887
423,2021-12-11,96,2677,2773
423,2021-12-12,40,1407,1447
423,2021-12-13,426,5123,5549
423,2021-12-14,485,5525,6010
423,2021-12-15,447,5381,5828
423,2021-12-16,395,5415,5810
423,2021-12-17,332,5326,5658
423,2021-12-18,92,2451,2543
423,2021-12-19,38,1354,1392
423,2021-12-20,220,3808,4028
423,2021-12-21,216,3897,4113
423,2021-12-22,231,3944,4175
423,2021-12-23,205,3841,4046
423,2021-12-24,138,2784,2922
423,2021-12-25,26,958,984
423,2021-12-26,33,925,958
423,2021-12-27,143,2413,2556
423,2021-12-28,151,2607,2758
423,2021-12-29,169,2744,2913
423,2021-12-30,149,2921,3070
423,2021-12-31,125,2430,2555
424,2021-01-01,1,1014,1015
424,2021-01-02,16,1582,1598
424,2021-01-03,5,1263,1268
424,2021-01-04,12,3312,3324
424,2021-01-05,14,3615,3629
424,2021-01-06,6,3437,3443
424,2021-01-07,11,3600,3611
424,2021-01-08,20,3550,3570
424,2021-01-09,19,1805,1824
424,2021-01-10,2,1373,1375
424,2021-01-11,50,5283,5333
424,2021-01-12,26,5524,5550
424,2021-01-13,47,5269,5316
424,2021-01-14,40,4889,4929
424,2021-01-15,44,4184,4228
424,2021-01-16,7,2083,2090
424,2021-01-17,4,1327,1331
424,2021-01-18,54,5373,5427
424,2021-01-19,35,5823,5858
424,2021-01-20,58,5532,5590
424,2021-01-21,65,5841,5906
424,2021-01-22,59,5678,5737
424,2021-01-23,13,2450,2463
424,2021-01-24,4,1398,1402
424,2021-01-25,71,5458,5529
424,2021-01-26,58,5692,5750
424,2021-01-27,61,5156,5217
424,2021-01-28,40,5886,5926
424,2021-01-29,42,5736,5778
424,2021-01-30,6,2494,2500
424,2021-01-31,1,1462,1463
424,2021-02-01,48,5619,5667
424,2021-02-02,27,5951,5978
424,2021-02-03,53,5676,5729
424,2021-02-04,65,5934,5999
424,2021-02-05,64,5588,5652
424,2021-02-06,16,2359,2375
424,2021-02-07,4,1553,1557
424,2021-02-08,42,4435,4477
424,2021-02-09,41,4177,4218
424,2021-02-10,24,4410,4434
424,2021-02-11,22,4667,4689
424,2021-02-12,27,4637,4664
424,2021-02-13,15,2434,2449
424,2021-02-14,5,1573,1578
424,2021-02-15,29,4338,4367
424,2021-02-16,38,4778,4816
424,2021-02-17,31,4604,4635
424,2021-02-18,39,4681,4720
424,2021-02-19,35,4658,4693
424,2021-02-20,24,2568,2592
424,2021-02-21,9,1934,1943
424,2021-02-22,89,5486,5575
424,2021-02-23,65,5221,5286
424,2021-02-24,62,5581,5643
424,2021-02-25,53,5752,5805
424,2021-05-26,24,2713,2737
424,2021-05-27,27,3205,3232
424,2021-05-28,24,3239,3263
424,2021-05-29,14,1546,1560
424,2021-05-30,3,1185,1188
424,2021-05-31,49,3950,3999
424,2021-06-01,29,4316,4345
424,2021-06-02,50,4128,4178
424,2021-06-03,52,4340,4392
424,2021-06-04,51,4382,4433
424,2021-06-05,6,2506,2512
424,2021-06-06,3,1360,1363
424,2021-06-07,46,4224,4270
424,2021-06-08,60,4479,4539
424,2021-06-09,51,4439,4490
424,2021-06-10,47,4636,4683
424,2021-06-11,60,4720,4780
424,2021-06-12,12,2358,2370
424,2021-06-13,10,1726,1736
424,2021-06-14,51,4586,4637
424,2021-06-15,60,4981,5041
424,2021-06-16,41,4552,4593
424,2021-06-17,45,5136,5181
424,2021-06-18,49,4839,4888
424,2021-06-19,10,2535,2545
424,2021-06-20,1,1517,1518
424,2021-06-21,56,4799,4855
424,2021-06-22,38,5167,5205
424,2021-06-23,6,1579,1585
424,2021-06-24,35,4845,4880
424,2021-06-25,66,4929,4995
424,2021-06-26,13,2729,2742
424,2021-06-27,5,1846,1851
424,2021-06-28,67,4897,4964
424,2021-06-29,54,5195,5249
424,2021-06-30,40,5092,5132
424,2021-07-01,47,5333,5380
424,2021-07-02,59,5291,5350
424,2021-07-03,14,2760,2774
424,2021-07-04,5,1901,1906
424,2021-07-05,69,5023,5092
424,2021-07-06,55,5501,5556
424,2021-07-07,62,5179,5241
424,2021-07-08,38,5316,5354
424,2021-07-09,63,5147,5210
424,2021-07-10,8,2395,2403
424,2021-07-11,1,1595,1596
424,2021-07-12,52,4840,4892
424,2021-07-13,30,5063,5093
424,2021-07-14,46,4968,5014
424,2021-07-15,42,5154,5196
424,2021-07-16,37,4659,4696
424,2021-07-17,21,2175,2196
424,2021-07-18,6,1646,1652
424,2021-07-19,25,4335,4360
424,2021-07-20,37,4458,4495
424,2021-07-21,27,4353,4380
424,2021-07-22,50,4412,4462
424,2021-07-23,32,4496,4528
424,2021-07-24,5,1985,1990
424,2021-07-25,26,1638,1664
424,2021-07-26,48,4092,4140
424,2021-07-27,56,4342,4398
424,2021-07-28,33,4451,4484
424,2021-07-29,33,4250,4283
424,2021-07-30,36,3947,3983
424,2021-07-31,14,2214,2228
424,2021-08-01,5,1739,1744
424,2021-08-02,47,3939,3986
424,2021-08-03,21,4079,4100
424,2021-08-04,29,3954,3983
424,2021-08-05,26,3995,4021
424,2021-08-06,26,4102,4128
424,2021-08-07,17,2059,2076
424,2021-08-08,13,1642,1655
424,2021-08-09,30,3710,3740
424,2021-08-10,21,3806,3827
424,2021-08-11,29,3958,3987
424,2021-08-12,33,3996,4029
424,2021-08-13,42,3917,3959
424,2021-08-14,8,2233,2241
424,2021-08-15,4,1780,1784
424,2021-08-16,33,3747,3780
424,2021-08-17,26,3760,3786
424,2021-08-18,38,3784,3822
424,2021-08-19,30,3957,3987
424,2021-08-20,47,4151,4198
424,2021-08-21,13,2190,2203
424,2021-08-22,2,1515,1517
424,2021-08-23,47,4679,4726
424,2021-08-24,58,5081,5139
424,2021-08-25,56,5021,5077
424,2021-08-26,60,5230,5290
424,2021-08-27,40,5072,5112
424,2021-08-28,32,2436,2468
424,2021-08-29,6,1908,1914
424,2021-08-30,48,5405,5453
424,2021-08-31,39,5671,5710
424,2021-09-01,68,6043,6111
424,2021-09-02,43,5900,5943
424,2021-09-03,158,6139,6297
424,2021-09-04,19,2727,2746
424,2021-09-05,9,2256,2265
424,2021-09-06,86,6144,6230
424,2021-09-07,51,6313,6364
424,2021-09-08,67,6408,6475
424,2021-09-09,75,6583,6658
424,2021-09-10,57,6693,6750
424,2021-09-11,20,3081,3101
424,2021-09-12,14,2611,2625
424,2021-09-13,59,7234,7293
424,2021-09-14,53,6979,7032
424,2021-09-15,74,6791,6865
424,2021-09-16,50,6916,6966
424,2021-09-17,65,6597,6662
424,2021-09-18,14,3065,3079
424,2021-09-19,4,1635,1639
424,2021-09-20,62,6497,6559
424,2021-09-21,51,6822,6873
424,2021-09-22,76,6721,6797
424,2021-09-23,48,6966,7014
424,2021-09-24,65,6552,6617
424,2021-09-25,35,3143,3178
424,2021-09-26,4,1877,1881
424,2021-09-27,61,6662,6723
424,2021-09-28,46,7236,7282
424,2021-09-29,77,6826,6903
424,2021-09-30,42,7008,7050
424,2021-10-01,72,6553,6625
424,2021-10-02,10,3164,3174
424,2021-10-03,6,2362,2368
424,2021-10-04,38,6632,6670
424,2021-10-05,50,7049,7099
424,2021-10-06,55,6672,6727
424,2021-10-07,48,6983,7031
424,2021-10-08,59,6708,6767
424,2021-10-09,20,3150,3170
424,2021-10-10,2,2042,2044
424,2021-10-11,46,6381,6427
424,2021-10-12,53,7032,7085
424,2021-10-13,85,6371,6456
424,2021-10-14,53,6850,6903
424,2021-10-15,61,6304,6365
424,2021-10-16,14,2994,3008
424,2021-10-17,5,2079,2084
424,2021-10-18,69,6192,6261
424,2021-10-19,47,6652,6699
424,2021-10-20,59,6227,6286
424,2021-10-21,30,6483,6513
424,2021-10-22,62,6089,6151
424,2021-10-23,25,3034,3059
424,2021-10-24,8,2321,2329
424,2021-10-25,71,5991,6062
424,2021-10-26,37,6386,6423
424,2021-10-27,59,5951,6010
424,2021-10-28,59,6522,6581
424,2021-10-29,68,6356,6424
424,2021-10-30,35,3475,3510
424,2021-11-01,0,1736,1736
424,2021-11-02,9,5605,5614
424,2021-11-03,33,5697,5730
424,2021-11-04,40,5685,5725
424,2021-11-05,25,4980,5005
424,2021-11-06,17,2327,2344
424,2021-11-07,5,1797,1802
424,2021-11-08,59,6519,6578
424,2021-11-09,49,7091,7140
424,2021-11-10,52,6687,6739
424,2021-11-11,58,6950,7008
424,2021-11-12,72,6445,6517
424,2021-11-13,9,2987,2996
424,2021-11-14,7,1722,1729
424,2021-11-15,74,6338,6412
424,2021-11-16,65,6813,6878
424,2021-11-17,56,6539,6595
424,2021-11-18,51,6996,7047
424,2021-11-19,57,6477,6534
424,2021-11-20,15,2896,2911
424,2021-11-21,4,1893,1897
424,2021-11-22,62,6085,6147
424,2021-11-23,45,6590,6635
424,2021-11-24,68,6392,6460
424,2021-11-25,52,6541,6593
424,2021-11-26,60,6139,6199
424,2021-11-27,12,2771,2783
424,2021-11-28,6,1804,1810
424,2021-11-29,53,6000,6053
424,2021-11-30,43,6669,6712
424,2021-12-01,50,6406,6456
424,2021-12-02,46,6349,6395
424,2021-12-03,65,6161,6226
424,2021-12-04,8,2601,2609
424,2021-12-05,4,1698,1702
424,2021-12-06,24,5619,5643
424,2021-12-07,38,6617,6655
424,2021-12-08,46,6267,6313
424,2021-12-09,51,6502,6553
424,2021-12-10,38,5691,5729
424,2021-12-11,15,2963,2978
424,2021-12-12,9,1777,1786
424,2021-12-13,65,5955,6020
424,2021-12-14,66,6256,6322
424,2021-12-15,67,6183,6250
424,2021-12-16,72,6247,6319
424,2021-12-17,67,6005,6072
424,2021-12-18,14,2518,2532
424,2021-12-19,1,1525,1526
424,2021-12-20,22,4038,4060
424,2021-12-21,22,4393,4415
424,2021-12-22,33,4030,4063
424,2021-12-23,28,3729,3757
424,2021-12-24,5,2870,2875
424,2021-12-25,0,1315,1315
424,2021-12-26,1,1184,1185
424,2021-12-27,13,2558,2571
424,2021-12-28,11,2694,2705
424,2021-12-29,7,2819,2826
424,2021-12-30,6,2803,2809
